advisee	受教授指导选课的学生
stanhope	单人乘座轻马车的一种
stanhope	印刷机的一种
corporealize	使具有形体
corporealize	使形体化
corporealize	使物质化
aconitic	附子的
aconitic	附子
aconitic	乌头的
aconitic	乌头
appealable	可上诉的
appealable	可上诉
withamite	黄红帘石
lysergide	=lysergic
lysergide	acid
lysergide	diethylamide
corespondent	共同被告
photoabsorption	光吸收
condensed	浓缩
condensed	浓缩
supervisory	管理的
supervisory	管理
supervisory	监督的
supervisory	监督
crymotherapy	冷冻疗法
sarre	萨尔河
umbilicate	有肚脐的
umbilicate	有肚脐
umbilicate	脐状的
umbilicate	脐状
umbilicate	中间凹的
umbilicate	中间凹
filmgoer	上电影院的人
filmgoer	影迷
filmgoer	常看电影的人
ceriferous	产蜡的
ceriferous	产蜡
papule	丘疹
papule	长疮
settings	设置
wolves	贪婪者
wolves	色狼
wolves	wolf的复数
roundeye	欧洲人
lithophytic	岩表植物的
lithophytic	岩表植物
lithophytic	石生植物的
lithophytic	石生植物
diageotropism	横生
foreman	领班
foreman	工头
foreman	陪审团主席
typhlosis	盲
typhlosis	视觉缺失
anthropophuistic	神人同性论的
anthropophuistic	神人同性论
forrel	做书皮用的羊皮纸
forrel	书套
hairologist	头发保养专家
iterance	重复
iterance	复述
hangup	挂断
reparatory	=reparative
ovoid	卵形的
ovoid	卵形
ovoid	卵形体
aperitif	开胃酒
renogram	肾X光照片
renogram	肾探测图
compress	压缩
compress	摘要叙述
compress	敷布
bullionism	金银通货主义
bullionism	重金主义
gynaecocracy	妇女当政
gynaecocracy	女权政治
embosom	把……藏于胸中
embosom	围绕
embosom	环绕
embosom	珍爱
flashover	闪络
flashover	跳火
immingle	搀和
broider	刺绣
hooklet	小钩子
cutoff	近路
cutoff	运河
cutoff	新河道
cutoff	中止
cutoff	切掉
cutoff	关车
rosamund	罗莎蒙德
corneous	角状的
corneous	角状
corneous	似角的
corneous	似角
corneous	角质的
corneous	角质
anathematic	厌恶的
anathematic	厌恶
anathematic	憎恶的
anathematic	憎恶
hamfatter	拙劣的演员
frances	女子名
ppcc	People''s
ppcc	Political
ppcc	Consultative
ppcc	Conference
ppcc	人民政治协商会议
aseasonal	无季节性的
aseasonal	无季节性
aseasonal	四季可用的
aseasonal	四季可用
paragraphist	=paragrapher
barococo	巴洛可可式的
barococo	巴洛可可式
barococo	过分精雕细凿的
barococo	过分精雕细凿
barococo	过分纤巧的
barococo	过分纤巧
miswrite	写错
miswrite	把……写得不当
competitress	为competitor的女性
ratite	平胸类鸟的
ratite	平胸类鸟
ratite	平胸类鸟
amir	埃米尔
psychologise	=psychologize
pygidium	尾板
pygidium	臀板
polyuria	多尿
suborder	亚目
pseudepigraphy	作者归属错误
longevous	长寿的
longevous	长寿
floorer	铺地板者
floorer	打倒
floorer	打败
floorer	难题
floorer	使人沮丧的消息
floorer	难以置信的论据
floorer	难以解答的试卷
distillatory	蒸馏器
distillatory	蒸馏用的
distillatory	蒸馏用
textured	织地粗糙的
textured	织地粗糙
textured	手摸时有感觉的
textured	手摸时有感觉
textured	有织纹的
textured	有织纹
entomostracan	切甲类的
entomostracan	切甲类
entomostracan	昆甲类的
entomostracan	昆甲类
lustful	贪欲的
lustful	贪欲
lustful	渴望的
lustful	渴望
lustful	好色的
lustful	好色
lustful	淫荡的
lustful	淫荡
sidetrack	旁轨
sidetrack	侧线
sidetrack	次要地位
sidetrack	导入侧线
sidetrack	转移目标
sidetrack	使受牵制
composedly	镇定地
composedly	镇定
composedly	沉着地
composedly	沉着
composedly	从容地
composedly	从容
cartoner	纸板包装机
skyphone	空中电话
stalino	斯大林诺
infant	婴儿
infant	幼儿
infant	婴儿的
infant	婴儿
infant	幼稚的
infant	幼稚
minicomputer	小型机
multipack	合装包
crave	恳求
crave	渴望
inmesh	使……陷入
inmesh	使……绊住
hydrodynamic	水力的
hydrodynamic	水力
yakitori	烤鸡肉串
yakitori	串肉扦上腌泡过的小鸡块
pluto	冥王星
pluto	阴间之神
stoutness	坚固
stoutness	刚毅
pilocarpin	匹鲁卡品
pilocarpin	毛果芸香碱
participate	参与
participate	参加
participate	分享
participate	分担
roumania	罗马尼亚
geep	山绵羊
unbearable	无法忍受的
unbearable	无法忍受
unbearable	承受不住的
unbearable	承受不住
paedomorphism	稚态
paedomorphism	幼稚形态
metric	米制的
metric	米制
metric	公制的
metric	公制
sophism	诡辩
briton	大不列颠人
briton	英国人
brake	闸
brake	刹车
brake	刹车
divestiture	剥夺
divestiture	脱衣
legateship	使节的职权
entrammel	束缚
entrammel	妨碍
zestful	有滋味
loudmouth	高声谈话的人
choline	维生素Ｂ复合体之一
noseless	无鼻子的
noseless	无鼻子
noseless	无喷嘴的
noseless	无喷嘴
rewin	再赢
rewin	赢回
enneastylos	正面有九根柱子的建筑
amdg	ad
amdg	majorem
amdg	Dei
amdg	gloriam
scarfskin	外皮
scarfskin	表皮
egoinvolvement	自我介入
rudderstock	舵杆
scuba	水中呼吸器
salicylaldehyde	水杨醛
salicylaldehyde	邻羟基苯醛
conversable	谈得来的
conversable	谈得来
conversable	易开口的
conversable	易开口
conversable	健谈的
conversable	健谈
biconical	双锥的
biconical	双锥
transpersonal	超越个人的
transpersonal	超越个人
transpersonal	超过人的
transpersonal	超过人
acidanthera	非洲鸢尾
apophysis	隆起
apophysis	突起
cranky	任性的
cranky	任性
cranky	暴躁的
cranky	暴躁
cranky	摇荡不稳的
cranky	摇荡不稳
cranky	怪僻的
cranky	怪僻
araucan	阿劳干语组的印第安语
briskness	敏捷
briskness	活泼
radiophosphorus	放射磷
zoanthropy	变兽妄想
reimposition	重新征收
unexploded	未爆炸的
unexploded	未爆炸
unexploded	未发射的
unexploded	未发射
unexploded	装着炸药的
unexploded	装着炸药
munificence	宽宏大量
munificence	慷慨给与
spreading	撒布
revisor	修订者
splendidly	壮观地
splendidly	壮观
splendidly	华丽地
splendidly	华丽
mortification	羞辱
mortification	禁欲
mortification	动物体组织局部的坏死
geometrise	=geometrize
urinal	尿壶
urinal	小便池
methodology	方法学
methodology	方法论
scry	用水晶球占卜
musculature	肌肉组织
rookery	白嘴鸦的群居地
rookery	白嘴鸦的群居
rookery	海豹等之穴
rookery	破旧而拥挤的住房群
rookery	贫民窟
miniature	缩小的模型
miniature	缩图
miniature	缩影
miniature	微型的
miniature	微型
miniature	缩小的
miniature	缩小
indiscriminating	/
indiscriminating	不区别on/`IndIs9krImI`ve/9IndIs`krImIneItIN/
indiscriminating	不区别地
indiscriminating	不区别
indiscriminating	无差别地
indiscriminating	无差别
clavichord	翼琴
livingstone	利文斯敦
wheelchair	轮椅
dialogic	对话的
dialogic	对话
dialogic	问答体的
dialogic	问答体
kinema	电影
hankerchief	手帕
cyclopedia	百科全书
cyclopedia	百科辞典
piffling	琐碎的
piffling	琐碎
piffling	不足道的
piffling	不足道
hellene	希腊人
demodulator	解调器
burin	冰凿
dinette	小餐室
dinette	小餐室的餐桌和椅子
unfoiled	未被征服的
unfoiled	未被征服
unfoiled	未被击退的
unfoiled	未被击退
unfoiled	未受挫的
unfoiled	未受挫
unfoiled	未受阻的
unfoiled	未受阻
dextrorotary	=dextrorotatory
daysman	仲裁人
daysman	调解人
parhelion	假日
parhelion	幻日
redemptor	=redeemer
archaeology	考古学
frontlet	额前饰
frontlet	额
sunblind	窗檐
clamjamfry	群众
clamjamfry	暴民
crystallization	结晶化
gena	颊
pontoon	浮桥
pontoon	浮筒
pontoon	浮码头
pontoon	架浮桥于
tan	日晒后的颜色
tan	棕褐色
tan	茶色
tan	棕褐色的
tan	棕褐色
tan	茶色
tan	晒黑
tan	晒成褐色
tonight	今晚
tonight	今夜
tonight	今晚
fingerling	小东西
fingerling	一指长的
fingerling	一指长
fingerling	小鱼
fingerling	极小之物
concede	勉强
concede	承认
concede	退让
concede	让步
incomparably	无比地
incomparably	无比
incomparably	无敌地
incomparably	无敌
restitution	归还
liquory	烈酒所引起的
liquory	烈酒所引起
silvanus	森林田野之神
them	pro
them	他们
them	她们
them	它们
syncopal	晕厥的
syncopal	晕厥
multiloquence	多言
multiloquence	多嘴多舌
vamper	补靴
vamper	即席伴奏者
gentlefolk	名门世家
gentlefolk	上流人士
calchas	卡尔克斯
rostov	罗斯托夫
hymenoptera	膜翅目昆虫
plessimeter	=pleximeter
masticatory	咀嚼的
masticatory	咀嚼
masticatory	咀嚼用的
masticatory	咀嚼用
masticatory	咀嚼物
masticatory	咀嚼剂
brownie	核仁巧克力饼
explosibility	可爆炸
explosibility	容易爆炸
biographically	传记体地
biographically	传记体
cycloserine	环丝氨酸
tenuirostral	细喙的
tenuirostral	细喙
contend	斗争
contend	竞争
contend	主张
cistron	顺反子
okazaki	冈崎
blepharoplasty	眼睑整容术
sapele	萨佩莱
oversew	缝合
misquote	错误地引用
enchondrosis	软骨瘤
enchondrosis	内生软骨瘤
bors	鲍斯爵士
gerontocracy	老人统治
gerontocracy	老人政治
gerontocracy	老人政府
mammock	碎片
mammock	碎块
introvert	格性内向的人
indecorousness	无礼
ultrascsi	传输速率为40Mbps的快速接口
wellsite	钡钙十字石
wellsite	钙交沸石
houndstooth	犬牙织纹
paymistress	工薪女出纳员
disrepair	失修
disrepair	塌毁
disrepair	破损
disrepair	荒废
mitigatory	缓解的
mitigatory	缓解
mitigatory	减轻的
mitigatory	减轻
mitigatory	平静的
mitigatory	平静
annexation	合并
dumbartonshire	=Dunbartonshire
monomial	单项式
monomial	单项的
monomial	单项
safranin	盐基性红色染料
safranin	番红精
candida	坎迪德
candida	假丝酵母
exarch	总督
exarch	主教
exarch	大主教
extradural	硬膜外的
extradural	硬膜外
mott	丛林
windblown	被风吹的
windblown	被风吹
windblown	被风吹斜的
windblown	被风吹斜
windblown	风飘型的
windblown	风飘型
bios	Basic
bios	Input
bios	Output
bios	System
bios	基本输入输出系统
posterior	较晚的
posterior	较晚
cycler	骑自行车者
cycler	骑机车者
drivetrain	=driveline
homopolymer	均聚物
altostratus	高层云
brassin	芸苔素
disincorporate	解散法人组织
economy	经济
economy	节约
economy	节约措施
economy	经济实惠
economy	系统
economy	机体
economy	经济制度的状况
rubredoxin	红素氧还蛋白
rubredoxin	红氧蛋白
garuda	揭路荼
waybread	宽叶车前
birmingham	伯明翰
discriminatory	有辨识力的
discriminatory	有辨识力
discriminatory	有差别的
discriminatory	有差别
physiocracy	重农论
physiocracy	重农主义
conciliative	安慰的
conciliative	安慰
conciliative	融和的
conciliative	融和
propylon	=propylaeum
complot	共谋
complot	阴谋
complot	共谋
complot	图谋
addend	加数
surplice	白色法衣
surplice	白袈裟
surplice	斜叠的
surplice	斜叠
equivoque	双关语
equivoque	含糊措辞
sulphonamide	硫胺类药剂
armamentarium	全部设备
armamentarium	物质
gerald	男人名
culpably	该罚地
culpably	该罚
culpably	可恶地
culpably	可恶
corpse	尸体
materialise	=materialize
indistinction	不清楚
indistinction	模糊
indistinction	不确定
indistinction	难辨认
indistinction	无差别
exploitability	可开发性
exploitability	可利用性
exploitability	可剥削性
amenable	应服从的
amenable	应服从
amenable	有服从义务的
amenable	有服从义务
amenable	有责任的
amenable	有责任
nouvelle	中篇小说
mitral	礼冠的
mitral	礼冠
mitral	僧帽状的
mitral	僧帽状
babywear	婴儿装
pandean	牧羊神的
pandean	牧羊神
musette	法国的小风笛
musette	牧歌调的曲子
decury	十人团体
decury	十人小组
morganize	暗杀……以灭口
finisher	润饰者
finisher	完工者
cern	European
cern	laboratory
cern	for
cern	particle
cern	physics
cern	欧洲粒子物理研究所
hippolyta	希波吕忒
cointelpro	反谍计划
mollusc	软体动物
filter	滤波器
filter	过滤器
filter	滤光器
filter	筛选
filter	过滤
filter	渗透
filter	用过滤法除去
filter	滤过
filter	渗入
filter	走漏
filter	慢慢传开
endotrophic	体内营养的
endotrophic	体内营养
enlarging	扩大
keratometric	角膜散光计的
keratometric	角膜散光计
keratometric	角膜弯度计的
keratometric	角膜弯度计
graphospasm	书写痉挛
parma	帕尔马
parma	中度紫色
parma	深紫色
lamplighter	点燃街灯的灯夫
simple	简单的
simple	简单
simple	简易的
simple	简易
simple	朴素的
simple	朴素
simple	简朴的
simple	简朴
simple	天真的
simple	天真
simple	率直的
simple	率直
simple	无经验的
simple	无经验
simple	易受骗的
simple	易受骗
wust	香肠
piquancy	辛辣
piquancy	辣味
piquancy	痛快
perim	丕林岛
ariboflavinosis	核黄素缺乏病
foil	箔
foil	金属薄片
foil	叶形片
foil	烘托
foil	衬托
foil	衬托
foil	阻止
foil	挡开
foil	挫败
foil	贴箔于
deepfreeze	低温冷藏
deepfreeze	低温冷藏
abbreviator	缩写者
gorget	护喉
gorget	饰领
gorget	妇女用护肩布
aggregately	一共
aggregately	合计
brier	荆棘
brier	野蔷薇
mayotte	马约特岛
technologically	科技地
technologically	科技
trendy	新潮人物
trendy	穿着时髦的人
trendy	流行的
trendy	流行
laparotomy	剖腹手术
bacula	baculum的复数
farthing	1/4旧便士
farthing	英国最小的钱币
farthing	极少量
farthing	一点儿
yolande	约兰德
doddery	衰老的
doddery	衰老
doddery	蹒跚的
doddery	蹒跚
janeite	的崇拜者
micromethod	微量法
micromethod	微量测定
approximatively	近似地
approximatively	近似
approximatively	接近地
approximatively	接近
whomp	撞击的声音
whomp	发撞击声
whomp	重击
tribal	部落的
tribal	部落
tribal	种族的
tribal	种族
marvy	=marvie
yearlong	整整一年的
yearlong	整整一年
yearlong	持续一年的
yearlong	持续一年
apochromatic	高度消色的
apochromatic	高度消色
foeticide	残杀胎儿
foeticide	堕胎
beetleweed	=galax
umbrageously	浓荫地
umbrageously	浓荫
umbrageously	易怒地
umbrageously	易怒
bumf	纸
bumf	卫生纸
bumf	公文
bec	bachelor
bec	of
bec	economics
bec	经济学士
vasospasm	血管痉挛
approbatory	承认的
approbatory	承认
approbatory	认可的
approbatory	认可
approbatory	赞赏的
approbatory	赞赏
troubleproof	不生故障的
troubleproof	不生故障
troubleproof	无故障的
troubleproof	无故障
construct	建造
construct	构造
construct	创立
sesquipedalian	多音节的
sesquipedalian	多音节
sesquipedalian	令人厌倦的
sesquipedalian	令人厌倦
sesquipedalian	冗长的单字
soli	独奏曲
soli	独唱
anastrophy	倒置法
depancreatize	截除胰腺
depancreatize	切除胰脏
exterminatory	根绝的
exterminatory	根绝
exterminatory	有根绝作用的
exterminatory	有根绝作用
caricature	讽刺画
caricature	漫画
caricature	讽刺描述法
caricature	歪曲的模仿
caricature	画成漫画讽刺
bir	Board
bir	of
bir	Inland
bir	Revenue
bir	国内税收局
blueberry	越橘的一种
trivalvular	=trivalve
prelithic	石器使用前的
prelithic	石器使用前
selcall	选择呼叫
australia	澳洲
australia	澳大利亚
ringneck	环颈动物
sassy	无礼的
sassy	无礼
sassy	失礼的
sassy	失礼
sassy	厚脸皮的
sassy	厚脸皮
sassy	时髦的
sassy	时髦
apopemptic	告别的
apopemptic	告别
apopemptic	临别的
apopemptic	临别
percolation	过滤
percolation	浸透
backwardation	交割延期费
forkful	一叉的量
enzymology	酶学
motorail	铁路运载汽车及其司机、乘客的业务
inconvenient	不便的
inconvenient	不便
inconvenient	有困难的
inconvenient	有困难
saltpetre	硝石
saltpetre	硝酸钠
splanchnology	内脏学
phthisis	肺结核
berkeleyism	=Berkeleianism
tidytips	宽舌莱氏菊
federal	联邦的
federal	联邦
federal	联合的
federal	联合
federal	联邦制的
federal	联邦制
federal	同盟的
federal	同盟
federal	北部联邦同盟盟员
federal	北京连邦软件产业发展公司
federal	国内主要的正版软件经销商
amortisation	分期偿还
amortisation	摊还
adventureful	富于惊险事件的
adventureful	富于惊险事件
adventureful	奇遇的
adventureful	奇遇
endoplasm	内质
dominancy	优势
dominancy	统治
flicflac	碰腿
jiao	角
pharmacopsychosis	药物性精神病
ukaea	United
ukaea	Kingdom
ukaea	Atomic
ukaea	Energy
ukaea	Authority
ukaea	联合王国原子能管理局
militiaman	民兵组织
militiaman	全体民兵
militiaman	国民军
spinning	纺纱
