karstology	岩溶学
pomiculture	果树栽培
bicorne	双角帽
commiseration	同情
tactually	触觉器官地
tactually	触觉器官
tactually	凭触觉地
tactually	凭触觉
reciprocate	互给
reciprocate	酬答
reciprocate	互换
reciprocate	报答
paleogene	=Palaeogene
palaeomagnetism	古磁学
chicalote	阔果蓟罂粟
bronc	北美西部产的野马
cryology	冷藏学
cryology	冷冻学
appetent	热望的
appetent	热望
appetent	意欲的
appetent	意欲
appetent	本能欲求的
appetent	本能欲求
qbp	queen''s
qbp	bishop''s
qbp	pawn
qbp	后翼象前兵
bonsai	盆景
lobulate	由小叶片组成的
lobulate	由小叶片组成
lobulate	分成小裂片的
lobulate	分成小裂片
ablepharous	没有眼睑的
ablepharous	没有眼睑
hedonic	享乐的
hedonic	享乐
hedonic	享乐主义学说
endogenic	内成的
endogenic	内成
endogenic	内生的
endogenic	内生
endogenic	内营力的
endogenic	内营力
hast	have的第二人称单数现在式
semiconical	半圆锥形的
semiconical	半圆锥形
broadway	纵贯纽约市的大街道
broadway	百老汇
eatery	餐馆
eatery	食堂
ammo	弹药
ammo	军火
ocean	大海
ocean	海洋
ocean	许多
ocean	广阔
blackfeet	Blackfoot的复数
marianne	玛丽安
unpolluted	未受污染的
unpolluted	未受污染
unpolluted	清洁的
unpolluted	清洁
flutist	横笛吹奏者
flutist	笛手
villagization	村有化
machining	加工
fiz	发嘶嘶声
fiz	有泡沫的饮料
fiz	作嘶嘶声
xeroma	干性眼炎
xeroma	干眼病
coalbreaker	碎煤机
coalbreaker	碎煤夫
ultrafashionable	极端时髦的
ultrafashionable	极端时髦
sempervirent	常绿的
sempervirent	常绿
haunting	常浮现于脑海中的
haunting	常浮现于脑海中
haunting	不易忘怀的
haunting	不易忘怀
prussianise	=Prussianize
amylobarbitone	戊巴比妥
countertendency	反倾向
autosome	正染色体
autosome	常染色体
thresh	脱粒
thresh	反复的打击
thresh	翻滚
thresh	反复做
thresh	推敲
thresh	打谷
thresh	打
thresh	颠簸
semiskilled	半熟练的
semiskilled	半熟练
undertook	undertake的过去式
trapezia	梯形
procambium	前形成层
lymphosarcoma	淋巴肉瘤
aquanautics	水下勘探与研究
agrestal	野生的
agrestal	野生
agrestal	农田中野生的
agrestal	农田中野生
utilise	=utilize
nuclease	核酸酶
hook	钩
hook	吊钩
hook	钩住
hook	沉迷
hook	上瘾
anxiety	忧虑
anxiety	焦急
anxiety	渴望
anxiety	热望
tilsit	太尔西特干酪
transiency	顷刻
transiency	无常
negligent	疏忽的
negligent	疏忽
negligent	粗心大意的
negligent	粗心大意
oceanicity	海洋度
oceanicity	海洋性
catamnestic	诊后病历的
catamnestic	诊后病历
catamnestic	病后经过的
catamnestic	病后经过
dialectic	辩证的
dialectic	辩证
cyma	波状花边
substantialism	实体论
substantialism	本体论
epilator	脱毛者
epilator	拔毛者
filoselle	散丝
filoselle	丝棉
preussen	=Prussia
peddling	忙于琐事的
peddling	忙于琐事
peddling	无关紧要的
peddling	无关紧要
peddling	行商
capitular	牧师会法规
capitular	牧师会会员
capitular	牧师会的
capitular	牧师会
helot	古斯巴达奴隶
helot	奴隶
helot	农奴
puppetoon	木偶片
ushership	引座员
ushership	职位
recelebrate	重新庆祝
recelebrate	再庆祝
threatening	胁迫的
threatening	胁迫
threatening	危险的
threatening	危险
immediateness	直接
immediateness	立刻
receptor	接受器
receptor	感受器
receptor	受体
cavu	云高及能见度无限
cavu	晴朗与能见度极好
palmitic	采自棕榈的
palmitic	采自棕榈
putrescible	易腐烂的
putrescible	易腐烂
putrescible	会腐烂的物质
sasebo	佐世保
examinator	检查人
examinator	审查人
examinator	主考人
loving	亲爱的
loving	亲爱
loving	钟情的
loving	钟情
printless	无印痕的
printless	无印痕
printless	不留痕迹的
printless	不留痕迹
bymotive	隐蔽的动机
bymotive	暗中的打算
septipartite	七个部分组成的
septipartite	七个部分组成
grandmother	祖母
flocculate	絮凝
flocculate	絮结
anaphrodisiac	制欲的
anaphrodisiac	制欲
augmented	增音的
augmented	增音
augmented	扩张的
augmented	扩张
tot	小孩
tot	微量
tot	合计
tot	总计
tot	加算
tot	加起来
tot	合计
chernobyl	切尔诺贝利
lankily	过分瘦长地
lankily	过分瘦长
rattlepated	头脑空虚的
rattlepated	头脑空虚
rattlepated	愚蠢多嘴的
rattlepated	愚蠢多嘴
calcareousness	石灰
calcareousness	含钙
pinkish	略带桃色的
pinkish	略带桃色
mamie	玛米
mandinka	=Malinke
shakespeareana	莎士比亚研究资料汇编
shakespeareana	莎学文物
eugeosyncline	优地槽
subderivative	次派生词
ern	白尾海雕
dalmazia	=Dalmatia
aqaba	亚喀巴
nhk	Nippon
nhk	Hoso
nhk	Kyokai
nhk	日本广播协会
jugglery	戏法
jugglery	杂耍
jugglery	魔术
critique	批评
niton	氡
hognut	=pignut
hilt	柄
hilt	刀把
tractarianism	牛津运动
parametric	参量的
parametric	参量
redoubted	可怕的
redoubted	可怕
redoubted	可惧的
redoubted	可惧
redoubted	可敬的
redoubted	可敬
standpoint	立场
standpoint	观点
beanball	击中打击手之头的球
beanball	投中打击者头部的球
cryptographer	译解密码者
urbanise	使都市化
urbanise	使文雅
bctv	北京有线电视台
spermatogeny	=spermatogenesis
zoroaster	拜火教的创始人
animist	万物有灵论者
shoplifting	入店行窃
gaul	高卢
gaul	高卢人
whoopee	表示兴奋激动的心情时的叫声
whoopee	欢庆
whoopee	喧闹
whoopee	欢闹
whoopee	狂欢
technicolored	天然色的
technicolored	天然色
technicolored	五光十色的
technicolored	五光十色
mukalla	木卡拉
navaid	助航系统
stoke	司炉
stoke	大吃
godliness	虔诚
godliness	信仰
godliness	敬神
geocentrical	以地球为中心的
geocentrical	以地球为中心
geocentrical	由地球中心所见或测量的
geocentrical	由地球中心所见或测量
liver	居住者
liver	生活优裕的人
liver	肝脏
deadish	无生气的
deadish	无生气
deadish	钝浊的
deadish	钝浊
catalogic	如目录的
catalogic	如目录
catalogic	目录的
catalogic	目录
antidiphtheritic	抗白喉血清注射剂
antidiphtheritic	预防白喉的
antidiphtheritic	预防白喉
antidiphtheritic	抗白喉的
antidiphtheritic	抗白喉
isotransplant	同基因移植物
coasting	沿岸航行
coasting	沿海贸易
coasting	海岸线
ambassadorial	大使的
ambassadorial	大使
ambassadorial	使节的
ambassadorial	使节
frostline	冰冻线
frostline	冻深线
selflessly	无私地
selflessly	无私
selflessly	忘我地
selflessly	忘我
airbus	空中巴士
airbus	"空中客车"大型客机
lysozyme	溶解酵素
forthcoming	即将来临的
forthcoming	即将来临
forthcoming	来临
flexometer	挠度仪
flexometer	曲率计
ruelle	窄小的街道
ruelle	小巷
joyful	快乐的
joyful	快乐
joyful	兴高彩烈的
joyful	兴高彩烈
joyful	可喜的
joyful	可喜
joyful	令人欢欣的
joyful	令人欢欣
auditorship	会计检查官之职
semifinal	半决赛
wart	瘤
wart	瑕疵
wart	讨厌的人
synonymic	=synonymous
disembargo	解除禁运
bedge	徽章
bedge	标记
popout	劣质冲浪板
videography	电视录像制作
videography	录像片摄制
videography	摄像
mulla	毛拉
mention	提及
mention	说起
mention	提及
mention	说起
mention	论及
mention	提及
haytian	海地的
haytian	海
ashman	清垃圾的工人
ashman	清道夫
rebaptize	为……再施洗
rebaptize	为……再命名
tufa	泉华
tufa	石灰华
xxxiv	罗马数字
xxxiv	34
cubism	立体派
multipage'	NULL)
handraulic	手动的
handraulic	手动
handraulic	手力的
handraulic	手力
fim	鳍
fim	鱼翅
fim	鱼类
canonship	牧师或僧侣之职位
feverish	发烧的
feverish	发烧
feverish	热病的
feverish	热病
feverish	狂热
feverish	兴奋的
feverish	兴奋
atomic	原子的
atomic	原子
atomic	原子能的
atomic	原子能
atomic	微粒子的
atomic	微粒子
gimmicky	巧妙手法的
gimmicky	巧妙手法
leaning	倾斜
leaning	倾向
leaning	爱好
leaning	清洁
leaning	清洗
oaves	oaf的复数
admonitory	劝告的
admonitory	劝告
korean	韩国人
korean	朝鲜人
korean	韩国语
korean	朝鲜语
korean	韩国人的
korean	韩国人
korean	朝鲜人的
korean	朝鲜人
korean	韩国语的
korean	韩国语
korean	朝鲜语的
korean	朝鲜语
admissibility	可容许
admissibility	有入场的资格
quartermaster	军需官
faultily	不完美地
faultily	不完美
faultily	有缺点地
faultily	有缺点
blithesome	愉快的
blithesome	愉快
blithesome	高兴的
blithesome	高兴
santour	=santir
neostigmine	新斯的明
page	页
page	记录
page	事件
page	专栏
page	标明……的页数
page	翻……的书页
page	翻书页
tutwork	计件工作
faldstool	折叠式椅子
faldstool	无靠背的椅子
faldstool	跪拜台
faldstool	祈祷用小案
neoclassicism	新古典主义
emulsin	苦杏仁酵素
emulsin	杏仁酪
zuni	祖尼语
zuni	祖尼人
exobiology	外空生物学
encurtain	给……装上帘子
encurtain	用帘子围住
hitchy	蹒跚的
hitchy	蹒跚
hitchy	急跳的
hitchy	急跳
paddlefish	匙吻鲟
paddlefish	白鲟
rebukeful	充满责备的
rebukeful	充满责备
rebukeful	责骂性的
rebukeful	责骂性
instinctual	=instinctive
seromucous	浆液粘液性的
seromucous	浆液粘液性
renounce	断绝关系
dot	点
dot	圆点
dot	园点
dot	在……上打点
dentil	齿状装饰
flurry	阵风
flurry	小雪
flurry	小雨
flurry	飓风
flurry	慌张
flurry	使恐慌
flurry	使狼狈
flurry	激动
flurry	慌张
minibike	小型机车
encourage	鼓励
encourage	怂恿
encourage	鼓励
encourage	鼓励
wasteweir	退水堰
wasteweir	弃水堰
gladiate	剑状的
gladiate	剑状
menfolks	男人
menfolks	男成员
second	秒
second	片刻
second	第二者
second	第二人
second	助手
second	次货
second	二等品
second	另一个
second	又一个
second	第二
second	赞成
second	支持
dopaminergic	多巴胺能的
dopaminergic	多巴胺能
neurohypophyseal	垂体神经部的
neurohypophyseal	垂体神经部
azt	艾滋病防护药
ensample	例子
ensample	举例
sextodecimo	十六开本
sextodecimo	十六开纸
apologist	辩护者
apologist	辩证者
apologist	护教论者
hydrodynamicist	流体动力学者
quaver	颤抖
quaver	颤音
time	时间
time	时侯
time	时机
time	节拍
time	期限
time	次数
time	时期
time	比赛限时
time	安排……的时间
time	记录……的时间
time	计时
time	定时
time	打拍子
time	合拍
time	时间的
time	时间
time	记时的
time	记时
time	定时的
time	定时
time	定期的
time	定期
time	分期的
time	分期
time	/
time	时间/日期
commodity	日用品
polysemy	意义的分歧
remiges	飞羽
unmelodious	音调不悦耳的
unmelodious	音调不悦耳
unmelodious	不入调的
unmelodious	不入调
unmelodious	刺耳的
unmelodious	刺耳
fanon	披肩
fanon	臂巾
alcoholism	酒精中毒
unfenced	没有篱笆的
unfenced	没有篱笆
unfenced	没有防备的
unfenced	没有防备
rondelle	圆开物体
radiesthesia	感应力
radiesthesia	感应力学
adi	acceptable
adi	daily
adi	intake
adi	每日允许摄入量
catonian	加图式的
catonian	加图式
catonian	严厉的
catonian	严厉
catonian	顽强的
catonian	顽强
gendarme	宪兵
gendarme	警官
nucleoplasm	核原形质
nucleoplasm	核浆
unguiculated	=unguiculate
charlatan	吹牛者
overlap	交迭
dixit	武断的话
creaser	摺皱者
creaser	各种压摺之器具
gyneolatry	=gynaeolatry
crabgrass	一种杂草
streamlined	最新型的
streamlined	最新型
streamlined	改进的
streamlined	改进
flambe	在火上烧过的食物
flambe	燃烧着的
flambe	燃烧着
flambe	烧过的
flambe	烧过
phonemicize	把……分解为音位
phonemicize	用音位符号表示
garment	衣服
garment	外衣
garment	外表
disfurnish	使无家具或用具
disfurnish	搬空
reserpinized	用利血平治疗的
reserpinized	用利血平治疗
seropositive	血清反应阳性的
seropositive	血清反应阳性
frequenter	常常来访者
frequenter	常客
griseofulvin	灰黄霉素
hymnography	赞美诗写作
undecided	未定的
undecided	未定
undecided	不稳定的
undecided	不稳定
albinism	白化病
albinism	皮肤变白症
oakley	=Annie
oakley	Oakley
redder	red比较级
cacti	仙人掌
digitizer	数字转换器
handguard	护手盘
cavalla	竹荚鱼科之鱼
phototheodolite	摄影经纬仪
apolar	非极的
apolar	非极
apolar	无极的
apolar	无极
visakhapatnam	维萨卡帕特南
twinight	连续两场比赛的
twinight	连续两场比赛
presentment	陈述
presentment	描写
prothetelic	先成现象的
prothetelic	先成现象
prothetelic	先成的
prothetelic	先成
snell	精明的
snell	精明
locknut	防松螺母
locknut	对开螺母
prevention	预防
prevention	防止
lordly	贵族的
lordly	贵族
lordly	有贵族特点的
lordly	有贵族特点
lordly	贵族般地
lordly	贵族般
lordly	有气派地
lordly	有气派
stratal	层的
stratal	层
stratal	地层的
stratal	层
ambiquity	含糊性
ambiquity	不定性
ambiquity	多义性
bazookaman	火箭筒操作员
declinable	格变化的
declinable	格变化
finitary	有限性的
finitary	有限性
egyptianize	使埃及化
kuru	苦鲁病
kuru	新几内亚震颤病
anilinctus	舐肛
anilinctus	吻肛
dreamland	梦境
dreamland	睡觉
dreamland	梦乡
negrohead	压榨的烟砖
negrohead	块状粗劣橡胶
vinyl	乙烯基
teentsy	很小的
teentsy	很小
teentsy	小小的
teentsy	小小
overproportion	过大的比例
overproportion	不平衡
imperfectly	没完地
imperfectly	没完
imperfectly	有缺点地
imperfectly	有缺点
penultima	=penult
ajaccio	阿雅克修
rotifer	轮虫
retrainee	接受再训练者
conglobulate	结聚成球状
thymol	麝香草酚
mekka	麦加
stenotypist	速记打字员
dendrophile	爱树者
expansion	扩充
expansion	开展
expansion	膨胀
expansion	扩张物
expansion	辽阔
expansion	浩瀚
oblomov	奥勃洛莫夫(俄国作家冈察洛夫
disembarrass	使摆脱困境、烦恼、困惑等
slurvian	含糊的言语
spadable	可铲掘的
spadable	可铲掘
peacemaker	调解者
peacemaker	和事佬
stratocracy	军政
stratocracy	军人专政
stratocracy	军阀政治
tegular	瓦状的
tegular	瓦状
mammiform	乳头状的
mammiform	乳头状
mammiform	乳房形的
mammiform	乳房形
vtech	伟易达集团
viselike	=vicelike
kwando	宽渡河
lillian	莉莲
relievo	浮雕
nepheline	霞石
ciseleur	镂刻者
trust	信任
trust	信赖
trust	盼望
trust	希望
trust	赊卖
trust	热望
trust	切望
trust	信任
trust	信赖
nongonococal	非淋病性的
nongonococal	非淋病性
exeter	埃克塞特
divisionism	点彩派
divisionism	点彩画法
atheistical	无神论的
atheistical	无神论
asper	阿斯皮尔
stealthily	暗地里
stealthily	悄悄地
stealthily	悄悄
zoroastrian	与索罗亚斯德教有关的
zoroastrian	与索罗亚斯德教有关
zoroastrian	索罗亚斯德教的教徒
nenadkevite	硅钙铅铀矿
ramekin	小干酪蛋糕
erelong	不久
hesvan	=Heshvan
osmoregulatory	渗透调节的
osmoregulatory	渗透调节
viatica	viaticum
viatica	的复数
slotware	槽件
catamite	娈童
catamite	受鸡奸的男童
silanize	使硅烷化
rtm	Read
rtm	The
unshift	松开打字机或键盘的字型变换键
optate	选择
optate	作出抉择
bespeak	预订
claymore	双刃大砍刀
fmcs	Federal
fmcs	Mediation
fmcs	and
fmcs	Conciliation
fmcs	Service联邦仲裁与调解局
bontebok	南非白纹大羚羊
refulgent	辉煌的
refulgent	辉煌
refulgent	灿烂的
refulgent	灿烂
carbohydrase	糖酶
exasperate	激怒
indianist	印度通
vauntful	自夸的
vauntful	自夸
vauntful	自负的
vauntful	自负
folacin	叶酸
strathclyde	斯特拉思克莱德区
sociopathic	反社会的
sociopathic	反社会
immutability	不变
immutability	不变性
immutability	永恒性
diallage	异剥石
roundlet	小圆
roundlet	小圆形体
kanagawa	神奈川
nonfreezing	不会结冻的
nonfreezing	不会结冻
virtuoso	艺术品鉴赏家
scoundrel	无赖
scoundrel	恶棍
scoundrel	卑鄙的
scoundrel	卑鄙
townet	拖网
wpc	Woman
wpc	Police
wpc	Constable
wpc	女警官
sycophancy	拍马屁
sycophancy	奉承
sycophancy	谄媚
pieria	皮埃里亚
shackle	手铐
shackle	脚镣
shackle	桎梏
shackle	束缚物
shackle	加桎梏
shackle	加枷锁
shackle	束缚
repower	再向……提供动力
repower	为装上新发动机
repower	重新提供动力
monistical	一元论的
monistical	一元论
transoceanic	在海洋彼岸的
transoceanic	在海洋彼岸
transoceanic	横越海洋的
transoceanic	横越海洋
moviedom	电影圈
moviedom	影坛
impeccant	无罪过的
impeccant	无罪过
impeccant	无缺点的
