celticist	研究凯尔特文化的人
elementary	元素
elementary	自然力的
elementary	自然力
revelatory	启示性的
revelatory	启示性
revelatory	启示的
revelatory	启示
gleg	敏捷而反应快的
gleg	敏捷而反应快
gleg	活泼的
gleg	活泼
laddertron	梯形管
oleic	油的
oleic	油
oleic	自由采取的
oleic	自由采取
invected	作边周的
invected	作边周
palaeethnology	古人种学
evolution	进展
evolution	发展
evolution	演变
evolution	进化
estreat	审判记录之抄本
estreat	摘抄
estreat	征收
bishopric	主教职位
bishopric	主教辖区
aglow	通红的
aglow	通红
aglow	发红的
aglow	发红
aglow	发红地
aglow	发红
ambsace	最无价值的东西
colicroot	腹痛根
colicroot	各种可用以治腹痛植物
olla	土制冰瓮
olla	什锦菜
nomenclatorial	命名的
nomenclatorial	命名
nomenclatorial	名称的
nomenclatorial	名称
nomenclatorial	术语的
nomenclatorial	术语
jugoslav	南斯拉夫人
jugoslav	南斯拉夫人的
jugoslav	南斯拉夫人
titillation	搔痒
titillation	愉快
titmouse	山雀
conciliator	抚慰者
frontage	房子的正面
frontage	前方
frontage	临街
parthia	帕提亚
wnp	Welsh
wnp	Nationalist
wnp	Party
wnp	威尔士国民党
merchandize	=merchandise
cartoonist	漫画家
inescapably	逃不掉地
inescapably	逃不掉
monetarily	在货币问题上
monetarily	从金钱角度
monetarily	财政上
abri	避难所
abri	防空洞
graphemic	字形
yokel	庄稼汉
yokel	乡下人
xl	extra
xl	large
xl	特大号
suited	适合的
suited	适合
suited	匹配的
suited	匹配
hegira	逃亡
forebear	祖先
forebear	祖宗
brace	支柱
brace	带子
brace	振作精神
brace	支住
brace	撑牢
brace	振作起来
brace	奋起
brace	曲柄的
brace	曲柄
brace	支持
tickie	=tickey
ominously	恶兆地
ominously	恶兆
ominously	不吉利地
ominously	不吉利
conferva	丝状绿藻
conferva	黄丝藻
fieldworker	实地考察工作者
titanate	钛酸盐
hypocorism	爱称
hypocorism	委婉语
unctuously	油腻地
unctuously	油腻
unctuously	油腔滑调地
unctuously	油腔滑调
wynd	狭巷
presence	出席
presence	到场
presence	存在
anomalism	变态
anomalism	反常
anomalism	畸形物
polytheist	多神教徒
polytheist	多神论者
zoophytology	植形动物学
text	正文
text	原文
text	课文
text	课本
cholla	仙人掌的一种
epimerase	表异构酶
epimerase	差向酶
ratiocination	推理
ratiocination	推论
epilation	拔毛
epilation	脱毛法
epilation	头发脱落
vesical	膀胱的
vesical	膀胱
vesical	椭圆形的
vesical	椭圆形
pronation	手掌向下
ululate	嚎
ululate	呜呜地叫
ululate	啼
ululate	哀鸣
ululate	悲泣
interleaver	衬垫
morphologic	形态学
morphologic	语形学的
morphologic	语形学
honda	本田汽车
roadwork	长跑运动训练
amniocentesis	羊水诊断
catalo	家牛与美洲野牛的杂交牛
typhoeus	百头巨怪
hall	会堂
hall	礼堂
hall	大厅
hall	走廊
hall	门厅
unary	一元的
unary	一元
chang	青稞酒
xuthus	苏托斯
debauch	使堕落
debauch	放荡
debauch	放荡
scrotum	阴囊
booking	登记
booking	预约
autecious	=autoecious
surely	的确地
surely	确
surely	安全地
surely	安全
equus	马属
cougar	美洲狮
phylloid	叶状的
phylloid	叶状
phylloid	叶状枝
sleight	技巧
sleight	手法
sleight	诡计
sleight	熟练
mashy	n
mashy	=mashie
taal	塔尔语
sac	囊
sac	液囊
sac	=Sauk
curiousness	好学
curiousness	好奇
melinite	炸药之一种
televisor	电视播放机
televisor	电视播放者
tubuliflorous	管状小花的
tubuliflorous	管状小花
discolored	脱色的
discolored	脱色
discolored	污染的
discolored	污染
inocula	inoculum的复数
lavish	非常大方的
lavish	非常大方
lavish	过分丰富的
lavish	过分丰富
lavish	浪费的
lavish	浪费
lavish	浪费
lavish	滥用
lavish	慷慨给予
troublemaker	惹麻烦的人
troublemaker	捣乱者
rifampicin	利福平
chalklike	似白垩的
chalklike	似白垩
chalklike	似粉笔的
chalklike	似粉笔
stabbed	刺
stabbed	中伤
stabbed	刺穿
inauthentic	不真实的
inauthentic	不真实
inauthentic	假的
inauthentic	假
inauthentic	不可靠的
inauthentic	不可靠
nonpolitical	非政治性的
nonpolitical	非政治性
brasier	火盆
brasier	黄铜匠
swellish	时髦的
swellish	时髦
swellish	漂亮的
swellish	漂亮
cobelligerent	战时盟国
spodosol	灰土
apterous	无翅的
apterous	无翅
apterous	无翼的
apterous	无翼
tentacula	tentaculum的复数
engraphia	记忆痕迹的形成
engraphia	印迹形成
archibald	高射炮
puzzleheadedness	思想混乱
kunzite	紫锂辉石
sinker	下沉的人
cheers	举杯敬酒之用语
aidance	协助
aidance	帮助
spirochaeticide	杀螺旋体药
barrelled	桶装的
barrelled	桶装
barrelled	有枪身的
barrelled	有枪身
finery	华丽的服饰
finery	漂亮
finery	装饰
finery	服饰
finery	鲜艳服装
finery	精炼炉
chestnut	栗子
sequacious	盲从的
sequacious	盲从
tumidness	肿胀
tumidness	突出
digynian	二雌蕊的
digynian	二雌蕊
duvetine	混纺毛织品的一种
counterpoise	平均
counterpoise	平衡
counterpoise	使平衡
counterpoise	秤锤
counterpoise	平衡
microcomputer	微型计
pratfall	屁股着地的摔倒
pratfall	不象样的失态
extraovate	卵外的
extraovate	卵外
subservience	有用
subservience	裨益
bughunter	昆虫学者
ladysnow	=cocain
knapper	打碎的物体
knapper	破碎器
knapper	碎石槌
adytum	内殿
adytum	内院
adytum	密室
frg	Federal
frg	Republic
frg	of
frg	Germany
frg	德意志联邦共和国
feathered	有羽毛的
feathered	有羽毛
feathered	像鸟般飞得快的
feathered	像鸟般飞得快
ticker	滴答响的东西
ticker	断续器
inflictable	可科的
inflictable	可科
inflictable	可处的
inflictable	可处
womankind	妇女们
womankind	女性
progamete	原配子
accra	阿克拉
myxoid	黏液样的
myxoid	黏液样
teethridge	牙床
misinformation	误报
misinformation	误传
discuss	讨论
discuss	论述
endogen	内长茎植物
endogen	单子叶植物
barbate	有须的
barbate	有须
hydropath	=hydropathist
simulfix	同存词缀
hemmer	缝边者
hemmer	缝边器
centennial	百年纪念
centennial	一百年的
centennial	一百年
taxameter	自动计费计
taxameter	自动计程器
cranked	有曲柄的
cranked	有曲柄
diadelphous	两束花丝的
diadelphous	两束花丝
diadelphous	两体雄蕊的
diadelphous	两体雄蕊
fidget	坐立不安
fidget	烦躁
fidget	慌张
fidget	弄
fidget	玩弄
fidget	使烦乱
fidget	使不安
fidget	坐立不安
fidget	烦躁
fidget	不安定
frankpledge	十家连保制
frankpledge	十户
surfcasting	激浪投钓
surfcasting	从岸上向激浪抛钓线钓鱼
motorcade	汽车行列
sankhya	数论派
subcrust	地壳下地层
subcrust	路面底层
notarization	公证
quaintly	古雅别致
quaintly	离奇有趣地
quaintly	离奇有趣
quaintly	优雅地
quaintly	优雅
retiform	网状的
retiform	网状
retiform	有交叉线的
retiform	有交叉线
asap	s
asap	p
asap	As
asap	Soon
asap	As
asap	Possible
asap	尽快
uncoffin	把……从棺材中移出
callout	插图的编号
shodden	shoe
shodden	的过去分词
sobriquet	假名
sobriquet	绰号
impossible	不可能的
impossible	不可能
impossible	不会发生的
impossible	不会发生
impossible	难以忍受的
impossible	难以忍受
diction	措辞
diction	用语
diction	言语
guiana	圭亚那地区
transdenominational	=transconfessional
witt	威特
aeromotor	飞机用发动机
zesty	兴致很高的
zesty	兴致很高
loafer	流浪者
qnp	queen''s
qnp	knight''s
qnp	pawn
qnp	后翼马前兵
faucalize	使带喉音
rubbish	垃圾
rubbish	废物
rubbish	废话
unicef	United
unicef	Nations
unicef	International
unicef	Children''sEmergency
unicef	Fund
unicef	联合国儿童基金会
nidify	筑巢
revascularize	换……血管以增加心脏的血液供应
entailment	继承人之限制
orbicular	圆的
orbicular	圆
orbicular	环状的
orbicular	环状
orbicular	完整的
orbicular	完整
orbicular	球形的
orbicular	球形
orbicular	圆满的
orbicular	圆满
solutionist	解答者
solutionist	解谜专家
selfishness	自私自利
moire	波纹丝绸
moire	波纹的
moire	波纹
semibold	半黑体的
semibold	半黑体
semibold	半粗体的
semibold	半粗体
superpotency	效力过高
voluminousness	浩瀚
voluminousness	广博
escalation	扩大
escalation	增加
czar	沙皇
czar	大权独揽的人
czar	独裁者
czar	专制君主
conciliatory	抚慰的
conciliatory	抚慰
conciliatory	调和的
conciliatory	调和
madness	疯狂
madness	愚蠢的行为
hippological	马学的
hippological	马学
deliriant	引起精神错乱的
deliriant	引起精神错乱
deliriant	呓语的
deliriant	呓语
kidskin	小山羊皮
immunoregulation	免疫控制
schizotype	精神分裂症型
cloche	园艺用钟形玻璃盖
cloche	钟形女帽
accusative	宾格
beachcomber	海岸巨浪
beachcomber	流浪汉
stiffly	顽固地
stiffly	顽固
stiffly	呆板地
stiffly	呆板
stiffly	僵硬地
stiffly	僵硬
detoxicate	使解毒
phototroph	光养生物
phototroph	光能利用菌
perivascular	血管周的
perivascular	血管周
atheromatous	动脉粥样化的
atheromatous	动脉粥样化
atheromatous	粉瘤的
atheromatous	粉瘤
barring	不包括
barring	除非
meaty	肉的
meaty	肉
cherubic	天使的
cherubic	天使
cherubic	天真无邪的
cherubic	天真无邪
cherubic	可爱的
cherubic	可爱
brooky	多溪流的
brooky	多溪流
brooky	河道纵横的
brooky	河道纵横
stockroom	商品储藏室
stockroom	仓库
napier	纳皮尔紫狼尾草
napier	象草
petrifaction	石化
petrifaction	化石
madbrain	性急的人
madbrain	鲁莽的人
madbrain	头脑发热的人
expand	使膨胀
expand	详述
expand	扩张
expand	张开
expand	发展
redden	变红
england	英格兰
england	英格兰和威尔士
england	英国
czechish	捷克人
czechish	捷克斯拉夫的
czechish	捷克斯拉夫
godwards	向神
godwards	对神
kaydet	西点军官学校学生
carcake	烘糕
bourgeoise	中产阶级的女人
hippomanic	有爱马癖的
hippomanic	有爱马癖
rdc	Rural
rdc	District
rdc	Council
rdc	乡村区议会
indeliberateness	不是故意
indeliberateness	无心
wcc	World
wcc	Council
wcc	of
wcc	Churches世界基督教协进会
menagerie	动物园
menagerie	动物展览
malvinas	=Islas
malvinas	Malvinas
comanchean	卡曼奇纪的
comanchean	卡曼奇纪
quotable	可引用的
quotable	可引用
administrant	管理人
administrant	行政官
administrant	管理的
administrant	管理
zinckiferous	=zinciferous
frequent	时常发生的
frequent	时常发生
frequent	频繁的
frequent	频繁
unconsciousness	无意识
unconsciousness	意识不清
lipidic	油脂的
lipidic	油脂
aesir	为首的诸主神
grunge	蹩脚货
grunge	难看的东西
grunge	乏味的东西
glave	剑
glave	阔剑
judgement	审判
judgement	判决
judgement	判断力
judgement	意见
judgement	看法
judgement	评价
quickassets	速动资产
undercharge	索价低于常价
undercharge	未给……装足够的火药
undercharge	充电不足
undercharge	低的索价
undercharge	填不够量的火药
undercharge	充电不足
tactless	不老练的
tactless	不老练
unitr	联合国调查训练研究所
crossword	纵横字谜
monumental	纪念碑的
monumental	纪念碑
monumental	纪念物的
monumental	纪念物
monumental	不朽的
monumental	不朽
monumental	非常的
monumental	非常
otb	offtrack
otb	betting
otb	场外赛马赌博
streptococcus	链球菌
drogulus	无形实体
awl	锥子
awl	尖钻
priestcraft	神职者的谋略
annoit	涂油
contaminant	致污物
contaminant	污染物
spirituelle	活泼的
spirituelle	活泼
spirituelle	愉快的
spirituelle	愉快
skatebarrow	板鳃亚纲鱼的卵囊
proruption	隆起
proruption	突出
proruption	膨胀
myocardium	心肌
blankness	空白
blankness	单调
blankness	空虚
recite	背诵
recite	朗读
recite	叙述
recite	书面陈述
hamitic	哈姆的
hamitic	哈姆
hamitic	哈姆族语
hamitic	哈姆族的
hamitic	哈姆族
epigenous	上面生的
epigenous	上面生
epigenous	生长于叶面的
epigenous	生长于叶面
electrologist	电蚀医师
butcher	屠夫
butcher	屠户
butcher	屠宰
butcher	屠杀
plantmilk	植物牛奶
lensman	摄影师
created	创造的
created	创造
creationism	创造宇宙说
creationism	特别创造说
apprise	通知
roman	罗马的
roman	罗马
roman	罗马人的
roman	罗马人
roman	罗马人
roman	罗马字体
chauffer	小炉的一种
attrit	消耗
attrit	削弱
attrit	消耗敌人的行动
attrit	消耗战
neuroleptic	精神抑制药
neuroleptic	安定药
blastoid	海蕾
aspca	American
aspca	Society
aspca	for
aspca	the
aspca	Prevention
aspca	of
aspca	Cruelty
aspca	to
aspca	Animals
aspca	美国防止虐待动物协会
horace	贺瑞斯
xf	extra
xf	fine
manito	大神
manito	神灵
manito	超自然力
manito	具有超自然力的事物
imo	In
imo	My
imo	Opinions
imo	在我看来
poetize	作诗
poetize	有诗意地描写
reserved	保留的
reserved	保留
reserved	包租的
reserved	包租
grumbling	喃喃鸣不平的
grumbling	喃喃鸣不平
grumbling	出怨言的
grumbling	出怨言
spadebone	肩胛骨
sung	sing的过去分词
cumulus	积云
cumulus	堆积
urinometer	尿比重计
triclinic	三斜的
triclinic	三斜
triclinic	三斜晶系的
triclinic	三斜晶系
unproportionate	=disproportionate
morphodite	=hermaphrodite
mosul	摩苏尔
cribber	剽窃者
cribber	作弊者
bramley	绿色大苹果
barrathea	=barathea
siphonet	腹管
siphonet	蜜管
slavophile	亲斯拉夫人的
slavophile	亲斯拉夫人
dynast	王朝的君主
dynast	统治者
unprimitive	非原始的
unprimitive	非原始
unprimitive	发达的
unprimitive	发达
artiste	技艺家
feldspathic	长石质的
feldspathic	长石质
feldspathic	含长石的
feldspathic	含长石
feldspathic	由长石构成的
feldspathic	由长石构成
feldspathic	象长石的
feldspathic	象长石
rollicksome	嬉戏耍闹作乐的
rollicksome	嬉戏耍闹作乐
introduce	介绍
introduce	传入
introduce	引进
introduce	提出
bumbailiff	执行官
bumbailiff	法警
attention	注意
attention	关心
attention	关注
attention	注意力
attention	立正!
allude	暗指
allude	影射
allude	间接提到
saltchuck	海
saltchuck	海洋
unregretted	无人对之表示悔恨的
unregretted	无人对之表示悔恨
unregretted	无人惋惜的
unregretted	无人惋惜
burnable	燃烧的
burnable	燃烧
burnable	可燃的
burnable	可燃
burnable	灼伤的
burnable	灼伤
plosion	爆破音
exohormone	外激素
depreciate	折旧
depreciate	贬值
depreciate	降低
depreciate	贬低
depreciate	轻视
envionment	java
envionment	Java环境
matriarch	女家长
matriarch	高雅的老妇人
sonance	有声状态
sonance	声音
calligrapher	书法家
endoparasite	内部寄生物
endoparasite	体内寄生虫
meltability	可融性
meltability	可熔性
meltability	可溶解性
mony	=many
subsidise	消退
subsidise	下沉
subsidise	平息
bloodguilty	杀人的
bloodguilty	杀人
enceladus	恩克拉多斯
ampliation	扩大
ampliation	扩张
ampliation	延期裁决
prepayment	先付
prepayment	预缴
tetanize	使强直
nonjuring	拒绝立誓效忠的
nonjuring	拒绝立誓效忠
unpleated	不打褶的
unpleated	不打褶
unpleated	无褶的
unpleated	无褶
encephalomyocarditis	脑心肌炎
lagniappe	商店给顾客的小赠品
idealistic	唯心论的
idealistic	唯心论
idealistic	空想主义的
idealistic	空想主义
idealistic	唯心主义者的
idealistic	唯心主义者
spearhead	先头部队
spearhead	充当先锋
pyroelectric	焦热电的
pyroelectric	焦热电
peppergrass	胡椒草
querimony	埋怨
querimony	怨言
technic	技术
technic	手法
prefactor	前因子
valuables	贵重物品
kegling	滚木球戏
triphosphate	三磷酸盐
discretization	离散化
rbs	Royal
rbs	Society
rbs	of
rbs	British
rbs	Sculptors英国皇家雕塑家协会
gravitas	庄严的举止
gravitas	庄严
hyaluronidase	透明质酸酶
uncomplex	非组合的
uncomplex	非组合
uncomplex	不复杂的
uncomplex	不复杂
uncomplex	易懂的
uncomplex	易懂
humiliator	羞辱者
humiliator	侮辱者
evictor	逐出者
parley	会谈
med	Mediterranean
med	Sea
med	地中海
cacophonize	使声音刺耳或不和谐
peasen	pease
peasen	的复数
abac	算图
abac	诺模图
decumbence	横卧
angiotensin	血管紧缩素
myopia	近视
denouement	结局
