mis	管理情报系统
antimicrobial	抗菌的
antimicrobial	抗菌
whistleable	可用口哨吹的
whistleable	可用口哨吹
whistleable	适合于用口哨吹的
whistleable	适合于用口哨吹
kaliph	=caliph
variability	可变性
puncta	punctum的复数
chapped	裂开的
chapped	裂开
chapped	有裂痕的
chapped	有裂痕
edaphology	土壤生态学
girsh	=qursh
ultracentenarian	一百岁以上的人
analytics	分析学
analytics	解析学
analytics	分析论
nav	net
nav	asset
nav	value
starboard	右舷
pseudosalt	假盐
dockwalloper	码头上的短工
inoxidized	未经氧化的
inoxidized	未经氧化
mesotrophic	中滋育的
mesotrophic	中滋育
mesotrophic	中营养的
mesotrophic	中营养
notecase	钱包
notecase	皮夹子
abortionist	为人堕胎者
vaesite	方硫镍矿
vega	织女星
vega	织女
reliquary	圣骨匣
reliquary	遗骨匣
reliquary	圣物箱
reliquary	遗物箱
jampan	四抬轿
synapte	连祷
retardance	阻滞
retardance	阻止
retardance	迟缓
scutcheon	名牌
scutcheon	标牌
hyalograph	玻璃书写器
hyalograph	玻璃蚀刻器
oligoclase	奥长石
pithless	无髓的
pithless	无髓
pithless	无力的
pithless	无力
graywacke	硬砂岩
sum	总数
sum	和
sum	金额
sum	算术题
nukualofa	努库阿洛法
ecuador	厄瓜多尔
megalomania	夸大狂
megalomania	妄自尊大
oracle	神谕
oracle	预言
oracle	神谕处
oracle	神使
oracle	哲人
oracle	圣贤
oracle	美国ORACLE公司
oracle	主要生产数据库产品
oracle	也是主要的网络计算机的倡导者
xenodiagnosis	病煤接种诊断法
latke	马铃薯饼
latke	土豆烙饼
etyma	词根
etyma	词源
bowhunt	用弓箭狩猎
denim	粗斜纹棉布
downhouse	美国南方的
downhouse	美国南方
hookey	逃学
hookey	多钩的
hookey	多钩
dehumidify	除湿
dehumidify	使干燥
prizefighting	职业拳击
pensionary	领养老金的人
pensionary	受雇佣者
pensionary	受豢养者
diffidence	缺乏自信
autoincrement	自动增量
electrolier	电灯架
electrolier	吊灯架
disannul	取消
disannul	使无效
benet	用网捕捉
benet	诱入陷阱
volatilisable	=volatilizable
pontifex	大祭司
pontifex	教皇
courtlike	高雅的
courtlike	高雅
courtlike	彬彬有礼的
courtlike	彬彬有礼
crutch	拐杖
crutch	支撑
crutch	帮助
crutch	支撑
japanolatry	亲日
japanolatry	崇日
oscinine	鸣禽类的
oscinine	鸣禽类
crunode	结点
crunode	叉点
kurgan	坟头
kurgan	坟墩
eurystomatous	阔嘴的
eurystomatous	阔嘴
eurystomatous	有可扩展的嘴的
eurystomatous	有可扩展的嘴
ochlocrat	主张暴民政治的人
ochlocrat	暴民政治家
quagmiry	多泥沼的
quagmiry	多泥沼
quagmiry	多泥泞的
quagmiry	多泥泞
immoderately	无节制的
immoderately	无节制
immoderately	过度的
immoderately	过度
tiglinic	=tiglic
gibbose	凸状的
gibbose	凸状
gibbose	拱起的
gibbose	拱起
exlex	法律以外的
exlex	法律以外
poetical	诗的
poetical	诗
poetical	理想化的
poetical	理想化
phonographic	留声机的
phonographic	留声机
phonographic	速记的
phonographic	速记
skullduggery	=skulduggery
prelicense	领取执照前的
prelicense	领取执照前
prelicense	发放执照前的
prelicense	发放执照前
salmonella	沙门氏菌
lealty	忠实
lealty	信实
tellus	特勒斯
spanaemia	=anaemia
smidgen	少量
smidgen	一点点
chronopher	电动报时器
ponderosity	沉重
ponderosity	笨重
hemoglobinuric	血红素尿的
hemoglobinuric	血红素尿
hemoglobinuric	血色蛋白尿的
hemoglobinuric	血色蛋白尿
cablegram	海底电报
coinsure	共同保险
coinsure	共同担保
isodose	等剂量
superdense	超密的
superdense	超密
rummily	奇妙地
rummily	奇妙
soph	=sophomore
pyogenesis	生脓
pyogenesis	化脓
whimsical	反复无常的
whimsical	反复无常
whimsical	古怪的
whimsical	古怪
tokomak	=tokamak
betsy	Elizabeth
betsy	的昵称
patinate	生绿锈
fingertip	指尖
fingertip	指套
vociferous	大声叫的
vociferous	大声叫
vociferous	喊叫的
vociferous	喊叫
jimp	苗条的
jimp	苗条
jimp	缺乏的
jimp	缺乏
rieka	=Rijeka
whither	到哪里
whither	什么目的
whither	什么目
whither	cin
whither	无论到哪里
whither	去处
whither	目的地
whither	目的
resplendency	光辉
resplendency	辉煌
resplendency	灿烂
backfire	逆火
debenture	债券
macrocyst	巨囊
cartagena	喀他赫纳
middy	海军校生
middy	妇女或儿童穿的水手领罩衫
favous	形似蜂巢的
favous	形似蜂巢
annal	记录
sanscrit	=Sanskrit
pallet	扁平工具
pallet	棘爪
pallet	货盘
yesterevening	昨晚
yesterevening	昨夜
yesterevening	在昨晚
placeseeker	追求官位者
prohormone	激素原
ethnarchy	总督的职位
ethnarchy	总督的身份
tessitura	声域
suakin	萨瓦金
spurrier	马刺制造者
ebn	east
ebn	by
ebn	north
choreographic	舞蹈术的
choreographic	舞蹈术
choreographic	舞台舞蹈的
choreographic	舞台舞蹈
nauplial	具有甲壳动物无节幼体特征的
nauplial	具有甲壳动物无节幼体特征
horus	何露斯
harmonistic	调和的
harmonistic	调和
harmonistic	悦耳的
harmonistic	悦耳
chawl	分间出租的宿舍
proestrum	=proestrus
slaughter	屠宰
slaughter	残杀
slaughter	屠杀
slaughter	屠宰
slaughter	残杀
slaughter	屠杀
cerusite	白铅矿
congregational	会众的
congregational	会众
congregational	公理教会的
congregational	公理教会
ireful	忿怒的
ireful	忿怒
rosyfingered	具有玫瑰色手指的
rosyfingered	具有玫瑰色手指
eucharist	圣餐
fatherhood	父亲的身份
fatherhood	父性
fatherhood	父权
terpolymer	三元共聚物
lithic	石的
lithic	石
lithic	结石的
lithic	结石
lithic	膀胱结石的
lithic	膀胱结石
provitamin	维他命原
permissible	可允许的
permissible	可允许
permissible	可容许程度的
permissible	可容许程度
calciphobous	不适于石灰质土壤之植物的
calciphobous	不适于石灰质土壤之植物
tremella	白木耳
seichometer	湖面波动测定器
seichometer	湖震测定器
perchlorethylene	=perchloroethylene
promontory	岬
promontory	隆起
promontory	海角
eurybathic	广深性的
eurybathic	广深性
minitanker	小型油船
mmpi	Minnesota
mmpi	Multiphasic
mmpi	Personality
mmpi	Inventory
chimera	狮头
chimera	羊身
chimera	蛇尾的吐火怪物
chimera	妖怪
chimera	狂想
amaryllis	石蒜科孤挺花属植物
supposedly	想像上
supposedly	按照推测
unsuitability	不相称
unsuitability	不适合
hanger	绞刑执行者
hanger	衣架
pipewort	谷精草
unimplemented	未生效的
unimplemented	未生效
unimplemented	未实现的
unimplemented	未实现
unimplemented	未实施的
unimplemented	未实施
unimplemented	未执行的
unimplemented	未执行
programable	=programmable
kaapland	=Cape
kaapland	Province
guerdon	报酬
guerdon	奖赏
guerdon	给报酬
guerdon	奖赏
retaliation	报复
retaliation	报仇
odorously	芳香地
odorously	芳香
odorously	香气地
odorously	香气
rattlepate	头脑空虚的人
rattlepate	愚蠢多嘴的人
chondroitin	软骨素
flashy	浮华的
flashy	浮华
commensal	同吃的
commensal	同吃
commensal	共餐的
commensal	共餐
commensal	共生的
commensal	共生
commensal	共食伙伴
commensal	共生物
deplorable	可叹的
deplorable	可叹
vittle	victual
vittle	的变形
leprous	麻疯病的
leprous	麻疯病
leprous	患麻疯病的
leprous	患麻疯病
ameban	=amoeban
scalene	不等边的
scalene	不等边
scalene	不等边三角形
monbazillac	蒙巴齐亚克白葡萄酒
solutrean	梭鲁特期的
solutrean	梭鲁特期
solutrean	梭鲁特文化的
solutrean	梭鲁特文化
bombe	甜点心
polyol	多羟基化合物
maquillage	化妆品
maquillage	美容品
bridgeboard	楼梯之侧板
bargemaster	驳船的主人
readjourn	再次中止
skeptically	怀疑地
skeptically	怀疑
mri	核磁共振成像
embay	使入湾
embay	围绕
embay	成港湾状
swallowtail	燕尾状物
swallowtail	风蝶
badminton	羽毛球
harmost	古希腊时斯巴达殖民地的军事统治者
synthetist	综合者
synthetist	合成者
acidfast	抗酸的
acidfast	抗酸
acidfast	耐酸的
acidfast	耐酸
potstill	罐馏器
distinctness	不同
distinctness	明显
toluol	甲苯
rhodoplast	藻红体
quadrillionth	千万亿分之一的
quadrillionth	千万亿分之一
quadrillionth	千万亿分之一地
quadrillionth	千万亿分之一
quadrillionth	千万亿分之一
enspirit	=inspirit
scallop	扇贝
scallop	干贝
balsam	香液
rechauffe	回锅的菜肴
rechauffe	再煮热的剩菜
flushing	脸红
flushing	使人脸红的
flushing	使人脸红
moonshine	月光
moonshine	空谈
moonshine	妄想
katatonia	紧张性精神分裂症
antianxity	抗焦虑的
antianxity	抗焦虑
emmarble	以大理石装饰
emmarble	刻成大理石像
enregiment	把……编成联队
ruddily	呈现赤红色地
ruddily	呈现赤红色
rapturous	兴高采烈的
rapturous	兴高采烈
rapturous	欢天喜地的
rapturous	欢天喜
predestination	预定
predestination	预言
dav	Disabled
dav	American
dav	Veterans
dav	美国残废退伍军人组织
hegari	非洲高粱
pantomimist	哑剧演员
pantomimist	凭动作表演的喜剧演员
splenology	脾脏学
treblinka	特雷布林卡
tsipouro	齐普罗酒
orthokeratology	角膜矫正术
landsat	卫星
lolly	棒棒糖
lolly	钱
verriculate	覆盖竖毛的
verriculate	覆盖竖毛
verriculate	具毛簇的
verriculate	具毛簇
hageman	factor
hageman	哈格曼因子
hageman	凝血因子XII
ancient	远古的
ancient	远古
ancient	旧的
ancient	旧
monogenean	单殖亚纲动物
monogenean	单殖吸虫
ligurian	利古里亚人
ligurian	意大利土语
ligurian	利古里亚人的
ligurian	利古里亚人
phenylbutazone	苯基丁氮酮
wetly	潮湿地
wetly	潮湿
wetly	有湿气
neotype	新型
neotype	新模式标本
reformable	可改革的
reformable	可改革
reformable	可改进的
reformable	可改进
panties	短衬裤
proctodeum	=proctodaeum
willis	威利斯
soliloquize	自言自语
soliloquize	独白
diplon	重氢子
diplon	氘核
obcordate	倒心形的
obcordate	倒心形
zymosthenic	促进酵素作用的
zymosthenic	促进酵素作用
matriculability	符合入学资格
smoothly	平稳地
smoothly	平稳
nzima	恩济马语
logodaedaly	玩弄词语
babushka	巴布什卡
poeticise	=poeticize
probing	探通术
uvulotomy	悬雍垂切开术
uvulotomy	悬雍垂切除术
auteur	电影导演
depasturage	放牧权
depasturage	吃草
sweepup	大扫除
episcopalian	主教制度的
episcopalian	主教制度
episcopalian	主教派的
episcopalian	主教派
episcopalian	主教派的人
episcopalian	主教派会员
episcopalian	美国圣公会教徒
episcopalian	主教的
episcopalian	主教
episcopalian	主教制的
episcopalian	主教制
length	长度
length	长
length	时间的长短
length	音长
leprose	鳞状的
leprose	鳞状
leprose	皮屑状的
leprose	皮屑状
sunscreen	遮光剂
alcoholysis	醇解
kutien	见Gutian
biedermeier	彼德麦式样的
biedermeier	彼德麦式样
biedermeier	稳健的
biedermeier	稳健
biedermeier	保守的
biedermeier	保守
aor	aorist
enserf	使成农奴:
treatment	待遇
treatment	对待
treatment	处理
treatment	治疗
empiric	经验主义者
empiric	江湖医生
taligrade	行走时重量落在足外侧的
taligrade	行走时重量落在足外侧
taligrade	拐脚的
taligrade	拐脚
schmitt	施密特的
schmitt	施密特
plodder	沉重行走的人
plodder	辛勤工作的人
emporium	商场
emporium	商业中心
emporium	大百货商店
eisegetical	肆意诠释的
eisegetical	肆意诠释
eisegetical	穿凿附会的
eisegetical	穿凿附会
conflagration	大火
conflagration	大火灾
conflagration	突发
tuberculoma	结核瘤
vitalism	活机论
vitalism	生机说
petitor	请求人
petitor	申请人
daric	达里克
transcurrent	横亘的
transcurrent	横亘
transcurrent	横贯的
transcurrent	横贯
transcurrent	横推的
transcurrent	横推
layamon	莱亚门
pineland	松林地
pineland	松林
dint	凹痕
dint	打
dint	击出凹痕
pentacle	五角星形
trapshooting	飞靶射击
polynomial	多词学名
polynomial	多项式
polynomial	由
polynomial	2
polynomial	字以上组成的学名
photosensitisation	=photosensitization
warrant	授权
warrant	正当理由
warrant	根据
warrant	证明
warrant	凭证
warrant	委任状
warrant	批准
warrant	许可证
warrant	保证
warrant	辩解
warrant	担保
warrant	批准
warrant	使有正当理由
chromotype	着色石版图
chromotype	彩色照片
jammy	粘上果酱的
jammy	粘上果酱
amenorrhea	无月经
herb	药草
herb	香草
pericardiocentesis	心包穿刺术
buffalofish	牛鱼
undersurface	下面
undersurface	底面
undersurface	水面下的
undersurface	水面下
pictish	皮克特族的
pictish	皮克特族
nonbook	无真实价值的书
sporicide	杀孢子剂
nujiang	River
nujiang	怒江
masticable	可咀嚼的
masticable	可咀嚼
flattish	有点平凡的
flattish	有点平凡
flattish	稍平的
flattish	稍平
religion	宗教
religion	信仰
hierogram	神符
hierogram	圣符
enepidermic	对皮肤用药的
enepidermic	对皮肤用药
sing	唱
sing	演唱
firstcomer	最先来者
firstcomer	最先到者
taxless	无税的
taxless	无税
taxless	免税的
taxless	免税
miscible	易混合的
miscible	易混合
dirtily	龌龊地
dirtily	龌龊
dirtily	下贱地
dirtily	下贱
dirtily	淫邪地
dirtily	淫邪
dirtily	卑陋地
dirtily	卑陋
eben	埃本
dismutation	歧化
pentagraph	相连的5
pentagraph	个字母
ventrad	向腹部
ventrad	向前侧
fiddler	拉提琴的人
fiddler	小提琴家
fiddler	胡乱拨弄者
fiddler	弄虚作假
fiddler	蟹的一种
doubtful	可疑的
doubtful	可疑
doubtful	不确的
doubtful	不确
doubtful	疑心的
doubtful	疑心
resale	再贩卖
resale	转售
indeterminist	非命运论者
indeterminist	非定命论者
leafworm	棉树叶虫
catamnesis	诊后病历
socialize	使社会化
socialize	使社会主义化
hidrosis	发汗
hidrosis	出汗过多
official	官员
official	公务员
official	职务上的
official	职务上
official	公务的
official	公务
official	官方的
official	官方
official	正式的
official	正式
annihilative	有消灭能力的
annihilative	有消灭能力
collodion	火棉胶
reenact	再制定
reenact	再扮演
matrass	蒸馏瓶
ppt	part
ppt	per
ppt	trillion
ppt	1兆分之……
ppt	part
ppt	per
ppt	thousand
ppt	1
ppt	000分之……
pbb	polybrominated
pbb	biphenyl
sarcocele	睾丸肉样肿
tetrastich	四行诗
tetrastich	四行诗节
digestion	消化力
digestion	领悟
implausibility	难信的
implausibility	难信
implausibility	不象真实的
implausibility	不象真实
hiddenite	希登石
vrml	Virtual
vrml	Reality
vrml	Modeling
vrml	Language
vrml	虚拟现实建模语言
hurlbutite	磷钙铍石
unreasonable	不讲道理的
unreasonable	不讲道理
unreasonable	不合理的
unreasonable	不合理
unreasonable	过度的
unreasonable	过度
unreasonable	不切实际的
unreasonable	不切实际
thowless	没精打采的
thowless	没精打采
thowless	呆滞的
thowless	呆滞
thowless	无生气的
thowless	无生气
anorectal	肛门直肠的
anorectal	肛门直肠
isauxesis	=isogony
hermetic	密封的
hermetic	密封
hermetic	与外界隔绝的
hermetic	与外界隔绝
apsis	拱点
chromatopsia	色视症
chromatopsia	部分色盲
devotedly	忠实地
devotedly	忠实
devotedly	一心一意地
devotedly	一心一意
aramaic	亚拉姆语
region	区域
region	地方
region	层
dendroclimatic	树木气候学的
dendroclimatic	树木气候学
dendroclimatic	年轮气候学的
dendroclimatic	年轮气候学
cribellum	筛器
cribellum	辅助吐丝器官
dnp	dinitrophenol
tightrope	拉紧的绳索
recognizance	保证书
recognizance	保证金
recognizance	保释金
cassab	亚洲籍商船水手
trowbridge	特罗布里奇
obstinate	倔强的
obstinate	倔强
obstinate	顽固的
obstinate	顽固
kilolumen	千流明
ungodly	不虔诚的
ungodly	不虔诚
muggins	蠢人
muggins	一种牌戏
radiance	光辉
radiance	闪烁
radiance	辐射率
radiance	深粉红色
extraartistic	艺术范围以外的
extraartistic	艺术范围以外
extraartistic	与艺术无关的
extraartistic	与艺术无关
hyphal	菌丝的
hyphal	菌丝
fretwork	浮雕细工
interpolymer	互聚物
arrearage	拖延
arrearage	延滞
arrearage	欠款
photocinesis	=photokinesis
chronosphere	空间转移发生器
frankness	率直
frankness	坦白
idea	想法
idea	念头
idea	意见
idea	主意
idea	思想
idea	观念
idea	概念
tsinan	济南
cairo	开罗
silkworm	蚕
silkworm	桑蚕
silkworm	家蚕
