varioloid	假性天花
citywide	全市性
hirstie	=histie
aftermarket	贩卖修理用零件的市场
druidic	督伊德教的
druidic	督伊德教
druidic	督伊德教徒的
druidic	督伊德教徒
inhospitably	冷淡地
inhospitably	冷淡
inhospitably	荒凉地
inhospitably	荒凉
glyconic	格莱坎诗体
glyconic	格莱坎诗体的诗
glyconic	格莱坎诗体的
glyconic	格莱坎诗体
agro	=aggro
anality	肛恋
anality	肛门性欲
countryside	乡下地方
countryside	乡下居民
conscientious	尽责的
conscientious	尽责
pinfall	压倒
pinfall	按倒
kneehole	桌下可容双膝的地方
pimping	无足轻重的
pimping	无足轻重
pimping	微不足道的
pimping	微不足道
universal	普遍的
universal	普遍
universal	全体的
universal	全体
universal	通用的
universal	通用
universal	宇宙的
universal	宇宙
universal	世界的
universal	世界
supplicant	恳求的
supplicant	恳求
meshugaas	疯癫
meshugaas	愚蠢
meshugaas	蠢话
laboratory	实验室
shemite	闪族
shemite	闪米特人
scrambler	爬行者
scrambler	扰频器
hg	百克
hg	汞
freeload	吃白食
freeload	不劳而获
freeload	一种离线浏览主页的工具软件
lekythos	=lecythus
bradypepsia	消化徐缓
livelihood	生计
livelihood	谋生
ghostliness	幽灵的
ghostliness	幽灵
ghostliness	朦胧的
ghostliness	朦胧
ghostliness	影子似的
ghostliness	影子似
hideous	骇人听闻的
hideous	骇人听闻
hideous	可怕的
hideous	可怕
hideous	丑恶的
hideous	丑恶
melancholic	忧郁症患者
melancholic	忧郁的
melancholic	忧郁
melomane	=melomaniac
glycose	单糖
glycose	葡萄糖
glycose	葡糖
clottish	笨的
clottish	笨
clottish	愚蠢的
clottish	愚蠢
waylay	埋伏
waylay	伏击
waylay	抢劫
nekoite	新硅钙石
crumb	碎屑
crumb	面包屑
crumb	少许
crumb	搓碎
crumb	弄碎
phrenetic	精神错乱的
phrenetic	精神错乱
phrenetic	精神病的
phrenetic	精神病
phrenetic	发狂的
phrenetic	发狂
phrenetic	狂热的
phrenetic	狂热
glm	graduated
glm	length
glm	method
orthopterous	直翅类的
orthopterous	直翅类
pascual	牧场的
pascual	牧场
pascual	长在牧场的
pascual	长在牧场
schrank	双门衣柜
heathy	石南的
heathy	石南
heathy	石南丛生的
heathy	石南丛生
heathy	石南似的
heathy	石南似
chillness	寒冷
chillness	冷淡
acrimoniously	毒辣地
acrimoniously	毒辣
acrimoniously	尖刻地
acrimoniously	尖刻
ammonification	加氨
outwent	outgo的过去式
manchuria	满洲
reindict	再控告
reindict	对……再起诉
cachalot	抹香鲸
atrip	起锚
comprehensivize	使
comprehensivize	综合化
neocolonialism	新殖民地主义
tapadera	踏镫革片
tapadera	革制马镫罩
seismotic	地震的
seismotic	震
encephalalgia	头痛
broad	宽的
broad	宽
broad	阔的
broad	阔
broad	广泛的
broad	广泛
broad	明朗的
broad	明朗
broad	露骨的
broad	露骨
broad	显著的
broad	显著
broad	主要的
broad	主要
broad	宽阔地
broad	宽阔
broad	宽阔部分
crenellation	开垛口
hindbrain	脑的最后部
hindbrain	后脑
bulky	大的
bulky	大
bulky	容量大的
bulky	容量大
bulky	体积大的
bulky	体积大
blobberlipped	嘴唇肥厚的
blobberlipped	嘴唇肥厚
rachis	叶轴
rachis	花轴
grumblingly	喃喃报怨着
grumblingly	发牢骚着
sway	摇摆
sway	摇动
multigerm	多胚芽的
multigerm	多胚芽
juma	伊斯兰教的安息日
rounceval	大豌豆
futurology	未来学
irreversibility	不能反逆的性能
irreversibility	不可改变性
contemptuous	轻蔑的
contemptuous	轻蔑
contemptuous	侮辱的
contemptuous	侮辱
cigarshaped	雪茄烟形状的
cigarshaped	雪茄烟形状
rectify	矫正
rectify	调整
rectify	精馏
deoxygenize	除氧
deoxygenize	还原
breechloading	后膛装弹的
breechloading	后膛装弹
schooling	学校教育
schooling	学费
shindig	狂欢会
shindig	舞会
shindig	吵闹
shindig	骚动
eunomianism	优诺米主义
eunomianism	极端阿里乌主义(公元4
eunomianism	世纪基督教神学家优诺米
flighty	忽发奇想的
flighty	忽发奇想
flighty	反复无常的
flighty	反复无常
flighty	轻浮的
flighty	轻浮
flighty	轻狂的
flighty	轻狂
flighty	心情浮动的
flighty	心情浮动
shantytown	以临时搭盖的陋屋为主的地区
overcaution	过分小心
overcaution	过分谨慎
scup	变色窄牙鲷
squadron	一群
squadron	空军中队
squadron	骑兵中队
squadron	把……编成中队
dyscrasite	安银矿
dyscrasite	锑银矿
triform	以三种形式存在的
triform	以三种形式存在
triform	在种不同形式合成的
triform	在种不同形式合成
connection	连接
connection	关系
connection	接线
connection	线路
connection	亲戚
solvability	解决之可能性
olefin	石蜡
katabatic	下降的
katabatic	下降
chrysanth	=chrysanthemum
penchant	倾向
penchant	趣味
univalve	单壳的
univalve	单壳
univalve	单瓣的
univalve	单瓣
univalve	单壳软体动物
charactery	表达意思的文字
charactery	用文字表达思想
topmaul	锤
cao	Chief
cao	Administrative
cao	Officer
cao	首席行政官
marabou	鹳
marabou	鹳毛
feathering	附装羽毛状
feathering	羽毛箭
sarcomagenic	致肉瘤的
sarcomagenic	致肉瘤
semisolid	半固体
semisolid	半固体的
semisolid	半固体
tetraethyl	四乙基的
tetraethyl	四乙基
disbelieve	不信
disbelieve	怀疑
disbelieve	疑惑
aldebaran	毕宿五
parral	=parrel
saga	传奇
granicus	格拉尼卡斯
leprosarium	麻疯病院
naderite	纳德主义者
naderite	主张保护消费者利益者
gastrocamera	胃内照相机
cockcrowing	黎明
cockcrowing	破晓
megimide	美解眠
megimide	贝美格
relaid	relay的过去式及过去分词
newfangled	新奇的
newfangled	新奇
newfangled	新制的
newfangled	新制
pulut	糯米
siree	=sirree
organophosphorous	9R:^EnEJ`fCsffLrEs/
organophosphorous	有LrEs/
organophosphorous	=organo机磷的
organophosphorous	=organo机磷
gastroduodenal	胃与十二指肠的
gastroduodenal	胃与十二指肠
byzantinism	拜占庭风格
concealment	隐藏
concealment	隐蔽
concealment	隐蔽处
sped	speed的过去式及过去分词
hospitalman	海军医务兵
hogg	尚未剪过毛的小羊
pantisocracy	大同世界乌托邦
pistolier	=pistoleer
broadloom	织为单色宽幅的
broadloom	织为单色宽幅
succise	截断状的
succise	截断状
clerically	如牧师般地
clerically	如牧师般
subcellar	地下室的第二层
anorthic	三斜的
anorthic	三斜
aidedecamp	副官
aidedecamp	侍从武官
slim	苗条的
slim	苗条
slim	纤细的
slim	纤细
slim	不足取的
slim	不足取
slim	无价值的
slim	无价值
slim	细长的
slim	细长
slim	变细
slim	减肥
defluent	向下流的
defluent	向下流
defluent	向下流的部分
plimsolls	橡胶底帆布鞋
glycolysis	醣酵解
adventurer	冒险家
lalapalooza	=lollapalooza
monadism	单子论
monadism	单元论
embarcadero	内河码头
homochronous	同龄发生的
homochronous	同龄发生
homochronous	同期发生的
homochronous	同期发生
looky	看
looky	瞧
addicted	沉溺于某种嗜好中的
addicted	沉溺于某种嗜好中
samsonite	硫锑锰银矿
salween	萨尔温江
songsmith	作曲家
ricebird	禾雀
ricebird	食米鸟
exilic	放逐的
exilic	放逐
exilic	流亡的
exilic	流亡
profitless	无益的
profitless	无益
hippic	马的
hippic	马
hippic	赛马的
hippic	赛马
cinerama	全息电影系统
cinerama	西涅拉玛型立体声宽银幕电影
cinerama	全景电影
prejudgement	在审判前判决
prejudgement	预断
bleb	水泡
bleb	气泡
bleb	疱疹
synarthrodial	不动关节的
synarthrodial	不动关节
modify	更改
modify	修改
modify	修改
acrobatics	杂技
floodwall	防洪石堤
floodwall	防洪岸壁
paramilitarism	副军国主义
paramilitarism	准军国主义
unwilling	不愿意的
unwilling	不愿意
unwilling	勉强的
unwilling	勉强
caulomic	茎的结构的
caulomic	茎的结构
caulomic	和茎结构形态相当之结构的
caulomic	和茎结构形态相当之结构
brownstone	褐色砂石
brownstone	赤褐色砂石建筑
brownstone	上流社会的
brownstone	上流社会
brownstone	富有阶级的
brownstone	富有阶级
voltaic	电流的
voltaic	电流
adriatic	亚得里亚海的
adriatic	亚得里亚海
adriatic	亚得里亚海沿岸居民的
adriatic	亚得里亚海沿岸居民
orientalism	东方民族特征
orientalism	东方风俗习惯
muskhogean	马斯科吉语组
microcosmic	微观宇宙的
microcosmic	微观宇宙
microcosmic	微观世界的
microcosmic	微观世界
microcosmic	微观的
microcosmic	微观
signalled	告知
navelwort	琉璃革
poetics	诗法
poetics	诗学
poetics	诗论
basanite	碧玄岩
basanite	试金石
biopoiesis	无生源说
lowlihead	谦卑
lowlihead	低下
privity	私下知悉
privity	默契
coruscation	闪光
coruscation	焕发
yes	是
convocation	集会
convocation	召集
convocation	教士会议
convocation	毕业同学会
steno	速记
steno	速记法
undeviating	不离正道的
undeviating	不离正道
undeviating	坚定不移的
undeviating	坚定不移
sialagogue	Ⅰ
sialagogue	催涎的
sialagogue	催涎
loculus	室
loculus	胞
loculus	房
amercement	罚款
amercement	罚金
hypogyny	下位
moko	毛利人的文身制
sprit	斜撑帆杆
airbrasive	磨牙的气压机械
tentaculiform	触手状的
tentaculiform	触手状
poc	port
poc	of
poc	call
whiles	有时候
whiles	其间
nomadise	=nomadize
can	装进罐中
can	把食品装罐
can	罐头
can	铁罐
can	能
can	可以
aw	Aruba
aw	阿鲁巴
amoebiasis	阿米巴病
amoebiasis	变形虫病
legitimatize	使合法化
legitimatize	立为嫡嗣
damson	西洋李子
damson	西洋李树
spodumene	锂辉石
cordis	心脏的
cordis	心脏
beverage	饮料
falkner	William即Faulkner
falkner	William
tassie	=Tasmania
tassie	=tass
pschent	双重王冠
carrageen	角叉菜
jollily	愉快地
jollily	愉快
tambac	=tombac
minamata	disease
minamata	水俣病
scenarist	剧本作家
scenarist	编剧家
thermalgesia	热性痛觉
subjacent	在底下的
subjacent	在底下
subjacent	在下方的
subjacent	在下方
subjacent	在下级的
subjacent	在下级
clinometer	测角器
clinometer	倾斜仪
schizothymic	分裂样人格的
schizothymic	分裂样人格
wrecker	使船失事的人
wrecker	肇事者
wrecker	失事现场清理人
nomarch	省长
nomarch	州长
interprovincial	省与省之间的
interprovincial	省与省之间
interprovincial	各省之间的
interprovincial	各省之间
interprovincial	省际的
interprovincial	省际
capo	分支头目
axletree	轴
axletree	轴承
closing	结束
closing	结束的
closing	结束
foresaw	foresee的过去式
valuableness	昂贵
valuableness	贵重
chassid	=Hasid
labradorite	闪光拉长石
labradorite	富拉玄武岩
kilowatt	千瓦
anadyomene	爱与美的女神
gun	炮
gun	枪
gun	手枪
gun	油门
gun	用枪射击
gun	用枪打猎
gun	加大油门快速前进
gun	向……开枪
gun	开大的油门
fighting	好战的
fighting	好战
fighting	战斗的
fighting	战斗
opponent	对立的
opponent	对立
opponent	对抗的
opponent	对抗
opponent	对手
opponent	反对者
godship	神性
godship	神格
proletarian	无产阶级的
proletarian	无产阶级
proletarian	无产者
proletarian	工人
aeroginous	产气的的
aeroginous	产气
fluerics	=fluidics
apse	教堂半圆形的后殿
pauper	叫花子
pauper	乞丐
stainer	色料
stainer	染色工人
stainer	上釉工人
siltstone	粉砂岩
dishonourable	不名誉的
dishonourable	不名誉
radiolucency	射线可透性
radiolucency	射线透射性
microphyll	小型叶
retroflex	向后弯曲的
retroflex	向后弯曲
retroflex	翻转的
retroflex	翻转
autumnal	秋的
autumnal	秋
autumnal	秋天的
autumnal	秋天
autumnal	已过中年的
autumnal	已过中年
preaching	讲道
preaching	讲道法
penelope	珀涅罗珀
penelope	Odysseus的忠实妻子
penelope	丈夫远征20年
penelope	期间她拒绝了无数求婚者
recording	记录的
recording	记录
recording	记录用的
recording	记录用
recording	录音带
recording	唱片
zamindar	印度地主
profess	表示
imbody	使肉体化
imbody	拼凑
babylonia	巴比伦尼亚
repentance	后悔
repentance	悔改
ibadan	伊巴丹
xenophora	衣笠螺属的动物
aldose	醛醣
microlens	显微镜头
microlens	显微透镜
frankfurt	法兰克福香肠
personalise	=personalize
capacitivity	电容率
obligatory	义不容辞的
obligatory	义不容辞
obligatory	必须的
obligatory	必须
madafu	椰子汁
dagga	印度大麻
meander	漫止
meander	弯曲
meander	曲流
meander	漫止
meander	蜿蜒而流
bulkiness	庞大
bulkiness	笨大
cashoo	=catechu
avariciously	贪婪地
avariciously	贪婪
avariciously	贪财地
avariciously	贪财
tankie	=tanky
excitor	刺激神经
uneffectual	=ineffectual
telamon	男像柱
flunkee	因考试不及格而被迫退学的人
flunkee	因工作表现不佳而被开除的人
archontate	古雅典执政官的任期
divers	种种的
divers	种种
alienist	精神病学家
alienist	精神病医生
ferrety	似雪貂的
ferrety	似雪貂
dalapon	茅草枯
payout	支出
eidograph	缩放绘图仪
prairillon	小草原
decoct	熬
decoct	煎
gumwood	产胶树之木材
trudgen	爬泳
unanimity	全体一致
sweetness	甜蜜
sweetness	可爱
obtained	获得
obtained	获
obtained	获得
obtained	获
fairly	公正地
fairly	公正
fairly	正当的
fairly	正当
fairly	公平对待某人
fairly	公平地
fairly	公平
fairly	相当地
fairly	相当
fairly	还算
fairly	清楚地
fairly	清楚
pronaos	门廊
deflagrate	爆燃
yewen	用紫杉木做的
yewen	用紫杉木做
confab	confabulation
confab	会议
confab	会谈
internuncial	联络的
internuncial	联络
internuncial	中间人的
internuncial	中间人
serration	锯齿状
serration	锯齿状突起
unliving	无生命的
unliving	无生命
destruct	破坏的
destruct	破坏
destruct	故意或有计划的破坏
destruct	破坏
schizophrenogenic	引起精神分裂症的
schizophrenogenic	引起精神分裂症
idoneousness	适合
idoneousness	适用
vehemently	激烈地
vehemently	激烈
vehemently	暴烈地
vehemently	暴烈
unscale	刮去的鳞
unscale	除去……的鳞片
citron	香木缘
citron	圆佛手柑
impactful	有效的
impactful	有效
impactful	有力的
impactful	有力
gestosis	妊娠中毒
orbicularis	轮匝肌
sillibub	=sillabub
wandsworth	旺兹沃思
captive	俘虏
captive	被美色或爱情迷住的人
captive	被俘的
captive	被俘
captive	被迷住的
captive	被迷住
saccharin	糖精
zorana	佐拉娜
pupillage	学生的身份
pupillage	未成年
mdt	山区时区
uncharitable	严厉的
uncharitable	严厉
uncharitable	无情的
uncharitable	无情
uncharitable	不宽恕的
uncharitable	不宽恕
yod	希伯来文第十个字母
lawyer	律师
dreamily	爱梦想地
dreamily	爱梦想
dreamily	朦胧地
dreamily	朦胧
dreamily	梦似地
dreamily	梦似
street	街
street	街道
amerasian	美亚混血儿
amerasian	美亚混血的
amerasian	美亚混血
ore	矿石
ore	含有金属的岩石
bashful	害羞的
bashful	害羞
cubitus	肘脉
yakut	雅库特
yakut	雅库特人
condenses	浓缩
benthamism	功利主义
benthamism	边沁学说
setdown	叱责
setdown	辱骂
setdown	申斥
menelaus	斯巴达王
hyperrealism	高度写实主义
hyperrealism	照相写实主义
junco	灯芯草雀
hommock	冰丘
hommock	堆积冰
ouachita	沃希托河
repechage	补充赛
alingual	任何语言都说不流利的
alingual	任何语言都说不流利
creatine	肌氨酸
creatine	肌肉素
abactinal	无触角的
abactinal	无触角
concordance	和谐
sillar	未固结熔灰岩
sillar	未固结火山凝灰岩
hectoliter	百公升
straddle	跨骑
genii	魔仆
eradicate	根除
audiogenic	声音所引起的
audiogenic	声音所引起
paced	步调的
paced	步调
paced	步伐的
paced	步伐
superfilm	特制影片
tularaemia	土拉菌病
tularaemia	兔热菌
customization	用户化
customization	专用化
customization	定制
dubitant	半信半疑者
dubitant	半信半疑的
dubitant	半信半疑
glandule	小腺
infundibular	漏斗形的
infundibular	漏斗形
infundibular	有漏斗状器官的的
infundibular	有漏斗状器官
groenendael	比利时牧羊狗
nuke	核武器
nuke	核能发电厂
nuke	核潜艇
nuke	以核武器攻击
nuke	以核子武器攻击
nuke	以核武器摧毁
jazzman	爵士音乐家
victoire	维克托瓦尔
incitant	刺激
incitant	兴奋剂
incitant	刺激的
incitant	刺激
incitant	兴奋的
incitant	兴奋
alonso	阿朗索
euphorbia	大戟属植物
bromide	溴化物
discussible	可议论的
discussible	可议论
discussible	可讨论的
discussible	可讨论
matriculant	投考者
