desoxycorticosterone	=deoxycorticosterone
discant	=descant
xenodocheum	接待外人之旅馆
xenodocheum	旅馆
gloriette	亭子
gloriette	凉亭
almsdeed	慈善
almsdeed	善举
cacodylic	二甲砷基的
cacodylic	二甲砷基
cacodylic	四甲二砷的
cacodylic	四甲二砷
versant	熟悉的
versant	熟悉
dryer	干衣机
dryer	干燥剂
protonema	原丝体
protonema	丝状体
hokey	虚情假意的
hokey	虚情假意
hokey	做作的
hokey	做作
ejaculatorium	排精室
sabot	木鞋
sabot	木底皮鞋
begrudge	嫉妒
begrudge	羡慕
begrudge	舍不得给
vesicate	发水泡
photosurface	光敏面
devisor	遗赠者
disrate	使降级
doltish	愚蠢的
doltish	愚蠢
doltish	愚钝的
doltish	愚钝
doltish	呆笨的
doltish	呆笨
tdy	temporary
tdy	duty
ulva	石莼
scotophil	适暗的
scotophil	适暗
scotophil	喜暗的
scotophil	喜暗
eccrine	分泌腺的
eccrine	分泌腺
eccrine	外分泌腺的
eccrine	外分泌腺
acquired	已获得的
acquired	已获
acquired	已成习惯的
acquired	已成习惯
acquired	后天通过自己的努力得到的
acquired	后天通过自己的努力得到
monniker	=monicker
jeopardy	危险
jeopardy	危险
metrication	施行公制度量衡
metrication	十进位制
tantalise	=tantalize
overreliance	过度信赖
hypothalamus	视丘下部
amitabha	阿弥陀佛
lysostaphin	溶葡球菌酶
quenchable	可抑制的
quenchable	可抑制
quenchable	可熄灭的
quenchable	可熄灭
odense	欧登塞
spiffing	好看的
spiffing	好看
spiffing	漂亮的
spiffing	漂亮
spiffing	出色的
spiffing	出色
archaeoastronomy	考古天文学
redispose	重新布署
redispose	再处置
ceinture	腰带
ceinture	束带
democracy	民主政治
democracy	民主主义
attitudinal	态度的
attitudinal	态度
attitudinal	根据个人态度的
attitudinal	根据个人态度
handwriting	笔迹
handwriting	书写体
handwriting	书法
handwriting	笔势
reoccupation	再占领
reoccupation	收复
leontiasis	狮面
teletranscription	电视屏幕录像
teletranscription	电视屏幕录像片
evaporative	成为蒸气的
evaporative	成为蒸气
evaporative	蒸发的
evaporative	蒸发
electret	驻极体
electret	电介体
hyperostosis	骨肥大
hyperostosis	骨肥厚
carpetweed	粟米草
standish	墨水台
integrality	完整性
remonstrance	抗议
micrometer	测微计
micrometer	千分尺
latchstring	栓锁带
kinless	无亲戚的
kinless	无亲戚
blessed	受祝福的
blessed	受祝福
divulged	泄露
divulged	暴露
arachis	落花生
cheliferous	带螯的
cheliferous	带螯
besieged	包围
besieged	围绕
besieged	使烦恼
besieged	包围
besieged	围绕
semiclosure	半关闭
semiclosure	部分关闭
boisterous	狂暴的
boisterous	狂暴
boisterous	喧闹的
boisterous	喧闹
mycobiont	地衣共生菌
crispbread	薄脆饼干
humiture	温湿度
disgrunt	怨恨地说
become	变成
become	成为
become	变得
become	变
become	适合
become	相称
constate	证实
constate	确定
constate	断言
microkernel	微核
riempie	皮条
plenism	物质空间论
xanthoxin	黄氧素
arises	发生
arises	出现
arises	站立
poignant	令人痛苦的
poignant	令人痛苦
poignant	刺激的、辛辣的
poignant	刺激的、辛辣
poignant	尖锐的
poignant	尖锐
poignant	剧烈的
poignant	剧烈
lacquering	上漆
piscataway	皮斯卡塔韦
friseur	美发师
admissible	可容许的
admissible	可容许
admissible	可接纳的
admissible	可接纳
draghound	经训练能循臭迹追踪的猎犬
chafer	金龟子
unberufen	但愿老走这种好运!
dep	Department
dep	of
dep	Employment
dep	and
dep	Productivity
dep	就业和生产率部
upbind	捆
upbind	束
upbind	系
upbind	包扎
upbind	围裹
rozener	烈酒
stipe	柄
stipe	叶柄
republication	再版
coon	浣熊
coon	无可救药者
coon	黑人
interlocutress	女对话者
interlocutress	女谈话者
interlocutress	女问话者
hazel	榛子
hazel	淡褐色
hazel	榛树的
hazel	榛树
hazel	淡褐色的
hazel	淡褐色
hazel	Hazel
hazel	黑兹尔
ayrshire	苏格兰西南部一州
ayrshire	该州产的乳牛
brainstorm	灵机一动
brainstorm	集体讨论
playbus	es)
playbus	游戏公共汽车
postform	对进行后成型加工
mynah	八哥
mowing	割草
mowing	一次收割量
mowing	牧草地
mowing	牧草
subcapsular	囊下的
subcapsular	囊下
hades	冥府
hades	地狱
hades	阎王
whid	敏捷地移动
whid	轻捷地走
pinole	甜炒玉米粉
aristarchy	由贤能者治理国事
aristarchy	贤能统治
metonym	换喻中所使用的词或短语
diaeresis	分音符号
episode	一段情节
episode	插曲
episode	插话
episode	有趣的事件
slipware	施釉陶器
rouseabout	牧羊场的杂工
iadl	International
iadl	Association
iadl	of
iadl	Democratic
iadl	Lawyers
iadl	国际民主法律工作者协会
tuberculocele	睾丸结核
stomata	口
stomata	气孔
electrotypist	电版术
electrotypist	电铸术
ringdove	斑鸠
ringdove	斑尾林鸽
esmtp	Extended
esmtp	SMTP
esmtp	扩展SMTP
contraindicate	显示不当
wakefully	睡不着地
wakefully	睡不着
wakefully	提高警觉地
wakefully	提高警觉
wmo	World
wmo	Meteorological
wmo	Organization
wmo	世界气象组织
stowaway	偷渡者
stowaway	匿身处
photostat	直接复印件
photostat	直接复印机
photostat	复印照片
allonym	假托伪名
allonym	别人的名字
melanophore	载黑素细胞
econometrical	计量经济学的
econometrical	计量经济学
coessential	同素的
coessential	同素
signory	领土
signory	主权
signory	领域
phonophore	电报电话两用装置
awag	摇摆的
awag	摇摆
awag	摇动的
awag	摇动
wanta	=want
wanta	to
druid	德鲁伊教团员
cytostome	细胞口
cytostome	入口孔
titanite	榍石
steal	偷
steal	窃取
steal	偷窃
steal	偷盗
benignly	仁慈地
benignly	仁慈
benignly	亲切地
benignly	亲切
hydrotherapeutic	`haIdrEJ9Wer`pjU:tIk/
hydrotherapeutic	水疗法的
hydrotherapeutic	水疗法
woodenly	笨拙地
woodenly	笨拙
woodenly	呆板地
woodenly	呆板
monoculture	单一栽培
monoculture	单作
subset	子集
crumpled	摺皱的
crumpled	摺皱
crumpled	弄皱的
crumpled	弄皱
ensepulcher	埋入墓中
ensepulcher	安葬
gnathite	颚形附器
equitable	公平的
equitable	公平
equitable	公正的
equitable	公正
equitable	平衡法的
equitable	平衡法
reliant	信赖的
reliant	信赖
reliant	依靠的
reliant	依靠
reliant	信赖自己的
reliant	信赖自己
epitomize	摘要
epitomize	概括
epitomize	成为……缩影
baffleboard	证券交易所之行情板
baffleboard	任何灭音装置
spirogram	呼吸描记图
ragi	鸭脚稗
ovovitellin	卵黄磷蛋白
naphtha	石脑油
paedagogue	=pedagogue
blackfin	黑鳍白鲑
bladdery	膀胱状的
bladdery	膀胱状
bladdery	有气泡的
bladdery	有气泡
sevenfold	七倍的
sevenfold	七倍
sevenfold	七重的
sevenfold	七重
sevenfold	七倍地
sevenfold	七倍
lugger	小帆船
alep	=Aleppo
securely	安心地
securely	安心
securely	安全地
securely	安全
teatime	喝茶时间
spunbonded	纺的
spunbonded	纺
zoopaleontology	古代动物学
lamish	有点瘸的
lamish	有点瘸
lamish	有点跛的
lamish	有点跛
hoodle	弹珠
microangiopathy	微血管病
batt	棉絮
waxbill	梅花雀
kwangchowan	广州湾
final	结局
final	决赛
final	期末考试
final	报纸最晚版
final	最后的
final	最后
final	最终的
final	最终
final	决定性的
final	决定性
pulmotor	人工呼吸器
pulmotor	其商标名
caginess	小心
caginess	狡诈
castte	城堡
embryophyte	有胚植物
loadhigh'	NULL)
hallucinogen	迷幻剂
abridgment	删节
abridgment	节略
abridgment	删节本
beauteously	美地
beauteously	美
beauteously	美丽地
beauteously	美丽
printcloth	印花布料
domnus	达姆纳斯
isodimorphism	同二晶
bastardry	恶行
bastardry	暴行
clostridial	梭菌的
clostridial	梭菌
clostridial	梭菌属的
clostridial	梭菌属
conoid	劈锥曲面
settee	有靠背的长椅
transtainer	移动式集装箱吊运车
dqdb	Distributed
dqdb	Queue
dqdb	Dual
dqdb	Bus
dqdb	分布排列双总线
innumeracy	无数学和自然科学知识
innumeracy	数学盲
innumeracy	科学盲
ultramontane	教皇绝对权力主义者
ultramontane	山外之人
ultramontane	山那边的
ultramontane	山那边
sensuously	感觉上
satyric	性好酒色的
satyric	性好酒色
banjoist	五弦琴演奏师
officinal	成药的
officinal	成药
officinal	成药
mappable	可用图上标示的
mappable	可用图上标示
lansing	兰辛
nutant	下垂的
nutant	下垂
timaru	提马鲁
rarefied	纯净的
rarefied	纯净
rarefied	稀薄的
rarefied	稀薄
oslo	奥斯陆
investment	投资
investment	可获利的东西
fizz	嘶嘶响
fizz	兴奋
fizz	嘶嘶声
fizz	兴奋
fizz	活跃
apomict	单性繁殖的生物
apomict	无配偶生殖植物
tshiluba	奇卢伯语
angiography	血管造影术
angiography	血管照相术
palliatory	减轻的
palliatory	减轻
palliatory	减缓的
palliatory	减缓
shanghai	上海
verderer	皇室护林官
notchboard	梯级搁板
helpless	无助的
helpless	无助
helpless	无能的
helpless	无能
helpless	没用的
helpless	没用
hopping	卖力的
hopping	卖力
hopping	忙碌的
hopping	忙碌
unpatterned	无图案装饰的
unpatterned	无图案装饰
unpatterned	未形成模式的
unpatterned	未形成模式
unpatterned	未成形的
unpatterned	未成形
gus	格斯
goniometrical	测角
goniometrical	测角计的
goniometrical	测角计
cebuan	宿务的
cebuan	宿务
narrowcast	小范围播送
narrowcast	用电缆电视播送
clot	凝结
achaia	=Achaea
victoriate	维多利亚银币
diapason	和谐
diapason	调音
diapason	全协和音
sempster	=seamster
alky	酒精
lungful	两肺的容量
denarius	便士
serrate	锯齿状的
serrate	锯齿状
crassly	粗鲁地
crassly	粗鲁
crassly	愚钝地
crassly	愚钝
obscene	淫秽的
obscene	淫秽
obscene	猥亵的
obscene	猥亵
arborize	使分叉
plasticize	使成可塑体
mandrel	心轴
jus	法
jus	法律的原则
jus	法律认可的权利
militarise	军事化
militarise	军国化
deaminate	使脱去氨基
logicize	使合乎逻辑
logicize	运用逻辑
profanation	亵渎
adulterate	掺杂
adulterate	掺假的
adulterate	掺假
adulterate	通奸的
adulterate	通奸
yonnie	石块
yonnie	石头
dinaric	Alps迪纳拉山脉
salicaceous	杨柳科的
salicaceous	杨柳科
epifocal	震中的
epifocal	震中
dairen	见
dairen	Dalian
gargoyle	怪兽状滴水嘴
gargoyle	怪兽饰
boy	男孩
boy	儿子
boy	孩子气的人
boy	男仆
pinboard	插接板
encincture	围绕
encincture	环绕
thimbu	廷布
autoptical	实地考察的
autoptical	实地考察
benzaldehyde	安息香醛
benzaldehyde	苯甲醛
parsee	帕西人
parsee	印度拜火教徒
jingoist	沙文主义者
jingoist	侵略主义者
shilingi	坦桑尼亚先令
shilingi	1坦桑尼亚先令硬币
maine	缅因州
beakiron	砧
beakiron	砧子
nibble	半位元组
nibble	细咬
nibble	轻咬
nibble	啃
nibble	一点一点地咬
nibble	细咬
nibble	吹毛求疵
unhallow	亵渎
unhallow	污渎
sthenic	精力旺盛的
sthenic	精力旺盛
sthenic	兴奋的
sthenic	兴奋
sthenic	亢进性的
sthenic	亢进性
urbanologist	都市问题专家
urbanologist	都市学家
doyley	小型装饰桌巾
zymotechnics	发酵法
zymotechnics	酿造法
bathrobe	浴衣
christabel	克丽斯特贝尔
retinalite	蛇纹石
pennyworth	一便士的价钱
pennyworth	价值一便士的东西
pennyworth	少额
pennyworth	交易
halm	茎
halm	稻草
extortionist	强求者
extortionist	勒索者
extortionist	勒索钱财
decently	高雅地
decently	高雅
decently	端正地
decently	端正
decently	正派地
decently	正派
hyphenation	用连字符号连接
antlion	蚁狮
antlion	蚁蛉
pollination	授粉
concupiscent	沉迷情欲的
concupiscent	沉迷情欲
concupiscent	好色的
concupiscent	好色
concupiscent	贪欲的
concupiscent	贪欲
vsam	Virtual
vsam	Sequential
vsam	Access
vsam	Method
vsam	虚拟串行访问方法
estrade	台子
estrade	讲坛
smd	Doctor
smd	of
smd	Sacred
smd	Music
smd	圣乐博士
trichomata	毛状体
trichomata	倒睫
kinchin	小孩
seastar	中国海星电脑集团
xanthochroi	金发白种人
homologate	承认
homologate	同意
homologate	确认
homologate	批准
arsenic	砷
arsenic	砒霜
deratize	消灭老鼠
travoise	旧式雪橇
eprom	可擦可编程只读存储器
eprom	电可编程只读存储器
circumspective	慎重的
circumspective	慎重
circumspective	细心的
circumspective	细心
raceme	总状花序
awaken	唤醒
awaken	醒来
awaken	唤起
drainpipe	排水管
sympetalous	合瓣的
sympetalous	合瓣
pizzazz	=pizazz
venation	脉络
windowsill	窗沿
windowsill	窗台
polarisability	=polarizability
lovelorn	失恋的
lovelorn	失恋
lovelorn	害相思病的
lovelorn	害相思病
kelleg	应急锚
kelleg	锚
plutocracy	富豪统治
unseat	使从马上摔下
unseat	使失去资格
booby	呆子
booby	傻瓜
preovulatory	排卵期前的
preovulatory	排卵期前
hymenopter	膜翅目昆虫
surfboat	凌波舟
surfboat	骑浪艇
surfboat	冲浪艇
mainspring	主发条
mainspring	主要原因
vase	花瓶
vase	瓶
irreplaceability	无法调换
irreplaceability	不能取代
microweld	微型焊接
abstractionism	抽象派艺术
residence	居住
residence	住处
unitary	一元的
unitary	一元
unitary	单一的
unitary	单一
unitary	归一的
unitary	归一
unitary	整体的
unitary	整体
unitary	单式的
unitary	单式
tubicolous	管栖的
tubicolous	管栖
bushfighter	灌木地战士
bushfighter	丛林游击队员
pedicular	虱子的
pedicular	虱子
earbender	非听不可之人
indus	印度西北部的河流
indus	印第安座
carbonous	碳的
carbonous	碳
carbonous	含碳的
carbonous	含碳
loosen	解开
loosen	放松
loosen	松开
hitherward	向此处
toxigenic	产生毒素的
toxigenic	产生毒素
paratonic	外来刺激引起的
paratonic	外来刺激引起
salvage	抢救财货
salvage	获救的财货
salvage	救难的奖金
salvage	海上救助
salvage	抢救
salvage	打捞
salvage	海上救助
salvage	抢救
salvage	打捞
salvage	营救
prolixity	冗长
prolixity	罗嗦
northwesterly	位于西北方的
northwesterly	位于西北方
northwesterly	向西北的
northwesterly	向西北
northwesterly	从西北来的
northwesterly	从西北来
sunstruck	患中暑的
sunstruck	患中暑
yellowhammer	黄鹉
yellowhammer	金翼啄木鸟
figwort	玄参
figwort	元参科的植物
laze	偷懒
laze	混日子
laze	消磨
laze	懒散
laze	闲散
tealess	无茶的
tealess	无茶
coronae	圆烛架
coronae	光圈
irredentist	民族统一党员
beaufort	Sea
beaufort	波弗特海
alastrim	亚天花
alastrim	类天花
streptolysin	链球菌溶血素
riskful	危险重重的
riskful	危险重重
buddhahood	成为佛陀的状态
hydrofluoric	含氢和氟的
hydrofluoric	含氢和氟
hydrofluoric	含氟化氢的
hydrofluoric	含氟化氢
hydrofluoric	氢氟酸的
hydrofluoric	氢氟酸
pimiento	辣椒
early	早的
early	早
early	早熟的
early	早熟
early	及早的
early	及早
early	早先的
early	早先
early	早期的
early	早期
early	早
early	在初期
iconolater	圣像崇拜者
carissima	亲爱的
carissima	亲爱
krantz	悬崖
krantz	峭壁
home	家
home	住宅
home	家乡
home	本国
home	产地
home	产
home	避难所
home	家庭的
home	家庭
home	国内的
home	国内
home	有效的
home	有效
home	在家
home	回家
home	深入地
home	深入
home	在本国
unworn	没有磨损的
unworn	没有磨损
hempie	爱恶作剧的
hempie	爱恶作剧
hempie	似麻的
hempie	似麻
penannular	近于环状的
penannular	近于环状
penannular	形不成闭环的
penannular	形不成闭环
quitclaim	放弃权利
quitclaim	放弃合法权利
visla	=Wisla
dunnock	篱雀之类的鸟
aftersales	出售以后的
aftersales	出售以后
zeatin	玉米素
befuddle	使酒醉昏迷
befuddle	使迷惑
befuddle	使迷糊
bier	棺材
bier	棺材架
laceless	无花边的
laceless	无花边
laceless	无带子的
laceless	无带子
mongolism	先天愚型病
mongolism	蒙古症
verminous	虫害的
verminous	虫害
jackpudding	丑角
jackpudding	滑稽之人
freely	自由地
freely	自由
freely	直率地
freely	直率
niobic	铌的
niobic	铌
niobic	含铌的
niobic	含铌
doorsill	门槛
funicle	纤维
funicle	细绳
fujisan	富士山
cyanogenesis	生氰
outfox	以计取胜
roe	鱼卵形黑色斑纹
rotascope	=gyroscope
coulomb	库仑
lucubrate	用功
lucubrate	深入研究
lucubrate	专心著作
indisposed	不舒服的
indisposed	不舒服
indisposed	不合适的
indisposed	不合适
odal	=udal
athlete	运动员
athlete	运动选手
hatful	很多
hatful	一帽所装的量
vitamer	类维生素
matriclinous	偏母性状的
matriclinous	偏母性状
unsolder	拆焊
unsolder	分离
choose	选择
choose	选定
empire	帝国
empire	帝权
stenotype	使用普通文字的速记法
stenotype	按音速记
validating	确认
phosphatide	磷脂
staminiferous	具雄蕊的
staminiferous	具雄蕊
upon	在……之上
fourteener	一行有十四个音节的诗
hyperpiesia	血压过高
hyperpiesia	原发性高血压病
