scholasticism	经院哲学
photometric	光度计的
photometric	光度计
photometric	光度测定的
photometric	光度测定
livelock	活锁
consummative	使最终得以实现的
consummative	使最终得以实现
consummative	最后完成的
consummative	最后完成
consummative	使完婚的
consummative	使完婚
bingle	安打
bingle	打出安打
bingle	短发
upgrade	升级
upgrade	上升
upgrade	上坡
upgrade	往上
upgrade	使升级
upgrade	提升
upgrade	改良品种
pentobarbitone	=pentobarbital
vagotropic	向迷走神经的
vagotropic	向迷走神经
vagotropic	作用于迷走神经的
vagotropic	作用于迷走神经
jcr	Junior
jcr	Common
jcr	学生公用室
tittivate	打扮
tittivate	装饰
thrustful	有强大推进力的
thrustful	有强大推进力
thrustful	劲头十足的
thrustful	劲头十足
thrustful	积极进取的
thrustful	积极进取
rattling	卡嗒卡嗒的
rattling	卡嗒卡嗒
rattling	活泼的
rattling	活泼
rattling	很好的
rattling	很好
rattling	极佳
rattling	很
rattling	非常
semilogarithmic	半对数的
semilogarithmic	半对数
qiviut	北极麝牛身上的绒毛
rcvs	Royal
rcvs	College
rcvs	of
rcvs	Veterinary
rcvs	Surgeons
rcvs	皇家外科兽医协会
laomedon	拉俄墨冬
shortall	短连衣裤
wearable	可穿用的
wearable	可穿用
wearable	可佩带的
wearable	可佩带
wearable	耐磨的
wearable	耐磨
wearable	衣服
roadworthy	适合道路上使用的
roadworthy	适合道路上使用
roadworthy	适于行路的
roadworthy	适于行路
overpowering	无法抵抗的
overpowering	无法抵抗
overpowering	压倒性的
overpowering	压倒性
semiclassic	准古典式的
semiclassic	准古典式
helpmeet	合作者
helpmeet	伙伴
pochismo	夹杂英语词汇的西班牙语
passus	节
posterolateral	后外侧的
posterolateral	后外侧
personal	私人的
personal	私人
personal	个人的
personal	个人
personal	亲自的
personal	亲自
personal	容貌的
personal	容貌
personal	身体的
personal	身体
personal	人身的
personal	人身
personal	针对个人的
personal	针对个人
personal	人称的
personal	人称
sooty	煤烟熏黑的
sooty	煤烟熏黑
sooty	乌黑的
sooty	乌黑
sciamachy	模拟战
loathing	讨厌
loathing	嫌恶
trijugate	具三对小叶的
trijugate	具三对小叶
trijugate	具三对羽片的
trijugate	具三对羽片
dolomite	白云石
queenhood	女王身份
queenhood	女王地位
keir	漂染缸
keir	煮布锅
unjelled	未定形的
unjelled	未定形
unjelled	不固定的
unjelled	不固定
jolley	辘轳车
brose	麦片汤
olimbos	奥林匹斯山
hypostasize	假设的实在性
airfight	空战
fatherfucker	畜生
fatherfucker	杂种
fatherfucker	讨厌鬼
provocatory	=provocative
charging	装料
charging	炉料
hydrogenase	氢化酶
ingravescent	病越来越重的
ingravescent	病越来越重
candlenut	桐树
candlenut	桐实
saltmouth	大口瓶
hygienist	卫生学者
rba	Royal
rba	Society
rba	of
rba	British
rba	Artists英国皇家艺术家协会
hardhearted	无情的
hardhearted	无情
hardhearted	冷酷的
hardhearted	冷酷
hardhearted	心肠硬的
hardhearted	心肠硬
semifarming	半农业
semifarming	半畜牧业
semifarming	半养殖业
grundy	过分重规矩的人
grundy	拘泥礼节的人
clobberer	修理鞋子或修补衣服的人
nodularity	结节状态
nodularity	结核状态
krilium	土壤改良剂
unperson	被冷落的人
unperson	没落人物
ssa	Social
ssa	Security
ssa	Administration
ssa	社会保障总署
balkh	大夏
let	假设
let	出租
let	允许
let	排放
let	让……进入被承包
let	出租屋
let	障碍
somerset	=Somersetshire
somerset	=somersault
discoverist	发现教学法的
discoverist	发现教学法
govern	统治
govern	支配
govern	管理
capsicum	辣椒
flocculus	小叶
flocculus	一丛柔毛
flocculus	谱斑
contracted	收缩了的
contracted	收缩了
contracted	已定约的
contracted	已定约
contracted	契约的
contracted	契约
adjustability	适应性
tv	电视
tv	Tuvalu
tv	图瓦鲁
halation	照相底片上显现的光轮状晕
halation	晕光
halation	白色模糊影像
homolog	相当或相同的事物
homolog	同族体
homolog	相同器官
apologise	=apologize
shirt	衬衫
shirt	衬衣
pessimist	悲观论者
pessimist	悲观主义者
aegisthus	埃癸斯托斯
physicist	物理学者
physicist	唯物论者
mollescent	变软的
mollescent	变软
mollescent	易软化的
mollescent	易软化
mantel	壁炉架
meteorologic	气象的
meteorologic	气象
meteorologic	气象学的
meteorologic	气象学
erda	Energy
erda	Research
erda	and
erda	Development
erda	Administration
erda	能源研究开发署
pussyfoot	偷偷走路
pussyfoot	轻轻地走
pussyfoot	谨慎行事
withdrew	withdraw的过去式
advice	忠告
advice	建议
advice	通知
legislation	立法
legislation	法律的制定
leda	勒达
blocking	舞台场面设计
blocking	舞台调度
blocking	舞台调度
blocking	舞台场面调度设计
blocking	模块化
ovalbumin	卵清蛋白
ovalbumin	卵白蛋白
pelasgian	皮发斯基族的
pelasgian	皮发斯基族
chloe	克洛伊
quintant	五分仪
chromatoscope	彩光折射率计
proteolytic	解蛋白的
proteolytic	解蛋白
proteolytic	蛋白水解的
proteolytic	蛋白水解
lactoproteid	乳蛋白质
fleshcolor	肉色
yellowthroat	黄喉地莺
hyphenise	=hyphenize
intermigration	互相迁徒
trisection	三分
trisection	三等分
pervade	遍及
folksy	和气的
folksy	和气
folksy	有民间风味的
folksy	有民间风味
folksy	友好的
folksy	友好
folksy	无拘束的
folksy	无拘束
snye	支航道
pilliwinks	夹指刑具
salpingogram	输卵管造影图
yatter	瞎聊
pendeloque	鸡心形垂饰
pendeloque	鸡心形挂件
charioteer	战车的御者
fid	大型木钉
fid	厚片食物
axillary	腋窝的
axillary	腋窝
axillary	叶腋的
axillary	叶腋
axillary	腋生的
axillary	腋生
axillary	腋窝的羽翼
honorable	可敬的
honorable	可敬
honorable	荣誉的
honorable	荣誉
honorable	光荣的
honorable	光荣
heathenry	信仰异教
heathenry	异教徒
dignified	有威严的
dignified	有威严
dignified	有品格的
dignified	有品格
netted	用网捕获的
netted	用网捕获
netted	网状的
netted	网状
deuteride	氘化物
rachilla	小穗轴
rachilla	小花轴
scintiscanning	闪烁扫描
materials	原料
gulfweed	马尾藻
commix	混合
clique	私党
clique	小圈子
clique	派系
clique	阀
clique	结党
wallach	=Walach
papilloma	乳突淋瘤
papilloma	刺瘤
triceratops	三角恐龙
theophany	神的出现
jins	需监管的青少年
mayvin	=maven
freehand	凭手画的
freehand	凭手画
freehand	徒手画
freehand	徒手画
retract	缩回
retract	缩进
retract	所卷
retract	收回
retract	取消
retract	撤消
amazing	令人惊异的
amazing	令人惊异
jewelly	戴手饰的
jewelly	戴手饰
jewelly	光彩夺目的
jewelly	光彩夺目
hypogenous	在下着生的
hypogenous	在下着生
hypogenous	下生的
hypogenous	下生
finned	有鳍的
finned	有鳍
finned	有鳍状物的
finned	有鳍状物
saurian	蜥蜴类的
saurian	蜥蜴类
saurian	蜥蜴类
apoplexy	中风
avens	水杨梅属植物
undersupply	对……供应不足
camerawork	摄影操作
retroactivity	追溯既往
hydroski	水橇
reincarnationist	灵魂转世说信徒
goldbrick	称病
goldbrick	欺诈
goldbrick	偷懒
goldbrick	假金砖
goldbrick	懒汉
goldbrick	赝品
miniskirt	迷你短裙
miniskirt	超短裙
bewitch	施魔法于
bewitch	蛊惑
bewitch	迷人
hajji	到麦加朝圣过的伊斯兰教徒
shaef	Supreme
shaef	Headquarters
shaef	Allied
shaef	Expeditionary
shaef	Forces盟国远征军最高统帅部
yirr	狂吠
yirr	咆哮
yirr	怒吼
campylotropous	弯生的
campylotropous	弯生
volscan	立体扫描器
invert	转化的
invert	转化
invert	使颠倒
invert	使转化
invert	颠倒的事物
innocent	清白的
innocent	清白
innocent	无罪的
innocent	无罪
innocent	天真的
innocent	天真
innocent	无知的
innocent	无知
hypnosis	催眠状态
hypnosis	催眠
photonovel	摄影小说
untamed	未驯服的
untamed	未驯服
untamed	不能抑制的
untamed	不能抑制
untamed	难控驭的
untamed	难控驭
tridactyl	有三指的
tridactyl	有三指
sika	挂绳
goumier	参加北非士兵小分队的北非人
coonhound	猎浣熊的猎犬
headachy	头痛的
headachy	头痛
headachy	令人头痛的
headachy	令人头痛
descriptively	叙述地
descriptively	叙述
infamatory	诽谤的
infamatory	诽谤
infamatory	中伤的
infamatory	中伤
vane	风向标
vane	风环
vane	风信旗
vane	变化不定的事物
vane	翼
vane	叶片
assistor	帮助者
surrealistically	超现实主义地
surrealistically	超现实主义
bath	沐浴
bath	浴室
downside	底侧
downside	下降趋势
downside	底侧的
downside	底侧
protandry	雄蕊先熟
planetokhod	行星探索车
dicty	时髦的
dicty	时髦
dicty	富裕的
dicty	富裕
dicty	极好的
dicty	极好
geraniol	香叶醇
indigence	贫乏
indigence	穷困
bonkers	疯狂的
bonkers	疯狂
bonkers	精神不正常的
bonkers	精神不正常
morphographemic	语素字素的
morphographemic	语素字素
lippy	爱顶嘴的
lippy	爱顶嘴
lippy	出言不逊的
lippy	出言不逊
homebuilt	家里做的
homebuilt	家里做
homebuilt	自制的
homebuilt	自制
vernally	春天地
vernally	春天
vernally	青春地
vernally	青春
salyut	"礼炮号"
saprolite	腐泥土
saprolite	残余土
thumbkins	拇指夹
walkathon	步行马拉松
honeydew	蜜汁
honeydew	蜜露
honeydew	甘汁
mort	通知猎物已死的号角声
mort	大量
mort	许多
galvanise	=galvanize
flareback	后曳的火焰
flareback	激烈的反驳
maximin	使得点最多的战术
nostradamus	占卜者
nostradamus	语意含混的预言家
mastfed	饲养的
mastfed	饲养
frolicsome	爱闹着玩的
frolicsome	爱闹着玩
frolicsome	嬉戏的
frolicsome	嬉戏
jeeringly	嘲弄地
jeeringly	嘲弄
motile	能动的
motile	能动
motile	显示活力的
motile	显示活力
motile	运动型
deploitation	开拓
deploitation	经营
maiden	少女
maiden	处女
maiden	未婚的
maiden	未婚
maiden	纯洁的
maiden	纯洁
maiden	处女的
maiden	处女
maiden	无经验的
maiden	无经验
hantu	恶鬼
hantu	鬼
unparallel	不平行的
unparallel	不平行
disjunctive	分离性的
disjunctive	分离性
baseset	基本集
haggard	野鹰
haggard	憔悴的
haggard	憔悴
haggard	野性的
haggard	野性
haggard	形容枯槁的
haggard	形容枯槁
hutted	设在小屋里的
hutted	设在小屋里
debarment	排除
debarment	阻止
fluorescein	荧光素
tiffin	午餐
tiffin	吃午饭
tiffin	供应午餐
wbo	World
wbo	Boxing
wbo	Organization世界拳击组织
bobette	博贝特
pippy	多种子的
pippy	多种子
mealie	玉米
nonfood	非食物的
nonfood	非食物
nonfood	与食物无关的
nonfood	与食物无关
clothesbag	放置换洗物的袋子
liable	有责任的
liable	有责任
liable	有义务的
liable	有义务
liable	易……的
liable	易……
liable	有……倾向的
liable	有……倾向
liable	负有责任的
liable	负有责任
liable	很有可能的
liable	很有可能
oddity	奇异
oddity	古怪
oddity	怪癖
tensometer	=tensiometer
complemental	补足的
complemental	补足
complemental	补充的
complemental	补充
privateersman	私掠船之船员或船长
insipidness	没有味道
insipidness	清淡
thew	肌肉
thew	体力
thew	活力
surd	无道理的
surd	无道理
surd	清音
consonantal	辅音的
consonantal	辅音
consonantal	带辅音性质的
consonantal	带辅音性质
centroplast	中心质体
chaqueta	牛仔所穿的厚外套
viceroyship	总督之任期
viceroyship	职权或辖区
monticulous	=monticulate
unmeasured	不可测量的
unmeasured	不可测量
lowness	低下
lowness	卑贱
lowness	微弱
kidvid	儿童电视节目
frizzy	卷曲的
frizzy	卷曲
recrystallize	再结晶
pub	酒馆
pub	客栈
ferrophosphorous	磷铁
ferrophosphorous	铁磷合金
racecourse	跑马场
racecourse	赛马场
pretreat	预先处理
pretreat	预处理
undescribable	难以笔墨形容的
undescribable	难以笔墨形容
undescribable	难以叙述的
undescribable	难以叙述
lounger	漫步的人
lounger	懒人
fava	蚕豆
evidentiary	证据的
evidentiary	证据
evidentiary	根据证据的
evidentiary	根据证据
duma	杜马
misclassify	对……进行错误的分类
foretime	已往
foretime	过去
excavate	挖掘
excavate	开凿
excavate	挖出
excavate	挖空
monocephalous	具单头状花序的
monocephalous	具单头状花序
equimultiple	等倍数
equimultiple	等倍量
chipping	碎屑
chipping	破片
unexacting	不苛求的
unexacting	不苛求
unexacting	不严厉的
unexacting	不严厉
unexacting	不需付出很大努力的
unexacting	不需付出很大努力
unexacting	容易的
unexacting	容易
baleful	有害的
baleful	有害
baleful	恶意的
baleful	恶意
minstrel	吟游诗人
umbellar	伞状花的
umbellar	伞状花
beethovenian	贝多芬的
beethovenian	贝多芬
beethovenian	贝多芬风格的
beethovenian	贝多芬风格
beethovenian	贝多芬音乐作品的
beethovenian	贝多芬音乐作品
beethovenian	贝多芬音乐爱好者
technism	=technicism
intellective	智力的
intellective	智力
jalopy	破旧车
jalopy	破旧的飞机
astasia	不能站立
quantometer	红外光电栅摄谱仪
quantometer	光谱分析仪
quantometer	光量计
intercollegiate	学院间的
intercollegiate	学院间
filamentary	细丝的
filamentary	细丝
filamentary	似丝的
filamentary	似丝
filamentary	单纤维的
filamentary	单纤维
nyctalopia	夜盲症
millimeter	毫米
rocklike	坚硬如岩石的
rocklike	坚硬如岩石
scatoscopy	粪便检视法
gate	大门
headgear	头饰
headgear	帽子
bacchus	巴克斯
bacchus	酒神
weeksite	水硅钾铀矿
cursive	连接的
cursive	连接
cursive	草书的
cursive	草书
cursive	草书体的
cursive	草书体
cursive	草书
cursive	草书原稿
recantation	取消前言
recantation	改变论调
redhead	红发的人
succumb	屈服
succumb	屈从
succumb	死
forgive	原谅
forgive	饶恕
forgive	宽免之债务
whyever	无论为什么原因
whyever	为什么
tirade	长篇激烈的演说
cleaver	切肉刀
cleaver	切割者
cleaver	突出的悬崖
irrelevantly	不恰当地
irrelevantly	不恰当
irrelevantly	不合适地
irrelevantly	不合适
lumirhodopsin	光视紫红
prepositor	学生自治会主席
prepositor	级长
denominative	有名称的
denominative	有名称
denominative	自名词或形容词派生出来的
denominative	自名词或形容词派生出来
denominative	自名词派生出来的动词
fanwise	成扇形地
fanwise	成扇形
fanwise	如扇形地
fanwise	如扇形
shipment	装船
shipment	出货
gristmill	磨坊
gristmill	磨粉厂
diffusor	=diffuser
vida	维达
contingently	偶发地
contingently	偶发
contingently	临时地
contingently	临时
transformative	有改革能力的
transformative	有改革能力
transformative	变化的
transformative	变化
transformative	变形的
transformative	变形
defile	染污
defile	隘路
valedictory	告别的
valedictory	告别
valedictory	告别词
jimberjawed	下颌突出的
jimberjawed	下颌突出
jimberjawed	有突出下颌的
jimberjawed	有突出下颌
herd	兽群
herd	牧群
herd	把……赶在一起放牧
herd	成群
pyrogravure	烙画术
idolatress	女性的偶像崇拜者
wardmote	区市民会议
quadrinomial	四项的
quadrinomial	四项
quadrinomial	四项式
usts	United
usts	States
usts	Travel
usts	Service
usts	美国旅行社
through	穿过
through	通过
through	从开始到结束
through	经由
through	以
through	从头到尾
through	自始至终
through	直达地
through	直达
through	彻底
through	完全
through	直达的
through	直达
through	直通的
through	直通
hippodrome	跑马场
hippodrome	竞技场
isomerism	异性
jinn	神灵
refuse	拒绝
refuse	谢绝
refuse	废物
refuse	垃圾
future	未来
future	将来
future	前途
future	远景
future	未来的
future	未来
future	将来的
future	将来
erubescent	变红的
erubescent	变红
skimmer	撇乳器
hydropac	太平洋航行危险警报
antonymy	反义词组
bedaze	令眩惑
bedaze	令茫然
bedaze	令不知所措
complyingly	顺从地
complyingly	顺从
complyingly	遵从地
complyingly	遵从
philatelic	集邮的
philatelic	集邮
philatelic	集邮癖的
philatelic	集邮癖
counterpose	使对立
tummler	小丑
tummler	滑稽演员
intersex	阴阳人
intersex	兼具两性特征者
nicker	嘶
nicker	闷笑
nicker	马嘶
nicker	闷笑
disclaim	放弃
disclaim	弃权
disclaim	拒绝
otherness	相异
otherness	不同
otherness	另一物
inquiry	质询
inquiry	调查
gangster	歹徒
gangster	士匪
gangster	强盗
minimap	小地图
jumpy	跳跃的
jumpy	跳跃
jumpy	神经质的
jumpy	神经质
diploblastic	双胚层的
diploblastic	双胚层
reformational	改革的
reformational	改革
