ovulatory	排卵
wooer	追求者
wooer	求爱者
rogallist	罗加洛回收翼伞驾驶员
rogallist	悬挂式滑翔机运动员
detrain	下火车
incipience	起初
incipience	发端
waveringly	摇摆地
waveringly	摇摆
waveringly	摇动地
waveringly	摇动
waveringly	犹豫地
waveringly	犹豫
prelingual	有语言能力前的
prelingual	有语言能力前
hysterically	歇斯底里地
hysterically	歇斯底里
reafforest	在……重新造林
famulus	助手
famulus	私人秘书
duodecimal	十二为单位的
duodecimal	十二为单位
duodecimal	十二分算的
duodecimal	十二分算
duodecimal	十二进制的
duodecimal	十二进制
duodecimal	十二分算
duodecimal	十二进位
duodecimal	十二分之一
dihydroergotamine	双氢麦角胺
storyboard	情节串连图板
cummin	孜然芹
cummin	枯茗
respirate	对……进行人工呼吸
ippf	International
ippf	Planned
ippf	Parenthood
ippf	Federation
ippf	国际计划生育联合会
suborning	行贿
suborning	受贿
suborning	贿赂
axillae	叶腋
krater	双耳喷口杯
commanderia	科姆马迪尔酒(塞浦路斯原骑士团辖区
parc	Palo
parc	Alto
parc	Research
parc	Center
parc	帕洛阿尔托研究中心
shush	嘘!
shush	嘘声
abbreviationist	提倡缩写字的人
abbreviationist	惯用缩写字的人
theia	忒伊亚
antiphon	轮流吟唱的歌
antiphon	唱和
deflect	偏转
nounal	=noun
kirigami	剪纸艺术
distill	蒸馏
distill	提取
distill	滴下
hcg	human
hcg	chorionic
hcg	gonadotrop膜促性腺激素
kilograin	千英厘
kilograin	千格令
msp	Message
msp	Security
msp	Protocol
msp	信息安全协议
immunocompetence	9ImjJnEJ`kCmpIItLns/n免一钚
augustan	奥古斯都的
augustan	奥古斯都
augustan	奥古斯都时代的
augustan	奥古斯都时代
bribe	贿赂
bribe	贿赂
bribe	向……行贿
parashot	反伞兵射手
laceration	破口
dobe	=adobe
copyright	版权
copyright	著作权
zoomimic	模仿动物行动的
zoomimic	模仿动物行动
hectic	脸上发红
hectic	发热的
hectic	发热
hectic	兴奋的
hectic	兴奋
hectic	狂热的
hectic	狂热
hectic	肺病的
hectic	肺病
hectic	脸红
hectic	患肺结核
caren	卡伦
interdiction	禁止
repair	修理
repair	修补
repair	修理
repair	修补
repair	补救
repair	纠正
imperialism	帝国主义
imperialism	帝制
nymphet	仙女般的少女
nymphet	早熟女孩
nymphet	放荡的少妇
decohere	散屑
intercellular	在细胞间的
intercellular	在细胞间
qualified	有资格的
qualified	有资格
chromophile	染性
trackwalker	保养或检查铁路的人员
suffumigate	从下面熏蒸
suffumigate	用烟在下面熏
crombec	非洲短尾小莺
officer	政府官员
officer	军官
officer	警官
officer	船长
officer	指挥
coly	鼠鸟
coly	齿鹑
hereinbefore	以上
hereinbefore	在上文中
dingus	小装置
dingus	那玩意儿
monogamic	=monogamous
bup	British
bup	United
bup	Press英国合众社
stockpot	汤锅
stockpot	什锦锅
stockpot	杂烩锅
arabization	阿拉伯化
sihanouk	西哈努克
jewbaiter	迫害犹太人者
circannian	以一年为一周期的
circannian	以一年为一周期
borsch	罗宋汤
unbonnet	脱帽
unbonnet	除去……的帽子
overspray	不粘附喷涂物
overspray	超范围的喷涂
fiorin	小糠草
easel	画架
easel	黑板架
overfleshed	过肥的
overfleshed	过肥
overfleshed	肥育过度的
overfleshed	肥育过度
toxoplasmosis	弓形体病
toxoplasmosis	弓浆虫病
pulvinus	叶枕
outmaneuvre	以策略制胜
outmaneuvre	以机动性胜过
stereoscopically	实立体镜地
stereoscopically	实立体镜
cocci	球菌
hypermotility	运动过强
osier	柳树
osier	柳条
osier	柳条做的
osier	柳条做
basion	底穴
orobanchaceous	列当科的
orobanchaceous	列当科
handmade	手工的
handmade	手工
handmade	手制的
handmade	手制
numerate	数
numerate	计算
numerate	读
praiseful	赞扬的
praiseful	赞扬
motorcycle	摩托车
motorcycle	机车
infringement	违反
infringement	侵害
argillite	硅质粘土岩
argillite	粘板岩
introspection	内省
introspection	反省
introspection	自省
discobeat	迪斯科节奏
recusancy	不服从
recusancy	不服国教
vibrational	振动的
vibrational	振动
vibrational	摇摆的
vibrational	摇摆
magnification	扩大
magnification	放大倍率
amitrole	氨基三唑
amitrole	杀草强
theaceous	茶科的
theaceous	茶科
chrysarobin	柯桠素
chrysarobin	驱虫豆素
dissaving	动用储蓄
dissaving	支出多于收入
lustring	一种有光泽的丝织物
reseed	再播种于
amphipath	两性分子的
amphipath	两性分子
quicksandy	似流沙的
quicksandy	似流沙
quicksandy	多流沙的
quicksandy	多流沙
pappy	半流质的
pappy	半流质
pappy	糊
deodorise	=deodorize
elocutionary	雄辩术的
elocutionary	雄辩术
elocutionary	演说法的
elocutionary	演说法
hydro	水疗院
blackout	灯火管制
blackout	眩晕
blackout	中断
morphometrics	形态测定
morphometrics	形态特征
experimentize	进行实验
experimentize	进行试验
intertriglyph	=metope
mdr	Minimum
mdr	Daily
mdr	Requirement
mdr	日最低需要量
expugnable	可突击的
expugnable	可突击
expugnable	可攻克的
expugnable	可攻克
ncaa	National
ncaa	Collegiate
ncaa	Athletic
ncaa	Association
ncaa	全国大学生体育协会
nutso	痴狂的
nutso	痴狂
nutso	发疯的
nutso	发疯
nutso	发狂的
nutso	发狂
sulphite	亚硫酸盐
soupcon	少许
soupcon	些微
vanadate	钒酸盐
watchwork	手表机构
semifinished	半完成的
semifinished	半完成
semifinished	半制的
semifinished	半制
semifinished	经轧制的
semifinished	经轧制
percutaneous	经由皮肤的
percutaneous	经由皮肤
percutaneous	经皮的
percutaneous	经皮
wholesaler	批发商
rubricate	加以红字标题
rubricate	以红色书写
beauty	美
beauty	美景
beauty	美好的东西
kneecapping	用枪击穿膝盖骨
interproximal	邻间的
interproximal	邻间
interproximal	邻接近端间的
interproximal	邻接近端间
oceanic	海洋的
oceanic	海洋
oceanic	海洋产出的
oceanic	海洋产出
oceanic	生活于海洋的
oceanic	生活于海洋
graticule	分成小方格以便复制的图形
graticule	显微镜的计数线
graticule	格子线
appulsively	趋向地
appulsively	趋向
appulsively	撞击地
appulsively	撞击
puppetry	木偶
puppetry	傀儡
undreaded	不被惧怕的
undreaded	不被惧怕
undreaded	不被畏惧的
undreaded	不被畏惧
hatty	Harriet
hatty	Harriot
hatty	的昵称
itch	发痒
itch	渴望
itch	疥疮
itch	发痒
itch	渴望
differentiate	区别
differentiate	区分
trainsick	晕火车的
trainsick	晕火车
irised	彩虹色的
irised	彩虹色
argentous	银的
argentous	银
argentous	亚银的
argentous	亚银
avowable	可承认的
avowable	可承认
avowable	可明言的
avowable	可明言
tinner	锡矿工人
bowdlerize	删除不妥的文句
bowdlerize	删改
bowdlerize	修订
pioupiou	法国兵
quakerism	贵格会
bdtr	Burst
bdtr	Data
bdtr	Transfer
bdtr	Rate
bdtr	磁盘在特定的情况下
bdtr	在一个很短的时间段内能够达到的最大数据传输速率。
quiveringly	颤抖地
quiveringly	颤抖
quiveringly	震动地
quiveringly	震动
gertrude	婴儿内衣
plectrum	拨子
plectrum	琴拨
cilia	睫
cilia	纤毛
teacherless	无教师的
teacherless	无教师
teacherless	无师自通的
teacherless	无师自通
bacterioscopy	细菌镜检查法
electroetching	电蚀刻
radiovision	无线电视
snopes	不择手段的商人
costless	不须花钱的
costless	不须花钱
costless	无须付出代价的
costless	无须付出代价
intuitive	直觉的
intuitive	直觉
foresaddle	前部胴体
foresaddle	前脊肉
plasmoid	等离子体团
plasmoid	等离子粒团
radiac	辐射测量器
radiac	辐射计
babesia	巴贝西虫
trawl	拖网
trawl	用拖网捕鱼
beggarweed	山蚂蝗
pluviometer	雨量计
contractual	契约的
contractual	契约
instantiation	实例化
instantiation	例示
apocalypticist	预言大灾难降临的人
endosteum	骨内膜
verbicidal	滥用词语的
verbicidal	滥用词语
verbicidal	歪曲词义的
verbicidal	歪曲词义
saintship	圣徒的地位及品格
purification	净化
misbeseem	=misbecome
winterless	没有冬天的
winterless	没有冬天
winterless	无冬天征象的
winterless	无冬天征象
onlend	转贷
lapel	翻领
hyperbolise	=hyperbolize
plumbiferous	产铅的
plumbiferous	产铅
plumbiferous	含铅的
plumbiferous	含铅
cigar	雪茄
issp	政策计划情报系统
ane	一个的
ane	一个
economic	经济的
economic	经济
economic	产供销的
economic	产供销
economic	经济学的
economic	经济学
condolent	慰问的
condolent	慰问
condolent	哀悼的
condolent	哀悼
ultima	最终的
ultima	最终
ultima	最后一个音节
baboonery	笨拙
baboonery	粗鲁的行为或态度
trackball	跟踪球
mechanistic	机械论学说的
mechanistic	机械论学说
mechanistic	机械论的
mechanistic	机械论
racist	种族主义者
existentialism	存在主义
microcrystalline	微晶的
microcrystalline	微晶
diptera	双翅目
toastmaster	主持人
toastmaster	致敬酒辞者
ornl	Oak
ornl	Ridge
ornl	National
ornl	Laboratory
ornl	国立橡树岭实验所
hrip	hic
hrip	requiescit
hrip	in
hrip	pace
hrip	在此安息
ridgetree	栋木
swap	交换
swap	交换
kinkcough	百日咳
trustless	不可靠的
trustless	不可靠
hypertensive	高血压的
hypertensive	高血压
hypertensive	高血压患者
unhandily	笨拙地
unhandily	笨拙
unhandily	不灵巧地
unhandily	不灵巧
nitwitted	傻的
nitwitted	傻
nitwitted	笨的
nitwitted	笨
nitwitted	糊涂的
nitwitted	糊涂
pharmacologist	药理学家
tribromoacetaldehyde	三溴乙醛
sidebone	叉骨
swivel	旋转
jetton	筹码
venusian	金星的
venusian	金星
venusian	太白星的
venusian	太白星
velvety	象天鹅绒的
velvety	象天鹅绒
velvety	柔软的
velvety	柔软
shovelful	一铲之量
bourse	交易所
quinella	赌前两名
calumniatory	诽谤的
calumniatory	诽谤
calumniatory	中伤的
calumniatory	中伤
nonart	没有艺术价值
nonart	反传统的艺术作品
desiccant	干燥剂
desiccant	使干燥的
desiccant	使干燥
desiccant	去湿的
desiccant	去湿
err	犯错
err	做错
err	犯罪
err	走上歧途
lacombe	拉康姆猪
calotte	半球帽
calotte	头盖帽
calotte	半球状的东西
actinotherapy	射线疗法
doldrums	忧郁
doldrums	赤道无风带
stud	大头钉
stud	钮扣
stud	饰纽
stud	柱头螺栓
stud	马群
stud	用饰纽装饰
stud	散布
bethanechol	乌拉胆碱
bethanechol	氨甲酰甲胆碱
polylysine	多熔素
sandiness	沙质
sandiness	含沙
impenetrable	难以渗透的
impenetrable	难以渗透
aob	Any
aob	Other
aob	Business
aob	其他事
amenity	宜人
amenity	礼仪
linum	亚麻属植物
knackery	老弱家畜屠宰场
stomachic	健胃的
stomachic	健胃
inappreciable	微不足道的
inappreciable	微不足道
chiliad	一千年
hemosiderotic	血铁质的
hemosiderotic	血铁质
platyhelminth	扁形动物
hecate	赫卡特
shirring	褶襞
shirring	装饰性的褶带
amygdala	扁桃形结构
amygdala	如扁桃体
kickshaw	精美菜肴
kickshaw	无价值的饰物
kickshaw	华而不实的小玩意
rowboat	划艇
rowboat	小舟
stigma	污名
stigma	柱头
stigma	气门
stigma	耻辱
pane	长方块
pane	尤指窗格
pane	窗格玻璃
pane	边
pane	面
mnemonical	=mnemonic
joking	戏谑的
joking	戏谑
joking	开玩笑的
joking	开玩笑
internalize	使内在化
afterheat	核子反应炉所产生的残热
predicatively	断然地
predicatively	断然
predicatively	肯定地
predicatively	肯定
mitchell	米切尔
underthings	内衣裤
geist	感性
geist	理智感受性
butterfish	溜滑的鱼
shank	胫
shank	腿骨
genetics	遗传学
chrysograph	中世纪时代用金色或金银色墨水所写的文件
formation	形成
formation	构成
formation	编队
unregistered	未注册的
unregistered	未注册
unregistered	未登记的
unregistered	未登记
intermission	间断
ferruginous	铁的
ferruginous	铁
ferruginous	铁锈的
ferruginous	铁锈
ferruginous	含铁的
ferruginous	含铁
dcs	Dorsal
dcs	Column
dcs	Stimulator脊柱刺激器
tabes	消瘦
lumbaginous	腰痛的
lumbaginous	腰痛
lumbaginous	腰肌痛的
lumbaginous	腰肌痛
pinnatifid	羽状半裂的
pinnatifid	羽状半裂
gadgety	小配件的
gadgety	小配件
gadgety	小玩意的
gadgety	小玩意
gadgety	小发明的
gadgety	小发明
canner	罐头制造商
fleetful	船队数量多
fleetful	大批
iatric	医师的
iatric	医师
iatric	医药的
iatric	医药
iatric	医疗的
iatric	医疗
iatric	药物的
iatric	药物
aroid	天南星科的
aroid	天南星科
sphenoid	楔状的
sphenoid	楔状
sphenoid	楔状骨
sphenoid	蝶骨
vocally	用声音
vocally	用口头
aneurysmal	动脉瘤的
aneurysmal	动脉瘤
sistership	=sisterhood
woolshed	羊毛剪理捆装场
litterbin	废物箱
leukemic	白血病的
leukemic	白血病
marijuana	大麻
marijuana	大麻干叶和花
siderosis	肺铁末沉着症
goatskin	山羊皮
padlock	挂锁
padlock	关闭
padlock	禁止进入
debrief	听取报告
debrief	听取汇报
precursive	=precursory
epidotized	形成绿帘石的
epidotized	形成绿帘石
cacao	可可豆
cacao	可可树
withe	藤条
withe	细枝
withe	用细枝条捆
investigate	调查
investigate	研究
pianette	竖型小钢琴
shmutz	=schmutz
bur	粘附物
softly	柔软地
softly	柔软
softly	温柔地
softly	温柔
nullification	无效
nullification	废弃
nullification	取消
nullification	使无价值
nullification	使变的无用
socioecology	社会生态学
laughingly	笑着地
laughingly	笑着
outcrop	露出地面的岩层
guff	胡说
guff	瞎扯
guff	废话
tother	别的
tother	别
tother	另一个的
tother	另一个
tother	另一
litigate	提出诉讼
thalassochemistry	海洋化学
foucquet	即Fouquet
foucquet	Jehan
foucquet	即
foucquet	Fouquet
foucquet	Nicolas
radiophonics	无线电发出的声音
hypsometer	测高计
unordinary	不平常的
unordinary	不平常
unordinary	不普通的
unordinary	不普通
unordinary	异常的
unordinary	异常
unordinary	少有的
unordinary	少有
unordinary	特别的
unordinary	特别
superterrestrial	地面上的
superterrestrial	面上
superterrestrial	天上的
superterrestrial	天上
superterrestrial	世外的
superterrestrial	世外
abandoner	遗弃者
abandoner	委付者
limited	有限的
limited	有限
limited	狭窄的
limited	狭窄
limited	缺乏创见的
limited	缺乏创见
limited	高级快车
rapaciously	强取地
rapaciously	强取
rapaciously	贪婪地
rapaciously	贪婪
scorecard	记分卡
feasible	可行的
feasible	可行
feasible	切实可行的
feasible	切实可行
incohesive	无凝聚力的
incohesive	无凝聚力
momently	片刻地
momently	片刻
momently	时时刻刻地
momently	时时刻刻
momently	暂时地
momently	暂时
autotomy	自割
identifiability	可辨认性
identifiability	可识别性
identifiability	可鉴别性
worriment	焦虑
worriment	苦恼
slimming	减食疗法
slimming	减轻体重的
slimming	减轻体重
slimming	使苗条的
slimming	使苗条
aboulia	意志力丧失
scatty	疯狂的
scatty	疯狂
scatty	低能的
scatty	低能
anemometry	风力测定
titicaca	Lake
titicaca	的的喀喀湖
armourial	纹章书
armourial	纹章的
armourial	纹章
armourial	徽章的
armourial	徽章
downsizing	减少规模
downsizing	缩小化
derbyshire	德贝郡
asset	资产
asset	有用的东西
poltroon	胆小鬼
poltroon	胆怯的
poltroon	胆怯
gpt	通用终端
doubly	二倍地
doubly	二倍
doubly	双重地
doubly	双重
doubly	双摺地
doubly	双摺
piss	小便
piss	撒尿弄湿
piss	小便
hypergamy	与相同阶层的人结亲
hypergamy	与上层阶层或地位高贵的人联姻
paravent	挡风屏障
contraprop	一对互相反转的螺旋桨
coed	男女合校大学中的女生
coed	男女同学的
coed	男女同学
coed	男女兼收的
coed	男女兼收
coed	对男女都开放的
coed	对男女都开放
subvariety	亚变种
subvariety	从属品种
inquilinism	寄居动物
meniscus	新月
meniscus	半月板
academy	专科院校
academy	研究院
academy	学会
academy	学术团体
academy	学院
leal	忠实的
leal	忠实
leal	诚实的
leal	诚实
inarticulately	口齿不清地
inarticulately	口齿不清
inarticulately	难以表达地
inarticulately	难以表达
inarticulately	笨嘴笨舌地
inarticulately	笨嘴笨舌
cantlet	小部分
cantlet	小段
pekalongan	北加浪岸
snapshoot	快镜拍摄
inspirit	激励
bursiform	囊形的
bursiform	囊形
nifontovite	粒水硼钙石
zinnia	百日草属植物
zinnia	鱼尾菊
beaver	海狸
jarovize	实施人工方法使植物早熟
epicotyledonary	子叶上的
epicotyledonary	子叶上
epicotyledonary	上胚轴的
epicotyledonary	上胚轴
unneutral	非中立的
unneutral	非中立
