epergne	饰盘
word	诺言
word	命令
word	为……措辞
adonai	上帝
adonai	我主
transit	经过
transit	通行
transit	搬运
transit	运输
transit	运输线
transit	转变
transit	横越
transit	通过
transit	经过
transit	通过
transit	中天
transit	经纬仪
flavorful	充满……味道的
flavorful	充满……味道
flavorful	可口的
flavorful	可口
recessionary	衰退的
recessionary	衰退
recessionary	衰退期的
recessionary	衰退期
convention	大会
convention	协定
convention	习俗
convention	惯例
mipmap	MIP映射
cresting	顶饰
pupillometer	瞳孔计
veronal	佛罗拿
veronal	巴比妥
autophyte	自养植物
dedicatory	奉献的
dedicatory	奉献
dedicatory	献呈的
dedicatory	献呈
dedicatory	献纳的
dedicatory	献纳
swabber	负责打扫工作的船员
swabber	拖把
swabber	笨手笨脚的人
swabber	卑鄙的人
sleuthhound	警犬
riba	Royal
riba	Institute
riba	of
riba	British
riba	Architects
riba	皇家建筑师协会
tastefully	风流地
tastefully	风流
tastefully	高雅地
tastefully	高雅
wellingtonian	威灵顿的
wellingtonian	威灵顿
freeborn	生而自由的
freeborn	生而自由
freeborn	自由民的
freeborn	自由民
freeborn	适于自由民的
freeborn	适于自由民
champaign	原野
lille	里尔
agname	绰号
agname	别称
mohican	莫希干人
feebie	联邦调查局特工
rackabones	骨瘦如柴的人
rackabones	瘦马
contributory	贡献人
contributory	捐助者
contributory	贡献的
contributory	贡献
contributory	捐助的
contributory	捐助
abortus	流产胎
alaskan	阿拉斯加人
alaskan	阿拉斯加的
alaskan	阿拉斯加
hungary	匈牙利
surgeonfish	热带鱼的一种
uae	United
uae	Arab
uae	Emirates
uae	阿拉伯联合酋长国
bedroom	卧室
idempotence	幂等性
embalm	涂香油于
embalm	施以防腐剂
embalm	铭记于心
embalm	使不朽
phenylalanine	苯基丙氨酸
suoloco	在本身的位置上
fastidious	难取悦的
fastidious	难取悦
fastidious	挑剔的
fastidious	挑剔
fastidious	苛求的
fastidious	苛求
fastidious	需要复杂营养地
fastidious	需要复杂营养
nonrated	不列等级的
nonrated	不列等级
nonrated	非军士级的
nonrated	非军士级
amethyst	紫水晶
amethyst	紫色
chemiculture	水栽法
moonwatcher	人造卫星轨道观测者
moonwatcher	月球观察者
ribosome	核糖体
legalize	使得到法律认可
legalize	公认
legalize	使合法化
cutis	皮肤
cutis	真皮
cutis	表皮
unnoteworthy	不值得注意的
unnoteworthy	不值得注意
unnoteworthy	不显著的
unnoteworthy	不显著
unnoteworthy	普通的
unnoteworthy	普通
heterogen	异型杂种
ulnar	尺骨的
ulnar	尺骨
mediamorphosis	新闻媒介对事实的篡改
mediamorphosis	传媒歪曲
enunciate	阐明
enunciate	清晰发言
bacteric	细菌的
bacteric	细菌
gerodontics	老人牙医学
prepunch	预先在……上打孔
ridge	背脊
ridge	山脊
ridge	屋脊
ridge	山脉
ridge	犁垄
ridge	起皱
ridge	成脊状延伸
ridge	翻土作垄
attitudinize	装腔作势
uncloak	除去……覆盖物
uncloak	揭露
uncloak	脱去外套
feculence	变浊
feculence	渣滓
feculence	污物
subterconscious	=subconscious
cruller	油煎饼的一种
eurithermophile	`jJErI9W\:mE`Il/
eurithermophile	适广温细菌(fIlIk/
eurithermophile	能在摄能在摄氏零下30度氏零下30度与60度与60度之间存活的之存活的
eurithermophile	能在摄能在摄氏零下30度氏零下30度与60度与60度之间存活的之存活
heah	=here
heah	多用于黑人英语
leigh	利
commanding	指挥的
commanding	指挥
commanding	居高临下的
commanding	居高临下
commanding	发号施令的
commanding	发号施令
talbot	塔尔博特提猎狗
incendijel	易燃胶体
adrenalin	肾上腺素
jib	船首三角帆
jib	起重机的臂
jib	挺杆
jib	移转
jib	踌躇不前
jib	停止不动
cast	投掷
cast	铸件
cast	脱落物
cast	一瞥
cast	演员表
cast	投
cast	抛
cast	投射
cast	浇铸
cast	计算
cast	派
humanoid	有人的特点的
humanoid	有人的特点
epitomist	写节录者
epitomist	写摘要者
counterweigh	使平衡
roc	巨鸟
roc	大鹏
roc	Required
roc	Operational
roc	Capability
roc	要求工作能力
dlitt	doctor
dlitt	of
dlitt	literature/letters
dlitt	文学博士
feme	妇女
feme	妻
feme	女人
recently	最近
pyrogen	热原
strove	strive的过去式
baby	婴孩
caneware	蔗黄陶器
psychologist	心理学者
neophilia	喜欢新奇
neophilia	对新事物的强烈兴趣
stylops	捻翅虫
puddingheaded	愚蠢的
puddingheaded	愚蠢
puddingheaded	愚钝的
puddingheaded	愚钝
gibberish	快速而不清说的言语
gibberish	乱语
lamentoso	哀怨地
lamentoso	哀怨
laboursome	费力的
laboursome	费力
laboursome	吃力的
laboursome	吃力
marianao	马里亚瑙
asshur	=Ashur
exsect	切去
exsect	根除
thermonuclear	高热原子核反应的
thermonuclear	高热原子核反应
thickening	使变厚
thickening	增厚过程
mortimer	莫蒂默
beaune	红葡萄酒的一种
duykerbok	=duiker
hieroglyph	象形文字
hieroglyph	图画文字
mispickel	=arsenopyrite
filipine	菲律宾的
filipine	菲律宾
tumultuate	引起骚乱
tumultuate	引起骚动
tumultuate	使骚乱
tumultuate	使骚动
scholarly	学者气质的
scholarly	学者气质
scholarly	学者风度的
scholarly	学者风度
informality	非正式
dbcp	dibromochloropropane
dbcp	二溴氯丙烷
spaghettini	意大利式特细面条
eschew	避开
eschew	远避
commemorable	该记住的
commemorable	该记住
commemorable	值得纪念的
commemorable	值得纪念
melanosome	黑素体
moor	沼地
moor	沼
moor	荒野
moor	停泊
moor	固定
moor	系住
intracity	市内的
intracity	市内
cathedra	主教的座位
cathedra	权威人士的地位
cathedra	讲座
briarroot	=brierroot
scrubber	洗刷者
beautility	美观实用性
discal	圆盘的
discal	圆盘
discal	盘状的
discal	盘状
breton	法国布里多尼地区的
breton	法国布里多尼地区
breton	法国布里多尼人
primulaceous	报春花科的
primulaceous	报春花科
poodle	狮子狗
poodle	剪毛
kwacha	克瓦查
uroscopy	验尿
supernova	超新星
sinfonia	交响乐
sinfonia	序曲
chingkang	Mountains见Jinggang
chingkang	Mountains
maror	苦菜
oss	open
oss	source
oss	software
oss	开放源代码软件
overstock	进货过多
overstock	过多的进货
overstock	库存过剩
aphony	=aphonia
creeper	爬行者
arborescence	树木状
arborescence	树质
desoxyribose	脱羟核糖
spermatheca	受精囊
hyperparathyroidism	甲状旁腺功能亢进
uniparental	单亲的
uniparental	单亲
uniparental	单性生殖的
uniparental	单性生殖
hexachlorethane	=hexachloroethane
micrometeor	=micrometeoroid
phyllary	叶状苞
phyllary	总苞片
ignimbrite	熔结凝灰岩
ignimbrite	熔灰岩
epidural	硬膜上的
epidural	硬膜上
epidural	硬脑膜外的
epidural	硬脑膜外
rigolette	羊毛头巾
gossipist	=gossip
gossipist	columnist
owi	Office
owi	of
owi	War
owi	Information作战新闻处
conjugality	夫妇
conjugality	夫妇生活
garroter	绞杀者
garroter	勒杀抢劫的强盗
habanero	哈瓦那人
habanero	哈瓦那居民
metamorphose	变形
metamorphose	变质
metamorphose	使变成
hypopselaphesia	触觉迟钝
hypopselaphesia	触觉减退
patina	铜绿
patina	绿锈
patina	薄层
patina	光泽
patina	古色
futility	无益
futility	无用
futility	轻浮的言行
treenail	大木钉
treenail	木栓
locoplant	疯草
locoplant	洛苛草
equanimously	安静地
equanimously	安静
equanimously	镇定地
equanimously	镇定
factious	好搞派系的
factious	好搞派系
factious	好捣乱的
factious	好捣乱
rsv	Revised
rsv	Standard
rsv	Version
rsv	修订标准版
chateaubriand	烤大牛排
kinetoscope	活动电影放映机
satinet	缎纹棉毛呢
handbarrow	搬运工具
handbarrow	手推车
malleolar	踝的
malleolar	踝
mdclxvi	罗马数字
mdclxvi	1666
litotes	间接肯定法
litotes	反语法
obit	讣告
schizophrenic	精神分裂症的
schizophrenic	精神分裂症
manual	手册
manual	指南
manual	手的
manual	手
manual	手动的
manual	手动
manual	手工的
manual	手工
manual	体力的
manual	体力
manual	手册的
manual	手册
manual	实际占有的
manual	实际占有
impressionist	印象主义者
impressionist	印象派作家
uncontrollable	无法控制的
uncontrollable	无法控制
ammoniate	氨化合物
ammoniate	以氨处理
ammoniate	加氨
countercharge	反攻
countercharge	反诉
countercharge	反击
countercharge	反诉
countercharge	反告
manager	经理
manager	管理人员
manager	管理器
slingback	露跟女鞋
mnemotechnics	记忆术
antedate	比正确日期早的日期
antedate	提早日期
antedate	居先
theban	底比斯的
theban	底比斯
theban	底比斯人的
theban	底比斯人
theban	底比斯人
theban	底比斯
exosmosis	外渗
exosmosis	渗入
beetroot	甜菜根
bacteroid	似细菌
bacteroid	细菌状的
bacteroid	细菌状
diapsid	具双窝的
diapsid	具双窝
diapsid	双窝型的
diapsid	双窝型
diapsid	双窝类的
diapsid	双窝类
pyrite	黄铁矿
sweltering	闷热的
sweltering	闷热
sweltering	中暑的
sweltering	中暑
sweltering	酷热的
sweltering	酷热
kirsen	命名
lithotritist	膀胱结石碎石专科医师
archduke	大公
defier	挑战者
defier	对抗者
nanette	纳内特
vhs	Video
vhs	Home
vhs	System
vhs	家用录像系统
natural	自然的
natural	自然
natural	自然界的
natural	自然界
natural	关于自然界的
natural	关于自然界
natural	天生的
natural	天生
natural	天赋的
natural	天赋
natural	普通的
natural	普通
natural	正常的
natural	正常
natural	简单自然的
natural	简单自然
natural	本位号
eliminator	消除者
eliminator	消除器
posthorse	驿马
disprize	轻蔑
disprize	低估
unadaptable	不能适应的
unadaptable	不能适应
unadaptable	不能改编的
unadaptable	不能改编
galoot	笨人
galoot	呆子
appentice	窗前的雨篷
abseil	沿绳滑下法
steamy	蒸汽的
steamy	蒸汽
steamy	多蒸汽的
steamy	多蒸汽
atreus	阿特柔斯
subclavian	锁骨下的
subclavian	锁骨下
subclavian	锁骨下动脉的
subclavian	锁骨下动脉
subclavian	锁骨下神经的
subclavian	锁骨下神经
atomix	Atomix
atomix	Development
atomix	本软件的开发组织
atomix	http://atomix
atomix	yeah
atomix	net
aeroview	空中俯瞰图
unutterably	非言语所能表达地
unutterably	非言语所能表达
nullipennate	无飞行羽的
nullipennate	无飞行羽
separate	分开的
separate	分开
separate	分离的
separate	分离
separate	个别的
separate	个别
separate	单独的
separate	单独
separate	分开
separate	隔离
separate	分散
separate	分别
grutch	抱怨
grutch	发牢骚
grutch	勉强地给
grutch	勉强地准许
bistable	双稳的
bistable	双稳
repristination	恢复原状
klystron	速调管
bialy	比亚利碎洋葱面包卷
restatement	再声明
restatement	重述
spark	火花
spark	火星
spark	闪光
spark	情郎
spark	花花公子
spark	活力
spark	电信技师
spark	瞬间放电
spark	闪烁
spark	发火花
spark	求婚
spark	发动
spark	鼓舞
spark	使有朝气
spark	求婚
genuflect	屈服
scintillant	产生火花的
scintillant	产生火花
scintillant	闪烁的
scintillant	闪烁
halfling	半成年人
halfling	半便士的银币
roydon	克里登
roydon	英国伦敦附近一地名
grobian	粗野而邋遢的人
pictorialize	使图示化
pictorialize	用图画说明
nbw	north
nbw	by
nbw	west
trashsport	体育运动表演
contractive	收缩的
contractive	收缩
contractive	有收缩性的
contractive	有收缩性
coenzyme	辅酶
uncreased	未起褶痕的
uncreased	未起褶痕
uncreased	未弄皱的
uncreased	未弄皱
roxana	罗克珊娜
garote	西班牙的绞刑具
uxoriousness	疼爱妻子
renowned	有名的
renowned	有名
renowned	有声誉的
renowned	有声誉
companionate	伙伴的
companionate	伙伴
companionate	友爱的
companionate	友爱
kook	怪人
kook	疯子
kook	傻瓜
kook	怪癖的
kook	怪癖
kook	疯狂的
kook	疯狂
kook	愚蠢的
kook	愚蠢
ransom	敲诈
ransom	勒索
ransom	赎回
ransom	勒索赎金
tussock	草丛
erom	可擦写只读存储器
cocky	骄傲的
cocky	骄傲
cocky	自大的
cocky	自大
cocky	过于自信的
cocky	过于自信
uncorrectably	无法改正地
uncorrectably	无法改正
uncorrectably	不能补救地
uncorrectably	不能补救
uncorrectably	无望地
uncorrectably	无望
ballpoint	圆珠笔
firethorn	火棘
campstool	轻便折凳
hypopnea	呼吸不足
hypopnea	呼吸浅慢
zarathustra	=Zoroaster
germiston	杰米斯顿
pathos	痛苦
pathos	感伤
pathos	悲怅
pathos	哀婉
cockleboat	轻舟
cockleboat	小舟
spinulescent	带微刺的
spinulescent	带微刺
lemberg	=Lvov
herbartianism	赫尔巴特的学说
herbartianism	赫尔巴特主义
acidimeter	酸比重计
downturn	低迷时期
hereon	关于此
hereon	从此
hereon	在此
chamotte	火泥
chamotte	耐火黏土
unexaminable	难以查讯的
unexaminable	难以查讯
unexaminable	无法测知的
unexaminable	无法测知
unexaminable	无法测定的
unexaminable	无法测定
corridor	走廊
lad	少年
lad	青年男子
lad	伙计
lad	家伙
lithospermum	紫草
taxicab	出租车
evenness	平均
evenness	平等
evenness	平坦
slan	sine
slan	loco
slan	anno
slan	超人
slan	智力和体格超群的人
musca	苍蝇座
cassis	产于欧洲的黑醋栗
cassis	黑醋栗所酿的酒
phanerogamous	开花的
phanerogamous	开花
phanerogamous	有花的
phanerogamous	有花
theatricalize	使成为剧性
theatricalize	使能演出
cooperate	合作
cooperate	协作
unbearably	不堪忍受地
unbearably	不堪忍受
unbearably	忍不住地
unbearably	忍不住
plumulaceous	关于绒羽的
plumulaceous	关于绒羽
mandrill	山魈
peristaltic	蠕动的
peristaltic	蠕动
puritan	清教徒
puritan	清教徒的
puritan	清教徒
aurify	变成金色
aurify	镀金
presswork	印刷
presswork	印刷品
rotator	旋转者
rotator	转动体
aerodynamically	空气动力学地
aerodynamically	空气动力学
programming	规划
programming	设计
spirivalve	有螺状壳的
spirivalve	有螺状壳
spirivalve	螺状的
spirivalve	螺状
dye	染料
dye	染色
dye	染
dye	染
holidayer	度假者
torrify	=torrefy
electoralism	选票至上主义
bleareye	睑缘炎
chunderous	令人作呕的
chunderous	令人作呕
chunderous	令人厌恶的
chunderous	令人厌恶
barf	呕吐
offramp	驶出坡道
offramp	驶出匝道
engraft	灌输
engraft	使牢记
engraft	嫁接
alveolate	蜂窝状的
alveolate	蜂窝状
alveolate	多小孔的
alveolate	多小孔
alveolate	有肺泡的
alveolate	有肺泡
ingenerate	天生的
ingenerate	天生
ingenerate	内在的
ingenerate	内在
yearling	一岁家畜
pigstick	狩猎野猪
aerotrain	悬浮列车
aerotrain	飞行式气垫列车
gatepost	门柱
plaza	广场
plaza	露天汽车停车场
plaza	购物中心
benioff	zone贝尼奥夫带
monogamist	遵守一夫一妻主义的人
monogamist	一夫一妻论者
saint	圣人
saint	道德崇高的人
saint	圣徒
saint	神圣
saint	成为圣徒
interoceptor	内部感受器官
oscular	嘴的
oscular	嘴
oscular	接吻的
oscular	接吻
bouquetiere	加蔬菜作配菜的
bouquetiere	加蔬菜作配菜
juristical	法律的
juristical	法律
juristical	法理学的
juristical	法理学
beseeching	恳求似的
beseeching	恳求似
horsey	马的
horsey	马
horsey	似马的
horsey	似马
notarise	=notarize
micritic	微晶灰岩含量高的
micritic	微晶灰岩含量高
palynology	孢粉学
twitch	骤然一抽
twitch	攫取
twitch	抽搐
twitch	阵痛
twitch	抽动
twitch	急扯
twitch	颤动
twitch	抽搐
twitch	阵痛
twitch	痉挛
fluke	侥幸成功
fluke	意外受挫
fluke	锚爪
fluke	意外的挫折
fluke	侥幸
fluke	倒霉
apsidiole	小半圆壁龛
nicotinize	使中烟碱毒
nicotinize	使中尼古丁毒
umw	United
umw	Mine
umw	Workers
umw	矿工联合会
novocain	奴佛卡因
hetero	异性恋的
hetero	异性恋
hetero	非同性恋者
freebooter	海盗
blanquette	用白醋调味的小牛肉
pluripresence	多地点同时降临
glooming	怒容
glooming	皱眉
metallographic	/
metallographic	金相学的/学的
metallographic	金相学的/学
anteater	食蚁动物
markworthy	=noteworthy
mnas	Member
mnas	of
mnas	the
mnas	National
mnas	Academy
mnas	of
mnas	Sciences
mnas	国家科学院会员
rami	ramus
rami	的复数
airwoman	女飞行家
airwoman	女飞行员
plankton	浮游生物
blenheim	布伦海姆
prominence	突出
prominence	显著
prominence	突出物
rampion	匍匐风铃草
rhamnus	鼠李
