daishiki	=dashiki
reen	排水沟
discifloral	盘状花的
discifloral	盘状花
denaturalise	=denaturalize
reassign	再分配
reassign	再指定
lappet	垂片
tetrarch	一州的四分之一的领主
tetrarch	小王
stunner	把人打昏的人
stunner	绝妙的东西
stunner	出色的人
muslim	穆斯林
muslim	穆罕默德信徒
ayudhya	=Ayutthaya
ceylon	锡兰
echoism	拟声
echoism	形声
navy	海军
esb	electrical
esb	stimulation
esb	of
esb	the
esb	brain
esb	脑的电刺激
exempla	exemplum的复数
samisen	日本三弦
dittybop	笨蛋
schmoll	傻瓜
schmoll	笨蛋
benignantly	仁慈地
benignantly	仁慈
benignantly	有益地
benignantly	有益
benignantly	亲切地
benignantly	亲切
anticyclonic	反气旋的
anticyclonic	反气旋
abasia	步行不能
trabeate	横梁式的
trabeate	横梁式
beetling	突出的
beetling	突出
beetling	悬垂的
beetling	悬垂
vaginated	有鞘的
vaginated	有鞘
vaginated	有叶鞘的
vaginated	有叶鞘
northeasterner	东北人
northeasterner	住在东北部的人
isa	Industry
isa	Standard
isa	Architecture
isa	工业标准结构
neurotransmitter	神经传递素
axiom	公理
azeotropism	=azeotropy
honan	见Henan
hypodermis	真皮
chrismation	搽圣油
archduchy	大公的地位
archduchy	大公国
trivial	琐细的
trivial	琐细
trivial	价值不高的
trivial	价值不高
trivial	微不足道的
trivial	微不足道
augment	增加
augment	增大
augment	增加
endogastric	位于腹中的
endogastric	位于腹中
pseudoinstruction'	NULL)
anile	衰老的
anile	衰老
anile	似老妪的
anile	似老妪
poohed	疲倦的
poohed	疲倦
phenylbenzene	联
mdap	Mutual
mdap	Defense
mdap	Assistance
mdap	Program
mdap	共同防御援助计划
campanological	鸣钟术的
campanological	鸣钟术
campanological	铸钟学的
campanological	铸钟学
noctiflorous	夜间开花的
noctiflorous	夜间开花
gravisphere	引力层
surjective	满射的
surjective	满射
moondoggle	月球探测
indented	锯齿状的
indented	锯齿状
indented	犬牙交错的
indented	犬牙交错
bursarial	会计员的
bursarial	会计员
limpopo	林波波河
cashbook	现金簿
stoma	气孔
stoma	气门
sculk	=skulk
unshifted	未更换的
unshifted	未更换
cemetery	墓地
cemetery	墓
cemetery	公墓
saloniki	=Salonika
petaliferous	长有花瓣的
petaliferous	长有花瓣
kartell	企业联合
kartell	挑战书
drolly	幽默地
drolly	幽默
drolly	诙谐地
drolly	诙谐
slapman	便衣警官
incipient	初始的
incipient	初始
godmother	教母
godmother	名义上母亲
sociosexual	社会群体内性关系的
sociosexual	社会群体内性关系
cst	中央时区
cachaca	巴西朗姆酒
cytopathogenic	致细胞病变的
cytopathogenic	致细胞病变
it	pro
it	它
it	Italy
it	意大利
it	Information
it	Technology
it	信息技术
hemophilia	血友病
arrival	到来
arrival	到达
arrival	到达者
pylorus	幽门
pylorus	幽门部
resemblance	类同之处
ingenuously	率直地
ingenuously	率直
ingenuously	正直地
ingenuously	正直
beryllium	铍
repartee	巧妙的应答
repartee	巧妙应答之才能
isolex	同词线
bmj	British
bmj	Medical
bmj	Journal
accusation	谴责
accusation	指控
mickle	多
trattoria	饮食店
finsen	lamp芬森氏炭弧灯
superficiary	租地造屋者
jarovization	春化作用
jarovization	春化处理
monkeyshine	把戏
monkeyshine	恶作剧
monkeyshine	胡闹
uninhabited	无人居住的
uninhabited	无人居住
uninhabited	杳无人迹的
uninhabited	杳无人迹
macrocosmos	=macrocosm
thrace	色雷斯
throughway	快速道路
inchmeal	逐渐地
inchmeal	逐渐
inchmeal	徐徐地
inchmeal	徐徐
pharmaceutics	配药学
pharmaceutics	制药学
embroider	刺绣
embroider	镶边
embroider	装饰
embroider	给……添油加醋
embroider	绣花
sloop	单桅帆船
effeminize	使柔弱
effeminize	使带女人气
saccate	囊状的
saccate	囊状
saccate	有囊的
saccate	有囊
terbia	氧化铽
ballflower	圆球饰
permissively	许可地
permissively	许可
permissively	自由地
permissively	自由
undercroft	圆顶地下室
queerly	奇妙地
queerly	奇妙
queerly	奇怪地
queerly	奇怪
poortith	贫穷
poortith	贫困
planetologist	行星学家
kongo	刚果人
kongo	刚果语
lion	狮子
lion	社交场合的名流
ciliary	睫毛的
ciliary	睫毛
ciliary	纤毛的
ciliary	纤毛
ciliary	毛状的
ciliary	毛状
reg	注册表信息文件
reg	雷吉
reg	汽车牌照
roorbach	在选举前为中伤敌政而作的诽谤性谣言
electrode	电极
narghile	水烟筒
monopolizer	独占的人
polder	开拓地
polder	开拓
isotach	等风速线
meliaceous	楝科的
meliaceous	楝科
quadraphonic	四声道的
quadraphonic	四声道
degradative	使下降的
degradative	使下降
mixture	混合
mixture	混合物
mixture	混合剂
frippery	便宜而俗艳的服装
frippery	无用的东西
thin	薄的
thin	薄
thin	细的
thin	细
thin	瘦的
thin	瘦
thin	稀少的
thin	稀少
thin	稀疏的
thin	稀疏
thin	稀薄的
thin	稀薄
thin	淡的
thin	淡
thin	空洞的
thin	空洞
thin	使变薄
thin	使变细
thin	使稀少
thin	使淡
thin	变薄
thin	变细
thin	稀少
thin	变淡
thin	薄地
thin	薄
thin	稀疏地
thin	稀疏
thin	微弱地
thin	微弱
thin	细小部分
lanner	猎鹰的一种
lanner	其雌鹰
taiz	塔伊兹
bassi	低音部
bassi	低音歌手
murra	默勒石
equipotential	有相等潜力的
equipotential	有相等潜力
equipotential	等位的
equipotential	等位
equipotential	等电位的
equipotential	等电位
wassail	痛饮
wassail	为……干杯
wassail	祝酒时用的酒
wassail	酒宴
alienable	可让与的
alienable	可让与
mario	马里奥
profoundly	深深地
profoundly	深深
profoundly	衷心地
profoundly	衷心
chitinous	壳质的
chitinous	壳质
bubalis	狷羚
quavery	震音的
quavery	震音
quavery	颤声的
quavery	颤声
frond	叶
frond	植物体
autogyro	旋翼飞机
bathochrome	向红团
areopagy	古希腊的最高法院
unperishing	=immortal
sclerodermatitis	硬化性皮炎
carpometacarpus	腕掌骨
obligee	债权人
remorsefully	极为懊悔地
remorsefully	极为懊悔
parasang	古代波斯的距离单位
lugouqiao	芦沟桥
egghead	有知识者
egghead	受过高等教育的人
egghead	理论家
industrialisation	工业化
dichasial	歧聚伞花序的
dichasial	歧聚伞花序
joning	骂人取笑游戏
pulverise	=pulverize
sandpiper	矶鹞
gynaecoid	女性的
gynaecoid	女性
gynaecoid	似女性的
gynaecoid	似女性
gynaecoid	具女性特点的
gynaecoid	具女性特点
volubility	流利
smtp	Simple
smtp	Message
smtp	Transfer
smtp	Protocol
smtp	简单邮件传输协议
cyclostomatous	有圆口的
cyclostomatous	有圆口
cyclostomatous	圆口动物的
cyclostomatous	圆口动物
boychik	男孩
boychik	小伙子
boychik	小青年
holocrine	全泌的
holocrine	全泌
holocrine	全浆分泌的
holocrine	全浆分泌
telemetry	遥感勘测
telemetry	自动测量记录传导
umpirage	仲裁
sophisticator	诡辩者
sophisticator	矫揉造作者
sophisticator	搀假者
thaumaturgy	奇术
thaumaturgy	魔术
drossy	浮渣一样的
drossy	浮渣一样
drossy	铁渣的
drossy	铁渣
drossy	碎屑的
drossy	碎屑
brownnose	拍马屁
brownnose	拍……的马屁
sahra	=Sahara
protechny	烟火
protechny	烟火的施放
everest	珠穆朗玛峰
canonist	圣典学者
canonist	宗规专家
kcps	kilocycles
kcps	per
kcps	second
kcps	千周[秒
kcps	千赫
state	情形
state	状态
state	国家
state	政府
state	州
state	国家的
state	国家
state	国有的
state	国有
state	国营的
state	国营
state	州的
state	州
state	正式的
state	正式
state	典礼用的
state	典礼用
state	声明
state	陈述
state	规定
inspirer	inspiring启发灵感
inspirer	鼓舞人心的
inspirer	鼓舞人心
ticky	=tickey
skullguard	防护帽
wrangler	争论者
kieserite	硫酸镁石
fixedness	固定
fixedness	稳固
fixedness	不变
dekare	=decare
somal	神经元体细胞的
somal	神经元体细胞
talus	距骨
talus	踝
talus	斜面
casebearer	鞘蛾幼虫
appear	出现
appear	看来
appear	似乎
appear	公开露面
appear	出版
appear	发表
roomie	=roommate
penetrameter	=penetrometer
fluxionary	微分的
fluxionary	微分
fluxionary	不定的
fluxionary	不定
leonora	利奥诺拉
chancellory	=chancellery
facia	招牌
facia	计器板
cameralist	经济学者或官员
bratwurst	德国式小香肠
innumerable	无数的
innumerable	无数
innumerable	数不清的
innumerable	数不清
abridgement	删节
abridgement	缩短
abridgement	删节本
deadbeat	赖债不还的人
deadbeat	游手好闲者
cacotrophia	营养不良
periodically	周期性地
periodically	周期性
periodically	定时性地
periodically	定时性
pookoo	=puku
fifine	菲芬
septenarius	的诗行
pueblo	印第安人村庄
epicondylian	上髁的
epicondylian	上髁
meandrine	成襞皱的
meandrine	成襞皱
meandrine	多纡曲的
meandrine	多纡曲
multifont	多字体
heiress	女性继承人
spiritualization	神灵化
spiritualization	精神化
spiritualization	净化
haematopoiesis	造血作用
haematopoiesis	生血作用
nonrecoverable	无法收回的
nonrecoverable	无法收回
apologia	辩解文
apologia	辩解书
levorotation	左旋转
levorotation	反时钟旋转
forepaw	前脚
forepaw	前蹄
coagulable	可凝结的
coagulable	可凝结
gallery	走廊、戏院、教堂等中最高的楼座
gallery	美术陈列室
gallery	画廊
gallery	图库
eht	extra
eht	high
eht	tension极高压
eht	超高压
pluviograph	自记录雨量计
gastrolith	胃石
rabic	狂犬病的
rabic	狂犬病
bureaucratise	=bureaucratize
merci	谢谢
koorajong	=kurrajong
utensil	器具
shang	商
indecisive	非决定性的
indecisive	非决定性
argo	Jason求取金羊毛所乘之船
argo	南船座
goofus	谷弗斯管
reverently	虔诚地
reverently	虔诚
excoriation	严厉的责难
excoriation	苛责
excoriation	表皮脱落
shillaber	道旁小贩
shillaber	赌摊等诱`人入壳的假顾客
congealment	冻结
congealment	凝结
smallsword	轻剑
kalpak	羊皮帽
kalpak	黑毡帽
send	送
send	寄
send	发送
send	派遣
send	打发
cryptical	秘密的
cryptical	秘密
cryptical	含义模糊的
cryptical	含义模糊
cryptical	神秘的
cryptical	神秘
cryptical	隐藏的
cryptical	隐藏
surrenderor	让与人
surrenderor	让与者
streptovaricin	曲线链丝菌素
mgal	milligal
creophagy	食肉
elation	得意洋洋
elation	兴高采烈
peripheric	=peripheral
vitaphone	维他风
fandom	运动迷
fandom	影迷
babassu	一种巴西棕榈树
smeary	弄脏的
smeary	弄脏
gaucho	高卓人
gaucho	牧人
stingo	烈性的啤酒
toothbrush	牙刷
perusal	熟读
perusal	精读
acromegaly	肢端肥大症
solubilize	增溶
phenakite	=phenacite
map	地图
map	图
map	绘制地图
map	由LINK工具生成的一种文本文件
map	其中包含有被连接的程序的某些信息
map	例如程序中的组信息和公共符号信息等
cloop	砰声
cloop	发砰声
monist	一元论者
nymph	居于山林水泽的仙女
nymph	美丽的少女
micrograph	显微图
micrograph	显微照片
fishybacking	卡车渡运
phenate	酚盐
phenate	石炭酸盐
gallinipper	大蚊子
gallinipper	咬人的昆虫
averment	断言
rounding	制圆
rounding	舍入
rounding	凑整
rounding	圆的
rounding	圆
rounding	环绕的
rounding	环绕
rounding	凑整的
rounding	凑整
cystoscopy	膀胱镜检查
cutie	美人儿
cutie	漂亮的女孩
cutie	讨人喜欢的女人
demagnetization	除去磁性
demagnetization	退磁
collarette	女用围巾
collarette	女用领巾
dhtml	dynamic
dhtml	HTML
dhtml	动态HTML
geanticlinal	地背斜的
geanticlinal	背斜
geanticlinal	具地背斜的
geanticlinal	具地背斜
carbocyclic	碳环形的
carbocyclic	碳环形
metacercaria	后囊蚴
dogginess	象狗
dogginess	爱狗
dogginess	狗臭
quassia	苦木科植物
quassia	由苦木科植物采取的苦味液
quassia	苦木树
hyphenated	带有连字符号的
hyphenated	带有连字符号
influencing	影响的
influencing	影响
phosphoglyceraldehyde	9fCsfEJ`^lIsE^lIsE`rAldEhaId/reIt/
phosphoglyceraldehyde	甘油醛磷岣视退嵫
falange	长枪党
picketboat	警哨巡逻艇
picketboat	侦察艇
picketboat	当值艇
dimidiation	分为两半
dimidiation	切半
paperhanger	裱糊工人
sucre	苏克雷
slaveocracy	美国南北战争前南方的奴隶主集团
alloimmune	同种免疫的
alloimmune	同种免疫
trichinous	旋毛虫病的
trichinous	旋毛虫病
trichinous	患旋毛虫病的
trichinous	患旋毛虫病
hydrosulfuric	含氢及硫的
hydrosulfuric	含氢及硫
photofit	照片拼凑人像法
mandible	下颚
mandible	下颚骨
reforming	重整
unwooded	不长树木的
unwooded	不长树木
unwooded	无树木的
unwooded	无树木
cowpoke	牧牛工
cowpoke	牛仔
nanoplankton	=nannoplankton
debe	罐头
debe	听头
anabantid	热带淡水鱼的一种
neurochemistry	神经化学
sinai	=Sinai
sinai	Peninsula
sinai	西奈山
isoeugenol	异丁子香酚
crapshoot	有风险的事业
epicardium	心外膜
condemnation	谴责
condemnation	指责
condemnation	定罪
heredity	遗传
heredity	形质遗传
periodide	高碘化物
heartiness	诚实
heartiness	热心
precambrian	前寒武纪
precambrian	前寒武层
thule	古人相信存在于世界北端的国家
thule	极北之地
thule	极北之
growthman	主张经济发展政策的人
marcobrunner	莱茵河流域产的白葡萄酒
tweak	拧
loral	眼端的
loral	眼端
connectivity	连通性
laptev	Sea
laptev	拉普帖夫海
arianise	信奉阿里乌教义
rhinopharyngitis	鼻咽炎
situate	使位于
situate	使处于
sackless	无害的
sackless	无害
sackless	软弱无能的
sackless	软弱无能
sackless	麻木的
sackless	麻木
touch	触
touch	触觉
touch	接触
touch	联系
touch	轻触
touch	碰
touch	缺点
touch	格调
touch	接触
touch	触摸
touch	触及
touch	达到
touch	涉及
touch	点缀
touch	使接触
touch	感动
touch	触摸
touch	接近
touch	涉及
touch	提到
proprietory	=proprietary
parachronism	年代记录错误
hecatonchires	赫卡同刻伊瑞斯
hecatonchires	百手三巨人
throstle	画眉鸟
throstle	纺织机的一种
west	西方
west	西部
west	西的
west	西
west	西方的
west	西方
west	向西方
rigidify	僵化
centrally	在中心
centrally	在中央
neotropical	新热带区的
neotropical	新热带区
bundook	步枪
bundook	来复枪
arterial	动脉的
arterial	动脉
balkan	巴尔干半岛的
balkan	巴尔干半岛
oneiromancy	解梦
oneiromancy	圆梦
wacko	古怪的
wacko	古怪
wacko	发疯的
wacko	发疯
harmotome	重十字石
riproaring	喧嚣的
riproaring	喧嚣
riproaring	骚动的
riproaring	骚动
shealing	=shieling
lhd	Litterarum
lhd	Humaniorum
lhd	Doctor古典文学博士
cofferdam	围堰
fleshless	瘦的
fleshless	瘦
fleshless	消瘦的
fleshless	消瘦
fleshless	无肉体的
fleshless	无肉体
fleshless	非物质形体的
fleshless	非物质形体
labourer	劳动者
labourer	劳工
pruth	=Prut
educationist	教育家
educationist	教育理论家
dicast	审判官员
roulette	轮盘赌
roulette	点线机
roulette	转迹线
roulette	刻骑缝孔的齿轮
specialisation	=specialization
neoglacial	新冰川作用的
neoglacial	新冰川作用
ecp	Extended
ecp	Capabilities
ecp	Port
ecp	IEEE1284标准并行通讯标准的一种增强模式
eightsome	轻快的八人舞蹈
kan	赣江
histomorphology	组织形态学
hoarstone	灰色的古石
hoarstone	界石
catacombs	地下墓穴
catacombs	陵寝
salome	萨洛米
salome	萨乐美
racquet	球拍
racquet	拍球戏
racquet	球拍型雪鞋
microphonics	微音扩大学
bubby	乳房
zorille	臭鼬动物
triturator	捣碎者
triturator	粉碎机
triturator	磨粉的人
triturator	捣碎机
portliness	肥胖
portliness	肥大
portliness	威风
kerb	街头的边石
ckd	completely
ckd	knocked
ckd	down
ckd	完全拆开的
ckd	完全拆开
ckd	完全分解的
ckd	完全分解
bedel	捧持校长权标的属员
otary	海狮
prompter	敦促者
novillo	小公牛
henceforward	从今以后
henceforward	自此以后
salable	适于销售的
salable	适于销售
nongovernmental	非政府的
nongovernmental	非政府
nongovernmental	非政治的
nongovernmental	非政治
unadvisable	不得当的
unadvisable	不得当
cruciferae	十字花科
demonize	使成为魔鬼
antimonide	锑化物
yelp	狗吠
yelp	叫喊
yelp	叫喊着说
tyrannic	暴虐的
tyrannic	暴虐
tyrannic	压制的
