balalaika	俄式三弦琴
nitrometer	氮量计
remigial	飞羽的
remigial	飞羽
backroad	乡村道路
chansonnier	歌手
opuntia	仙人掌属植物
omoplate	肩胛骨
sphagna	水苔
sphagna	水苔属
refundable	可偿还的
refundable	可偿还
lebensspur	古生物活动痕迹
fructification	结果实
fructification	结实器官
fructification	果实
unbalance	使能避免的
unbalance	使能避免
unbalance	使心情紊乱
unbalance	失去平衡
unbalance	紊乱
auriscopic	耳镜的
auriscopic	耳镜
postponement	延期
postponement	延缓
bogor	茂物
bitten	咬
greg	格雷格
underdo	使煮得嫩
underdo	使做得不够
underdo	不尽全力做
underdo	不尽全力做
resectoscope	前列腺切除器
shitticism	污言秽语
syncretize	结合
syncretize	融合
trowel	泥铲
trowel	移植泥刀
trowel	用泥铲铲
trowel	用泥铲涂
paganism	异教
paganism	异教信仰
paganism	不信教
remilitarization	重整军备
remilitarization	重新武装
foa	Foreign
foa	Operations
foa	Administration援外事务管理署
westfalen	威斯特法伦
batuque	巴突克舞
embryogenesis	胚胎发生
macroscopical	肉眼可见的
macroscopical	肉眼可见
macroscopical	宏观的
macroscopical	宏观
gyplure	树虫杀
serbia	塞尔维亚
auxiliary	辅助的
auxiliary	辅助
auxiliary	补助的
auxiliary	补助
mascara	染眉毛油
mascara	涂染眉毛油
hmv	His
hmv	Master''s
hmv	Voice"主人之声"牌唱片
apocrine	顶泌的
apocrine	顶泌
apocrine	泌离的
apocrine	泌离
saddlery	马具
saddlery	出售马具的店
jadish	毫无价值的
jadish	毫无价值
jadish	下贱的
jadish	下贱
jadish	精疲力竭的
jadish	精疲力竭
jadish	疲倦的
jadish	疲倦
yearningly	怀念地
yearningly	怀念
yearningly	思慕地
yearningly	思慕
yearningly	同情地
yearningly	同情
accredited	可接受的
accredited	可接受
accredited	可信任的
accredited	可信任
accredited	公认的
accredited	公认
accredited	质量合格的
accredited	质量合格
baloney	胡扯
baloney	大香肠
untransferable	不可转移的
untransferable	不可转移
denehole	白垩洞穴
rutland	拉特兰郡
probatory	=probative
eulogist	赞颂者
eulogist	称赞者
piripiri	刺果薇
piripiri	红辣椒酱
hippopotamus	河马
mixing	混合
mixing	混频
ephebus	的18
ephebus	至20岁男青年
stronghold	要塞
stronghold	据点
nitty	多虱卵的
nitty	多虱卵
nitty	愚蠢的
nitty	愚蠢
nitty	笨的
nitty	笨
overroof	给……盖上屋顶
overroof	给……装顶盖
stichomythia	轮流对白
thoro	完全的
thoro	完全
thoro	彻底的
thoro	彻底
formulation	用公式表示
formulation	明确地表达
formulation	作简洁陈述
dutiable	应纳关税的
dutiable	应纳关税
dutiable	有税的
dutiable	有税
lance	标枪
lance	长矛
lance	矛状器具
lance	捕鲸枪
lance	切开
hyperbolize	运用夸张法
hyperbolize	夸张
hyperbolize	用夸张法表达
hyperbolize	对……大肆夸张
radular	齿舌的
radular	齿舌
edacious	贪吃的
edacious	贪吃
edacious	狼吞虎咽的
edacious	狼吞虎咽
edacious	贪婪的
edacious	贪婪
upbraiding	谴责的
upbraiding	谴责
upbraiding	谴责
seconde	击剑中一种防守姿势
chinagraph	瓷器描笔
ragtop	敞篷汽车
liquefy	液化
chenar	=chinar
wafer	圣饼
wafer	用干胶片封
sheriffwick	=shrievalty
mailcatcher	邮包取送器
rosellen	罗塞伦
overfraught	过于充满的
overfraught	过于充满
overfraught	超载的
overfraught	超载
sailorman	船员
sailorman	水手
hors	不必
hors	……之外
hors	不必
fatback	背部肥肉
gurnet	鲂鱼
koksaphyz	橡胶草
koksaphyz	青胶蒲公英
caressing	爱抚的
caressing	爱抚
caressing	表现爱情的
caressing	表现爱情
caressing	亲切的
caressing	亲切
kernelled	有核仁的
kernelled	有核仁
succinct	简洁的
succinct	简洁
succinct	紧身的
succinct	紧身
succinct	压缩在小范围内的
succinct	压缩在小范围内
adjunction	添加
adjunction	附加
adjunction	附加物
emanate	散发
emanate	发出
emanate	发源
emanate	发散
emanate	放射
cursely	该被诅咒地
cursely	该被诅咒
cursely	该受诅咒地
cursely	该受诅咒
woodwind	木管乐器
mavourneen	宝贝
mavourneen	亲爱的
mavourneen	亲爱
sting	刺
sting	刺痛
sting	针刺
sting	刺
sting	刺痛
sting	刺激
conchy	因良心而逃避兵役者
neoterism	新字
neoterism	新语
contessa	女伯爵
contessa	伯爵夫人
embroglio	=imbroglio
thickly	厚地
thickly	厚
thickly	浓地
thickly	浓
passerine	雀形目的
passerine	雀形目
passerine	雀形目鸟
swbs	southwest
swbs	by
swbs	south
alumina	氧化铝
shlock	=schlock
grinningly	露齿
grinningly	露齿而笑
grinningly	露齿而笑以示
opengl	开放式三维图形库
clapt	clap的过去式及过去分词
midian	米甸
schefflera	鹅掌柴
dmd	Dentariae
dmd	Medicinae
dmd	Doctor
dmd	牙科学博士
dmd	Digital
dmd	Micromirror
dmd	Device
dmd	数字微镜装置
distention	膨胀
distention	延伸
technopsychology	工艺技术心理学
anthropopathism	拟人说
anthropopathism	认为神具有人性的说法
anthropopathism	神与人同感论
tectogenesis	构造运动
pedograph	纸上脚印
semimoist	半潮的
semimoist	半潮
semimoist	微潮的
semimoist	微潮
leisuresuit	便服套装
tightwad	吝啬鬼
statistical	统计的
statistical	统计
statistical	统计学的
statistical	统计学
convivial	欢宴的
convivial	欢宴
convivial	欢乐的
convivial	欢乐
skepticize	=scepticize
rena	丽纳
hydroscope	深水望远镜
premaxilla	前颌骨
barracks	兵营
barracks	许多人居住的简陋房舍
sensualise	=sensualize
patrilocal	居住在男方的
patrilocal	居住在男方
retrocardiac	在心脏后的
retrocardiac	在心脏后
cooperancy	合作
cooperancy	一起工作
amah	奶妈
amah	保姆
amah	女仆
incumbent	职责所在的
incumbent	职责所在
incumbent	负有……义务的
incumbent	负有……义务
talc	滑石
talc	云母
talc	用滑石粉擦
talc	用滑石粉处理
hillcrest	山顶
mpeg	Moving
mpeg	Pictures
mpeg	Experts
mpeg	Group
mpeg	运动图像专家组
excerpt	摘录
excerpt	引用
indulgent	纵容的
indulgent	纵容
glamourize	=glamorize
infractor	破坏
infractor	违反
tipsy	喝醉的
tipsy	喝醉
tipsy	倾斜的
tipsy	倾斜
nitramine	=tetryl
molest	骚乱
molest	困扰
molest	调戏
listee	登记簿上列名者
aspect	样子
aspect	外表
aspect	面貌
aspect	方面
ethnical	人种的
ethnical	人种
ethnical	种族
safebreaking	=safecracking
gliomatosis	神经胶质过多
larksome	好嬉戏的
larksome	好嬉戏
larksome	嬉戏的
larksome	嬉戏
rebut	反驳
phonotype	音标铅字
viscose	纤维胶
nasality	鼻音性
nasality	鼻声
corruption	腐败
corruption	贪污
corruption	堕落
tern	三个一组
tern	燕鸥
aerodynamicist	空气动力学者
aerodynamicist	气体力学者
uscf	United
uscf	States
uscf	Chess
uscf	Federation
uscf	美国国际象棋联合会
license	许可
license	执照
license	许可
license	特许
license	许可
earning	所赚的钱
earning	收入
amphiphyte	两栖植物
esthonian	爱沙尼亚人
secretaryship	书记
secretaryship	秘书等之地位
secretaryship	任期或职权
milquetoast	胆小者
milquetoast	意志薄弱的人
kiddle	鱼梁
kiddle	鱼簖
epidermolysis	表皮松解
cacophony	刺耳的音调
cacophony	不协和音
cacophony	杂音
catchpenny	不值钱的
catchpenny	不值钱
catchpenny	薄利多销的
catchpenny	薄利多销
catchpenny	廉价的商品
suctorial	吸的
suctorial	吸
suctorial	有吸附的
suctorial	有吸附
suctorial	有吸盘的
suctorial	有吸盘
suctorial	吸吮的
suctorial	吸吮
crablike	似蟹的
crablike	似蟹
crablike	似蟹行般的
crablike	似蟹行般
recipe	处方
sporule	小孢子
sporule	孢子
milter	产卵期的雄鱼
bedbug	臭虫
rockabilly	山区乡村摇滚乐
synergize	起增效剂作用
synergize	协同加强……的活动
believer	信徒
failingly	似将消失地
failingly	似将消失
failingly	似将断绝地
failingly	似将断绝
chanterelle	一种食用的蘑菇
translatability	可译
translatability	可译性
unpublicized	未公开的
unpublicized	未公开
unpublicized	未公布的
unpublicized	未公布
unpublicized	未经宣传的
unpublicized	未经宣传
aspermous	无种子的
aspermous	无种子
enchorial	属于某地区
enchorial	古埃及人的通俗文字的
enchorial	古埃及人的通俗文字
oxycarpous	有尖刺果的
oxycarpous	有尖刺果
paediatrics	儿科学
libationer	把酒泼洒在地上祭神者
endemical	=endemic
deify	神化
swoop	突然下降
swoop	猛扑vt攫取
swoop	飞扑
swoop	突然袭击
auriform	耳状的
auriform	耳状
anthropography	人类地理分布学
anthropography	人种志
biquadrate	双二次
biquadrate	四次幂
record	履历
record	档案
record	诉状
record	最高纪录
record	报告
record	唱片
record	记录
record	标明
record	将……录音
record	录音
record	被录音
record	创纪录的
record	创纪录
stringless	无细绳的
stringless	无细绳
stringless	无弦的
stringless	无弦
winegrowing	葡萄种植和葡萄酒酿造业
church	教堂
church	礼拜堂
church	教会
church	教派
church	礼拜
postclitic	后附着词
postclitic	重读词后词
monospermous	单种子的
monospermous	单种子
circumnavigator	世界一周旅行者
misrepresent	误传
misrepresent	不如实地叙述
misrepresent	说假话
adjuster	调停者
adjuster	调节器
fluffhead	轻佻女子
fluffhead	没头脑的女人
fluffhead	傻丫头
eyestrain	眼睛疲劳
brachylogy	简明
brachylogy	省略语
passionate	充满热情的
passionate	充满热情
venom	毒液
venom	恶意
venom	怨恨
venom	放毒
venom	使恶毒
inform	通知
inform	告诉
inform	获悉
inform	告知
dichogamy	雌雄蕊异熟
speak	说话
speak	谈话
speak	说明事实
speak	表示意见
speak	发言
speak	演讲
speak	操
pedology	儿科学
pedology	土壤学
unhealthiness	有病
unhealthiness	不干净的
unhealthiness	不干净
tidings	消息
wga	Writers
wga	Guild
wga	of
wga	America美国作家协会
herbivore	草食动物
supergranule	超米粒
rembrandtesque	伦勃朗风格的
rembrandtesque	伦勃朗风格
autobiography	自传
ozonizer	臭氧发生器
ozonizer	臭氧管
patna	巴特那
woad	菘蓝
woad	靛蓝
woad	用靛蓝染
legitimization	合法化
legitimization	认为正当
demagoguery	群众煽动
demagoguery	散布谣言
demagoguery	煽动行为
askew	歪斜的
askew	歪斜
askew	歪斜地
askew	歪斜
bearably	忍得住地
bearably	忍得住
char	烧焦
semiconscious	半意识的
semiconscious	半意识
satinize	给……打光
unitive	统一的
unitive	统一
spherical	球的
spherical	球
spherical	球形的
spherical	球形
alden	奥尔登
tunisian	突尼斯人
tunisian	突尼斯的
tunisian	突尼斯
tunisian	突尼斯人的
tunisian	突尼斯人
placegetter	获名次者
careen	倾斜
careen	倾
careen	使倾侧
careen	船的倾侧
avp	Antivirus
avp	Program
avp	抗病毒程序
emmer	二粒小麦
aperiodically	不定期地
aperiodically	不定期
kolsun	印度野犬
lincoln	林肯
solo	独奏曲
solo	单独的
solo	单独
reddest	red最高级
gnarled	多瘤的
gnarled	多瘤
gnarled	粗糙的
gnarled	粗糙
affected	受到影响的
affected	受到影响
affected	受侵袭的
affected	受侵袭
affected	假装的
affected	假装
affected	做作的
affected	做作
genuflexion	曲膝
genuflexion	跪拜
platinous	亚铂的
platinous	亚铂
maxisingle	密纹唱片
maxisingle	慢转唱片
peenie	阴茎
cochinos	Bay科奇诺斯湾(即猪湾
teepee	美国印第安人的圆锥形帐篷
triquetral	三棱的
triquetral	三棱
levogyrate	左旋的
levogyrate	左旋
beau	喜修饰者
beau	纨绔子弟
beau	情郎
beau	求爱者
supplementation	增补
supplementation	补充
supplementation	追加
termwise	逐项地
termwise	逐项
supremely	无上地
supremely	无上
supremely	崇高地
supremely	崇高
execution	实行
execution	完成
execution	执行
execution	死刑
execution	制作
execution	破坏效果
execution	杀伤力
homebody	家庭第一主义的男人
homebody	喜欢在家消遣的男人
rube	乡巴佬
rube	土包子
rube	乡巴佬的
rube	乡巴佬
rube	土里土气的
rube	土里土气
impercipient	无知觉的
impercipient	无知觉
impercipient	认识不足的
impercipient	认识不足
israeli	以色列共和国的
israeli	以色列共和国
israeli	以色列共和国民
briquet	硬固燃料
briquet	煤饼
betony	石蚕
folkmote	群众大会
overcunning	过分狡猾
dunt	重击
dunt	陶器的裂痕
dunt	重击
contained	包含
contained	包含
longanimity	忍受
longanimity	坚忍
nerf	冲撞别的汽车
amygdalaceous	扁桃类的
amygdalaceous	扁桃类
amygdalaceous	蔷薇科李属植物的
amygdalaceous	蔷薇科李属植物
immunorepressive	抑制免疫力的
immunorepressive	抑制免疫力
nota	背板
invisibility	看不清
invisibility	看不见的东西
invisibility	难看见
pat	轻拍
pat	小块
pat	轻拍
pat	适时
pat	正好
pat	恰好
pat	恰好的
pat	恰好
pat	合适的
pat	合适
pat	人为的
pat	人为
rhotacize	使r音化
vocative	呼格的
vocative	呼格
vocative	呼唤的
vocative	呼唤
vocative	呼格
cognation	同族
cognation	血亲
cognation	血族关系
tom	雄动物
tom	雄猫
tom	Tom
tom	汤姆
blastomere	分裂球
papyrotype	纸印平版法
savagism	=savagery
conflation	异文合并
munnion	=mullion
ecru	本色的
ecru	本色
ecru	淡褐色
ecru	米色
psychotechnology	心理技术学
pontus	本都
ratguard	板
ratguard	鼠挡
excitedly	兴奋地
excitedly	兴奋
uncreate	使不存在
uncreate	灭绝
emblazonment	纹章装饰
loke	死胡同
tmv	tobacco
tmv	mosaic
tmv	virus
cuprum	铜
scurrilously	下流地
scurrilously	下流
scurrilously	粗野无礼地
scurrilously	粗野无礼
quadrantid	象限仪流星
finback	长须鲸
vitalize	激发
chiseled	凿刻的
chiseled	凿刻
chiseled	轮廓分明的
chiseled	轮廓分明
topstitch	在外面的缝旁缝一道针迹
porbeagle	鼠鲨
brevirostrate	短喙的
brevirostrate	短喙
vassalage	家臣身份
vassalage	隶属
blazer	颜色鲜明的运动夹克
blazer	宣布者
cloudscape	云景
cloudscape	云的风致
alcmene	阿尔克墨涅
gallicism	法语特有的语法
gallicism	另一种语言中法语成语或字句
antique	古物
antique	古董
antique	古时的
antique	古时
antique	过时的
antique	过时
rubensesque	具有鲁本斯绘画特征
owlery	鸮栖息地
owlery	鸮栖息
pteridoid	如蕨类的
pteridoid	如蕨类
filespec'	NULL)
redoubtable	可怕的
redoubtable	可怕
roundline	细圆绳
monarchical	国王的
monarchical	国王
monarchical	帝王的
monarchical	帝王
tetralogy	四部曲
tetralogy	四联剧
tetralogy	四部剧
minimill	小钢铁厂
mormon	摩门教徒
mormon	一夫多妻主义者
laughing	带笑的
laughing	带笑
laughing	可笑的
laughing	可笑
laughing	笑
pacesetter	步调调整者
pacesetter	先导者
teletypewriter	电传打字机
xix	罗马数字
xix	19
massawa	马萨瓦
ballistics	弹道学
ballistics	发射学
lignitize	使变为褐煤
ribbing	肋状组织翅
ribbing	肋骨
ribbing	棱条配置
ribbing	肋材购架
ribbing	田垄
ribbing	玩笑
ettu	原来还有你啊
ettu	布鲁特斯!
minification	缩小倍数
minification	缩率
dentary	牙齿的
dentary	牙齿
dentary	有齿的
dentary	有齿
glamourous	=glamorous
ersatz	代用的
ersatz	代用
ersatz	合成的
ersatz	合成
ersatz	假的
ersatz	假
ersatz	人造的
ersatz	人造
therewith	随其
therewith	与之
therewith	与此
therewith	以其
therewith	于是
coldslaw	=coleslaw
lycopene	番茄红素
troilus	特洛伊罗斯
brainwashing	洗脑
inamorato	情人
inamorato	情郎
anthracite	无烟煤
eccentricity	偏心
eccentricity	古怪
eccentricity	离心率
suety	牛脂一样的
suety	牛脂一样
suety	板油一样的
suety	板油一样
suety	肥油
tubule	小管
tubule	细管
visitator	视察员
visitator	巡查员
methacrylic	甲基丙酸烯
signee	签名者
signee	签字者
bled	流血
hypoptyalism	涎液过少
hypoptyalism	泌涎不足
teller	讲话的人
teller	告诉的人
teller	检票员
kashmiri	克什米尔人
pragmatistic	实用主义的
pragmatistic	实用主义
airborne	空运的
airborne	空运
airborne	空气传播的
airborne	空气传播
airborne	空降的
airborne	空降
monatomic	单原子的
monatomic	单原子
frump	守旧者
frump	邋遢的女人
questioning	质问
denazification	消灭纳粹化
aggeus	=Haggai
recapitalize	调整……的资本
audacious	大胆的
audacious	大胆
audacious	卤莽的
audacious	卤莽
audacious	大胆创新的
audacious	大胆创新
incapsulate	装入胶囊
incapsulate	压缩
quinin	奎宁
fibrocement	石棉水泥
gravity	地心引力
gravity	重力
prolative	补足谓语的
prolative	补足谓语
scentometer	呼吸测污仪
bramble	荆棘
bramble	树莓
bramble	悬钩子
rename	重新命名
rename	再命名
rename	改名
temporarily	临时
phoenician	腓尼基的
phoenician	腓尼基
phoenician	腓尼基人的
phoenician	腓尼基人
phoenician	腓尼基人
subastral	星下的
subastral	星下
subastral	天空下的
subastral	天空下
subastral	地面上的
subastral	面上
