theosophical	神智学
communicate	感染
restlessly	不安地
restlessly	不安
restlessly	慌张地
restlessly	慌张
carmarthenshire	卡马森郡
cadastral	土地清册的
cadastral	土地清册
unsocial	非社会的
unsocial	非社会
unsocial	不合群的
unsocial	不合群
unsocial	不善交际的
unsocial	不善交际
wfdy	World
wfdy	Federation
wfdy	of
wfdy	Democratic
wfdy	Youth世界民主青年联盟
seafront	面向海的一面
seafront	沿海岸而筑的马路
barytron	介子
electrostriction	/
electrostriction	电致伸缩的kFLn/
electrostriction	电致伸缩
toga	宽外袍
toga	参议员的职位
underpinning	基础
underpinning	支柱
underpinning	支撑
lindy	林迪舞
lindy	跳林迪舞
palkee	=palanquin
calibre	口径
ahull	卷帆并转舵于下风
agrimony	龙牙草
agrimony	仙鹤草
agrimony	大麻叶泽兰
carnivore	食肉动物
carnivore	食肉类
carnivore	食肉动物
carnivore	食虫植物
juge	法官
belgique	=Belgium
rhombohedron	菱面体
floppily	叭塌叭塌响地
floppily	叭塌叭塌响
floppily	懒散地
floppily	懒散
cryptococcus	aI隐球酵母
cryptococcus	隐球菌
callant	青年
callant	少年们
plantigrade	脚掌着地行走的
plantigrade	脚掌着地行走
plantigrade	跎行的
plantigrade	跎行
plantigrade	跎行类的
plantigrade	跎行类
plantigrade	踯行动物
solenoglyph	管牙类毒蛇
spr	Society
spr	for
spr	Psychical
spr	Research心灵研究学会
sclaff	轻拍
sclaff	轻拍声
terabit	兆兆位
infernally	恶魔似地
infernally	恶魔似
infernally	可憎地
infernally	可憎
meniscoid	新月形的
meniscoid	新月形
meniscoid	凹凸的
meniscoid	凹凸
gangplank	跳板
gangplank	踏板
sully	玷污
troupe	剧团
vibriocidal	杀弧菌的
vibriocidal	杀弧菌
pindaric	Pindar
pindaric	Pindar
pindaric	风格的诗
rallicar	四人座的小型二轮马车
schoolboy	男学生
gametocyte	配子细胞
corresponding	相应的
corresponding	相应
corresponding	通讯的
corresponding	通讯
reintroduction	再介绍
reintroduction	再引入
bitterish	稍苦的
bitterish	稍苦
bitterish	带苦味的
bitterish	带苦味
hieroglyphologist	象形文字学/y/9haIErE^lI`fClEdVI/
hieroglyphologist	象形文字学
saseno	=Sazan
retinoblastoma	眼癌
smaragd	祖母绿
smaragd	纯绿柱石
quintain	枪靶
quintain	刺枪靶
quota	配额
quota	限额
amplexus	抱合
overceiling	超过最高限度的
overceiling	超过最高限度
overceiling	超出最高限额的
overceiling	超出最高限额
cataphatic	用肯定方法所得的
cataphatic	用肯定方法所
laf	Louisiana
laf	French
laf	路易斯安那州人讲的法语
snorter	发出噪音的东西
snorter	强烈的打击
orientalist	东方通
orientalist	东方学者
bitsy	小的
bitsy	小
bitsy	极小的
bitsy	极小
twirler	军乐队
ackey	西非黄金海岸用银元
ackey	电镀用的硝酸硫酸混合液
pogonotomy	剃须
stockbrokerage	证券经纪商的业务
stockbrokerage	证券交易
tactometer	触觉测量器
albumin	清蛋白
albumin	白蛋白
chive	细香葱
dought	dow的过去式
coalfish	黑鳕
schlockmaster	劣货制造者
schlockmaster	次品制作者
zither	筝
zither	齐特琴
zither	扁琴
gunstock	枪托
runch	=white
runch	charlock
monodomous	同巢的
monodomous	同巢
obelise	加上剑号或疑问号
sjambok	粗皮鞭
horizontal	地平线的
horizontal	平线
horizontal	水平的
horizontal	水平
scivvy	=skivvy
demilance	短矛
demilance	短矛骑士
curling	苏格兰的冰上掷石游戏
curling	头发的卷曲
curling	卷缩
photonuclear	光核的
photonuclear	光核
photonuclear	光致核反应的
photonuclear	光致核反应
raconteuse	健谈的女人
raconteuse	女说书者
viseite	磷方沸石
anthropolater	人类崇拜者
asymmetric	不均匀的
asymmetric	不均匀
asymmetric	不对称的
asymmetric	不对称
openable	能开的
openable	能开
fluoridate	在饮水中加少量之氟
bifolium	对折的书页
leer	淫荡的目光
leer	恶意的目光
leer	送秋波
leer	斜视
congealer	冷藏器
kissableness	美丽而令人想吻的人
gunther	巩特尔
deadweight	自重
deadweight	重负
pvt	pressure
pvt	volume
pvt	temperature
pvt	压力、体积、温度
counterchange	使互换位置
counterchange	变换
counterchange	使交错
ghostly	可怕的
ghostly	可怕
epitope	抗原决定部位
epitope	抗原决定基
climatically	气候上
climatically	风土上
overemployment	雇佣过多
fellowman	人
fellowman	同胞
wtc	World
wtc	Trade
wtc	Center
wtc	美国世界贸易中心
deputation	代表团
facsimile	摹写
facsimile	传真
streamy	多溪流的
streamy	多溪流
streamy	多河流的
streamy	多河流
streamy	多水流的
streamy	多水流
streamy	流水般的
streamy	流水般
virilism	男性化现象
undisposed	无倾向的
undisposed	无倾向
undisposed	未分配的
undisposed	未分配
instantial	实例的
instantial	实例
instantial	提供实例的
instantial	提供实例
erotophobic	憎恶性爱的
erotophobic	憎恶性爱
erotophobic	性爱恐怖的
erotophobic	性爱恐怖
cosurveillance	共同监督
revert	回复
carrottop	红发的人
valise	小提箱
harlot	妓女
harlot	人尽可夫之女人
creta	白垩
creta	漂白土
kitakyushu	北九州
chalcophanite	黑锌锰矿
true	真实的
true	真实
true	真正的
true	真正
true	忠实的
true	忠实
true	忠诚的
true	忠诚
true	正确的
true	正确
incontrollably	不能控制地
incontrollably	不能控制
incontrollably	不能支配地
incontrollably	不能支配
restriction	限制
restriction	约束
misnomer	用词不当
osee	=Hosea
kakinada	卡基纳达
moline	风车式的
moline	风车式
dpl	diplomat
michaelmas	米迦勒节
vestiary	衣服的
vestiary	衣服
vestiary	服装的
vestiary	服装
vestiary	衣帽间
vestiary	藏衣室
civilisation	=civilization
arcifinious	天然疆界的
arcifinious	天然疆界
leatherworking	皮革制作
leatherworking	皮革加工
magnesite	菱镁矿
saltigrade	跳行型的
saltigrade	跳行型
cristated	有冠的
cristated	有冠
cristated	冠状的
cristated	冠状
teleonomy	目的性
dysteleology	无目的论
dysteleology	生活或自然之漫无目标
polarize	两极分化
lollardism	罗拉德派的教义及信仰
dealing	行为
dealing	交易
mullein	毛蕊花属的植物
telesport	瞬间移动
cabalistic	神妙的
cabalistic	神妙
cabalistic	犹太教神秘哲学的
cabalistic	犹太教神秘哲学
thingamabob	=thingumbob
rainbird	报雨鸟
rainbird	雨信鸟
rainbird	绿啄木鸟
swindle	诈骗
swindle	诈骗
snooper	刺探者
snooper	窥探者
unarguable	无可争辩的
unarguable	无可争辩
bludgeon	大头棒
instinctive	本能的
instinctive	本能
alawite	阿拉维派教徒
sulfuret	硫化物
masterplan	根据总体规划设计
bombinate	发嗡嗡声
mesenteron	中肠
oligocarpous	几乎没有果实的
oligocarpous	几乎没有果实
oligocarpous	果实不多的
oligocarpous	果实不多
limosis	空腹
limosis	饥饿
kinetograph	活动电影摄影机
donum	德南
zagazig	扎加齐格
exacerbation	恶化
exacerbation	激怒
exacerbation	增剧
gaberdine	工作服
gaberdine	华达呢
micra	micron的复数
defensibly	可辩护地
defensibly	可辩护
defensibly	可保卫地
defensibly	可保卫
unconditioned	无条件的
unconditioned	无条件
gigameter	百万公里
historicizer	撰史者
jeremiah	耶利米
jeremiah	耶利米书
rwanda	卢旺达
hangtime	悬空时间
nasserite	纳赛尔的支持者
nasserite	纳赛尔主义者
contorniate	边缘内有槽的
contorniate	边缘内有槽
lockmaster	闸门监视人
regally	为王
regally	象帝王地
regally	象帝王
hammam	澡堂
hammam	浴室
lamaite	喇嘛教徒
sunkissed	受阳光照射的
sunkissed	受阳光照射
bosh	胡说
bosh	空话
bosh	胡说
orsk	奥尔斯克
purlieu	森林边缘带
purlieu	常去的地方
purlieu	界限
purlieu	范围
chocho	=choko
haematocyte	血细胞
haematocyte	血球
milanese	米兰人
milanese	米兰的
milanese	米兰
overseer	监督
overseer	工头
quickening	复生
quickening	活泼
quickening	兴奋
quickening	胎动初觉
corrugate	弄皱
corrugate	起皱
corrugate	成波状
threnody	悲歌
threnody	哀歌
cryptanalyze	用密码分析法破译
debridement	清创术
debridement	扩创术
drammock	用冷水调和的燕麦粉
pricer	评价的人
pricer	问价而不买的客人
ichthyologic	鱼类学的
ichthyologic	鱼类学
extortive	敲诈的
extortive	敲诈
extortive	勒索的
extortive	勒索
extortive	强求的
extortive	强求
extortive	逼取的
extortive	逼取
hypaesthesia	感觉减退
hypaesthesia	感觉迟钝
uvulitis	悬雍垂炎
spirochaeta	=spirochaete
revivable	可苏醒的
revivable	可苏醒
osteologist	骨学家
propagable	可推广的
propagable	可推广
propagable	可传播的
propagable	可传播
applicably	可适用地
applicably	可适用
applicably	适当地
applicably	适当
piscatology	捕鱼学
valkyr	瓦尔基里
homage	敬意
bicolor	二色的
bicolor	二色
rediffusion	转播
kinematograph	电影放映机
denervate	切除神经
sidesplitting	令人捧腹大笑的
sidesplitting	令人捧腹大笑
serpentinous	蛇纹石的
serpentinous	蛇纹石
petaled	有花瓣的
petaled	有花瓣
shingle	鹅卵石
shingle	小招牌
minorite	小兄弟会修士
saucy	漂亮的
saucy	漂亮
voudou	=voodoo
telegoniometer	遥测角计
telegoniometer	无线电测向仪
multifactor	多种因素的
multifactor	多种因素
multifactor	多因子的
multifactor	多因子
animosity	仇恨
animosity	憎恶
orology	山理学
microvessel	微脉管
parcener	共同继承人
ecumenist	泛基督教主义者
slumgum	蜂房内残留的渣滓
shuddering	发抖的
shuddering	发抖
shuddering	震动的
shuddering	震动
wildcatter	投机份子
wildcatter	创业不可靠企业者
smart	刺痛
smart	痛苦
smart	巧妙的
smart	巧妙
smart	聪明的
smart	聪明
smart	漂亮的
smart	漂亮
smart	潇洒的
smart	潇洒
smart	刺痛的
smart	刺痛
smart	剧烈的
smart	剧烈
smart	厉害的
smart	厉害
smart	敏捷的
smart	敏捷
smart	刺痛
smart	懊恼
smart	轻快地
smart	轻快
smart	严厉地
smart	严厉
smart	灵巧地
smart	灵巧
smart	精确的
smart	精确
smart	时髦地
smart	时髦
smart	大大的
smart	大大
spence	思朋斯
rheologic	流变学的
rheologic	流变学
hematoblastic	血小板的
hematoblastic	血小板
hematoblastic	血胚细胞的
hematoblastic	血胚细胞
angor	极为痛苦
angor	绞痛
petroleum	石油
limbo	地狱的边境
limbo	监狱
retook	retake的过去式
powerful	强大的
powerful	强大
powerful	有力的
powerful	有力
weakly	虚弱地
weakly	虚弱
weakly	软弱地
weakly	软弱
weakly	有病地
weakly	有病
weakly	虚弱的
weakly	虚弱
weakly	软弱的
weakly	软弱
weakly	有病的
weakly	有病
vomitive	呕吐的
vomitive	呕吐
vomitive	使呕吐的
vomitive	使呕吐
cyborg	电子人
cyborg	半机械人
backroom	后屋
backroom	密室
backroom	暗中的
backroom	暗中
backroom	私下的
backroom	私下
backroom	密谋策划的场所
backroom	秘密完成的
backroom	秘密完成
recommission	重新委任
recommission	把
recommission	再编入服役
dies	死
dies	去逝
aether	乙醚
aether	醚
aether	以太
aether	能媒
aether	太空
aether	苍穹
hemagglutinate	使红血球凝聚
flab	松弛
detonate	引爆
abelmosk	黄葵
unstriped	无条纹的
unstriped	无条纹
unstriped	非横纹的
unstriped	非横纹
colossians	歌罗西书
somnial	梦的
somnial	梦
somnial	睡梦中的
somnial	睡梦中
affricative	塞擦音的
affricative	塞擦音
roadster	跑车
roadster	流浪者
encirclement	环绕
writ	文书
writ	正式文件
writ	书面命令
renegotiation	重新谈判
renegotiation	重新商议
capric	公山羊的
capric	公山羊
enforceable	可强行的
enforceable	可强行
enforceable	可强迫的
enforceable	可强迫
enforceable	可实施的
enforceable	可实施
enterogastrone	肠抑胃素
pesticide	杀虫剂
gynecologist	妇科医生
dissatisfied	不满意的
dissatisfied	不满意
dissatisfied	不高兴的
dissatisfied	不高兴
say	说
say	讲
say	背诵
say	念
say	表示
say	比方说
say	假定
say	话语
say	想说的意见
say	发言权
disarray	混乱
anonyma	无名动脉
anonyma	头臂干
excision	切除
excision	删除
excision	逐出教会
variolate	给……接种人痘
variolate	给……引痘
oarsman	划手
oarsman	划桨者
ribose	核糖
archivist	案卷保管人
availability	可用性
availability	有效性
availability	实用性
rug	地毯
rug	垫子
macrocytosis	大红细胞症
mex	墨西哥人
dictation	听写
dictation	口述
unwove	unweave的过去式
tearproof	撕不破的
tearproof	撕不破
baniyas	巴尼亚斯
basketwork	编织物
collapsar	为blackhole之别称
collapsar	黑洞
hapenny	=halfpenny
voe	小海湾
assignment	分配
assignment	委派
assignment	任务
assignment	作业
prisunic	独价商店
pony	小型马
pony	付清
pony	小型的
pony	小型
pony	每日摘要的
pony	每日摘要
grappa	格拉巴酒
syngas	合成气
tridental	=trident
kuchen	德国式的蛋糕
kuchen	糕点
explant	移植
explant	外植体
rarp	Reverse
rarp	Address
rarp	Resolution
rarp	Protocol
rarp	逆向地址解析协议
statecraft	管理国家的本领
dismally	阴暗地
dismally	阴暗
dismally	沉闷地
dismally	沉闷
asprawl	伸开手足躺卧的
asprawl	伸开手足躺卧
asprawl	伸开手足躺卧地
asprawl	伸开手足躺卧
aerotaxis	趋氧性
aerotaxis	趋气性
kheth	希伯莱文的第八个字母
hemiterpene	半松油精
cleanness	清洁
cleanness	洁白
cableship	海底电缆敷设船
regale	享受
retroperitoneal	腹膜后的
retroperitoneal	腹膜后
his	pro
his	他的
his	他
waterlogged	浸满水的
waterlogged	浸满水
waterlogged	涝的
waterlogged	涝
mouchoir	手帕
telomer	调聚物
totipalmation	全蹼
basan	书面羊皮
basan	栎鞣羊皮革
smug	自鸣得意的
smug	自鸣得意
bicorporeal	有两个身体的
bicorporeal	有两个身体
bicorporeal	有两个主要部分的
bicorporeal	有两个主要部分
staves	杖
staves	棍
excrescence	瘤
excrescence	赘生物
beltway	环路
beltway	环形公路
nimblewit	机灵的人
nimblewit	聪明的人
physiognomic	相术的
physiognomic	相术
physiognomic	人相的
physiognomic	人相
wonted	习惯的
wonted	习惯
wonted	惯例的
wonted	惯例
carcinosarcoma	癌肉瘤
rowland	ring
rowland	罗兰环
paragraphia	书写倒错
paragraphia	错写
squantum	烤蛤野餐会
fisherman	渔民
fisherman	渔夫
psychognosy	=psychognosis
ogham	欧甘碑文
thailand	泰国
confiscator	没收
confiscator	充公
railwayed	有铁路的
railwayed	有铁路
lowercase	小写字母
ditchwater	沟中的死水
ausgleich	协定
ausgleich	条约
cowrie	宝贝科宝贝
cowrie	货贝
unphilosophical	非哲学的
unphilosophical	非哲学
unphilosophical	缺乏哲理的
unphilosophical	缺乏哲理
fumarate	延胡索酸盐
khowar	科瓦语
asid	American
asid	Society
asid	of
asid	Industrial
asid	Designers
asid	美国工业设计师协会
deeryard	鹿群过冬的地方
hundredthly	第一百个地
hundredthly	第一百个
telegonus	忒勒戈诺斯
naeb	National
naeb	Association
naeb	of
naeb	Educational
naeb	Broadcasters
naeb	全国教育播音员协会
crenated	圆锯齿状的
crenated	圆锯齿状
sedimentation	沉淀
sedimentation	沉降
puzzler	使困惑的人
puzzler	难题
polystome	多口孔体
novelist	小说家
disaster	灾难
disaster	天灾
disaster	灾祸
doer	行为者
doer	实干家
amplectant	攀附的
amplectant	攀附
loanee	债务人
loanee	借入者
doxy	淫妇
doxy	娼妇
gluttonize	暴食
landau	一种四轮马车
landau	同型的旧式汽车
taxi	出租汽车
taxi	乘坐出租汽车
randomly	随便地
randomly	随便
randomly	未加计划地
randomly	未加计划
feuilleton	报纸下面的专栏
feuilleton	小品
nidi	nidus的复数
roburite	罗必赖特
quercitrin	栎素
canicular	天狼星的
canicular	天狼星
canicular	酷暑期的
canicular	酷暑期
kitbag	旅行皮包
kitbag	行囊
kitbag	背包
teaspoonful	一茶匙的量
admire	赞美
admire	钦佩
admire	羡慕
whitefly	粉虱
wadding	软填料
wadding	纤维填料
wadding	棉胎
manille	=manilla
hutch	养小动物的圈栏
hutch	笼
hutch	茅屋
hutch	小舍
hutch	把……装箱
thermate	混合燃烧剂
handsaw	手锯
dictagraph	窃听器
eleanora	埃莉诺拉
iotp	Internet
iotp	Open
iotp	Trading
iotp	Protocol
iotp	Internet开放贸易协议
unventilated	不通风的
unventilated	不通风
unventilated	空气不流畅的
unventilated	空气不流畅
unmortgaged	未抵押的
unmortgaged	未抵押
lactogen	催乳激素
djawa	=Java
redemandable	再要求的
redemandable	再要求
redemandable	要求归还的
redemandable	要求归还
