presidiary	驻防
indeterminate	模糊的
indeterminate	模糊
nicety	美好
nicety	准确
nicety	精密
nicety	纤细
unpersuaded	不被说服的
unpersuaded	不被说服
unpersuaded	未被说服的
unpersuaded	未被说服
anabaptist	再洗礼论者
anabaptist	再洗礼教徒
stope	采矿场
stope	在采矿场采矿
vaticanist	梵蒂冈主义者
vaticanist	教皇至上论者
anguilla	安圭拉岛
rectilineal	直线的
rectilineal	直线
rectilineal	哥特式建筑的
rectilineal	哥特式建筑
prefade	给作预退色
gatetender	看管铁路平交道栅栏的人
depilitant	去毛剂
depilitant	去毛药
corresponsive	反应的
corresponsive	反应
corresponsive	相当的
corresponsive	相当
exhibit	展出
exhibit	陈列
exhibit	展览品
exhibit	陈列品
exhibit	展品
exhibit	展示
underclub	使用达不到射距要求的球棒
perfect	完成式
perfect	完美的
perfect	完美
perfect	全然的
perfect	全然
perfect	理想的
perfect	理想
perfect	正确的
perfect	正确
perfect	熟练的
perfect	熟练
perfect	精通的完成式的
perfect	精通的完成式
perfect	使完美
perfect	修改
perfect	使熟练
wirehaired	硬毛的
wirehaired	硬毛
eta	希腊语字母的第七字
granulocytopenia	粒细胞减少
cotoneaster	枸子属植物
longinquity	长久
longinquity	久远
symptomatical	=symptomatic
mandan	曼丹人
mandan	其语言
intake	引入的量
demagnetise	=demagnetize
hematology	血液学
brainfag	脑疲劳
actionist	行动主义者
staple	钉书钉
staple	钉
staple	主要产品
staple	原材料
staple	主要成分
staple	来源
staple	主要的
staple	主要
staple	常用的
staple	常用
staple	大宗生产的
staple	大宗生产
staple	把……分类
staple	把……分级
outside	外面
outside	外表
outside	外界
outside	外面的
outside	外面
outside	外表的
outside	外表
outside	外界的
outside	外界
outside	在外面
outside	外表
outside	出界
outside	在……外
crudeness	天然的状态
crudeness	不成熟
crudeness	生硬
poikilitic	嵌晶结构的
poikilitic	嵌晶结构
poikilitic	嵌晶状的
poikilitic	嵌晶状
periphrasis	迂回说法
barnaby	巴纳比
rurban	靠近都市之农村的
rurban	靠近都市之农村
pancratium	揉合拳击和摔交的古代希腊竞技
viewpoint	观点
banaban	巴纳巴岛人
banaban	巴纳巴岛人的
banaban	巴纳巴岛人
banaban	巴纳巴岛的
banaban	巴纳巴岛
snakeskin	蛇皮
snakeskin	蛇的熟皮
splenii	splenius的复数
postulate	假定
postulate	基本条件
postulate	基本原理
postulate	要求
postulate	假定
postulate	要求
triac	三端双向可控硅开关元件
fibrinuria	纤维素尿
fibrinuria	纤维蛋白尿
braid	编织
braid	编织物
noxious	有害的
noxious	有害
ulcerously	溃疡性地
ulcerously	溃疡性
ulcerously	患溃疡地
ulcerously	患溃疡
mezcaline	=mescaline
bertha	贝莎
overprotection	过度保护
whoremaster	=whoremonger
diffused	散布的
diffused	散布
diffused	普及的
diffused	普及
diffused	扩散的
diffused	扩散
generator	发电机
generator	发生器
inequivalve	两片壳不等瓣的
inequivalve	两片壳不等瓣
moral	道德的
moral	道德
moral	精神的
moral	精神
moral	道德
posnet	金属锅
posnet	金属器皿
polynosic	高湿模量粘胶纤维的
polynosic	高湿模量粘胶纤维
polynosic	高湿模量粘胶
valueless	不足道的
valueless	不足道
undeclined	无字尾变化的
undeclined	无字尾变化
sargassum	马尾藻类海草
appetite	食欲
appetite	胃口
appetite	欲望
appetite	爱好
iconomatic	用图像表示
iconomatic	名称的
iconomatic	名称
unlikelihood	未必有
unlikelihood	不可信
soudanese	=Sudanese
biostatistics	生物统计学
frass	蛀屑
frass	幼虫的粪便
touchline	边线界线
otalgic	耳痛的
otalgic	耳痛
pulsation	跳动
pulsation	有节奏地跳动
pulsation	震动
nonreturnable	不能退还的
nonreturnable	不能退还
nonreturnable	不能退给卖主的
nonreturnable	不能退给卖主
mysost	挪威乳清干酪
les	Lesbian女子们
latterly	最近地
latterly	最近
latterly	后来
polyonymous	多名的
polyonymous	多名
equipped	装备
equipped	预备
equipped	整装
equipped	装备
equipped	预备
equipped	整装
oleoresin	油性树脂
oleoresin	树脂油
letdown	松劲
letdown	减低
letdown	减退
letdown	松弛
letdown	失望
paleness	苍白
ilk	相同的
ilk	相同
ilk	家族
ilk	同类
ilk	种类
palestra	体育学校
palestra	角力场
locality	位置
locality	地点
peninsula	半岛
connectedness	连通性
sceptic	怀疑论者
sell	出售
sell	卖
brainless	无头脑的
brainless	无头脑
brainless	愚笨的
brainless	愚笨
incarnadine	肉色的
incarnadine	肉色
incarnadine	粉红色的
incarnadine	粉红色
incarnadine	染红
incarnadine	肉色
incarnadine	粉红色
eave	屋檐
laddish	男孩的
laddish	男孩
laddish	稚气的
laddish	稚气
bust	半身像
bust	胸像
bust	胸部
heaves	马慢性肺气肿
inp	Index
inp	Number
inp	of
inp	Prices
inp	物价指数
inp	International
inp	News
inp	Photos国际新闻图片社
photoinduced	光致的
photoinduced	光致
photoinduced	光诱导的
photoinduced	光诱导
photoinduced	光感生的
photoinduced	光感生
photoinduced	光感应的
photoinduced	光感应
heptahydrated	七水混合物的
heptahydrated	七水混合物
ghetto	犹太人区
stellated	星形的
stellated	星形
stellated	星状的
stellated	星状
crinite	有发状尾的
crinite	有发状尾
crinite	有毛发的
crinite	有毛发
crinite	有长软毛的
crinite	有长软毛
entelechy	圆极
entelechy	圆满实现
entelechy	生命的原理
churchwoman	女信徒
churchwoman	女教友
undraw	拉开
undraw	被……拉回
metagenesis	世代交替
burma	缅甸
difference	差异
difference	差别
difference	分歧
difference	争论
difference	差动的
difference	差动
predeterminate	先定的
predeterminate	先定
predeterminate	注定的
predeterminate	注定
dsp	Digital
dsp	Signal
dsp	Processing
dsp	数字信号处理
penetralia	密室
penetralia	密事
latifundista	=latifundist
closter	修道院
closter	归隐修道之处
troposphere	对流层
cullender	滤器
cullender	漏锅
inexcusable	没法辩解的
inexcusable	没法辩解
inexcusable	不可宽赦的
inexcusable	不可宽赦
plebby	普通的
plebby	普通
plebby	平庸的
plebby	平庸
plebby	粗俗的
plebby	粗俗
renovate	革新
renovate	刷新
renovate	修复
deed	行为
deed	事实
deed	功绩
deed	实行
deed	契约
deed	立契转让
wallachia	=Walachia
sarcomere	肌节
sarcomere	肌小节
gbs	George
gbs	Bernard
gbs	Shaw
facula	光斑
rumination	反刍
rumination	沉思
octopus	章鱼
exuviae	脱落的皮
exuviae	空壳
milliner	女帽制造及贩卖商
publish	出版
publish	刊印
publish	公布
publish	发表
tatary	=Tartary
crenulate	细圆齿状的
crenulate	细圆齿状
crenulate	小圆齿状的
crenulate	小圆齿状
romaic	现代希腊语的
romaic	现代希腊语
romaic	现代希腊语
precolonial	沦为殖民地前的
precolonial	沦为殖民地前
precolonial	殖民地时期前的
precolonial	殖民地时期前
secund	偏向一方的
secund	偏向一方
secund	只有一边的
secund	只有一边
secund	只在一边的
secund	只在一边
secund	侧方的
secund	侧方
substratal	基础的
substratal	基础
substratal	基本的
substratal	基本
substratal	根本的
substratal	根本
euryoky	=euroky
pinstripe	细条纹
pinstripe	细条纹的布料
rancherie	居留地
rancherie	居留
bathos	突降法
bathos	陈腐的
bathos	陈腐
bathos	虚伪的
bathos	虚伪
avigator	领航员
notochord	脊索
supervenient	伴随产生的
supervenient	伴随产生
supervenient	随后发生的
supervenient	随后发生
supervenient	意外发生的
supervenient	意外发生
endemic	地方病
endemic	风土的
endemic	风土
endemic	地方的
endemic	方
moneygrubbing	蓄积钱财
moneygrubbing	积蓄钱财的
moneygrubbing	积蓄钱财
rainsquall	暴风雨
flexography	苯胺印刷
shikotan	色丹岛
catchall	放各种各样物品的容器
catchall	包罗甚广的话
catchall	包罗万象的
catchall	包罗万象
catchall	装零杂物品的容器
spurwort	田野方茎茜
unloveliness	不可爱
unloveliness	不漂亮
actaeon	亚克托安
illegalize	使成为非法
illegalize	使违规
germanise	=Germanize
matey	平易近人的
matey	平易近人
matey	友好的
matey	友好
matey	伙伴
matey	好朋友
armorbearer	替骑士拿盔甲者
armorbearer	武士的扈从
cedar	雪松
triolet	八行两韵诗
intersatellite	卫星间的
intersatellite	卫星间
ferdus	费尔德斯
neutrodyne	中和式高频调谐放大器的
neutrodyne	中和式高频调谐放大器
neutrodyne	中和接收法的
neutrodyne	中和接收法
perennially	永久地
perennially	永久
ashpit	火炉的灰坑
frank	坦白的
frank	坦白
frank	率直的
frank	率直
frank	老实的
frank	老实
frank	免费邮寄
frank	免费邮寄特权
frank	Frank
frank	弗兰克
sabah	沙巴
desiderative	愿望的
desiderative	愿望
desiderative	愿望动词
arrowy	笔直
inscription	题字
inscription	碑铭
thermolysin	嗜热菌蛋白酶
sapful	多液汁的
sapful	多液汁
sapful	多树液的
sapful	多树液
overentreat	以恳求说服
overentreat	以恳求把……争取到自己一边
gherao	挟持雇主
gherao	挟持
bisync	双同步
bisync	Binary
bisync	Synchronous
bisync	Communications
bisync	二进制同步通信
metis	混血儿
metis	有八分之一黑人血统的混血儿
metis	杂种动物
inflammation	怒火
inflammation	发火
inflammation	燃烧
inflammation	炎症
inflammation	发炎
unsympathetic	不同情的
unsympathetic	不同情
organizable	可变为有机体的
organizable	可变为有机体
organizable	可组织的
organizable	可组织
etcetera	附加的人
etcetera	附加物
etcetera	以及其它
etcetera	等等
lustihood	强壮
lustihood	精力充沛
sondage	试掘深沟
uncorruptible	不会腐败的
uncorruptible	不会腐败
papula	丘疹
christly	如耶稣一样的
christly	如耶稣一样
christly	如基督的
christly	如基督
update	使现代化
update	修正
update	校正
update	更新
update	现代化
update	更新
stellenbosch	调离要职
stellenbosch	调充闲职
tuberculize	使感染结核菌
tuberculize	使成结核性
amorously	好色地
amorously	好色
amorously	妖艳地
amorously	妖艳
rising	上升的
rising	上升
rising	上涨的
rising	上涨
rising	增加的
rising	增加
rising	有前途的
rising	有前途
rising	上升
rising	起立
rising	起义
kaon	K
kaon	中介子
chrysophyte	金藻
thermoscope	验温器
thermoscope	测温器
reface	重修表面
purchaser	买方
purchaser	购买者
abstractive	具有抽象能力的
abstractive	具有抽象能力
abstractive	摘要式的
abstractive	摘要式
locofoco	摩擦火柴
nitid	明亮的
nitid	明亮
nitid	发光的
nitid	发光
maja	穿着俗艳的美女
jobholder	有固定工作者
jobholder	公务人员
ramdac	数模转换器
intron	基因内区
atrous	深黑的
atrous	深黑
dichroism	二向色性
dichroism	二色性
dichroism	分色性
iatrogenicity	因医生的治疗而引起的病症
prelimit	预先限制
prelimit	事先限定
brassy	象黄铜的
brassy	象黄铜
brassy	厚脸皮的
brassy	厚脸皮
brassy	铜头高尔夫球棍
knitwork	编织业
knitwork	编织品
magenta	红紫色
magenta	洋红
franco	免费的
franco	免费
franco	邮费准免的
franco	邮费准免
exsanguinate	放血
exsanguinate	抽血
exsanguinate	给……除血
exsanguinate	使无血
trouser	裤子的
trouser	裤子
trouser	女演男角的
trouser	女演男角
corded	用索子捆扎的
corded	用索子捆扎
rommany	=Romany
precompose	预作
lebanese	黎巴嫩人
lebanese	黎巴嫩的
lebanese	黎巴嫩
relievedly	宽慰地
relievedly	宽慰
microfungus	微直菌
carbonaceous	碳的
carbonaceous	碳
carbonaceous	碳质的
carbonaceous	碳质
carbonaceous	含碳的
carbonaceous	含碳
relativist	相对论者
relativist	相对主义者
jeers	操纵帆桁下部索具
voluble	爱说话的
voluble	爱说话
voluble	有口才的
voluble	有口才
voluble	流利的
voluble	流利
voluble	健谈的
voluble	健谈
voluble	易旋转的
voluble	易旋转
voluble	缠绕的
voluble	缠绕
phytocidal	杀死植物的
phytocidal	杀死植物
phytocidal	除草的
phytocidal	除草
phytocidal	除莠的
phytocidal	除莠
impellent	推动的
impellent	推动
lawbreaker	犯法者
pastime	消遣
pastime	娱乐
tromso	特罗姆瑟
scallawag	饭桶
scallawag	无赖汉
marquessate	=marquisate
beccafico	小候鸟的一种
tabetic	脊髓痨的
tabetic	脊髓痨
tabetic	脊髓痨病患者
metestrus	=metoestrus
bacteriocin	细菌素
cowitch	=cowhage
sindon	优质布料
peatland	泥炭地
peatland	泥炭
servomechanism	自动驾驶装置
servomechanism	伺服机构
servomechanism	自动控制装置
servomechanism	跟踪器
infructescence	果序
novelty	新颖
novelty	新奇
novelty	新鲜
novelty	新奇的事物
garamond	加拉蒙字体
bird	鸟
bird	人
bird	在野外观察或鉴别鸟类
mitre	主教法冠
scilly	Isles
scilly	of
scilly	=Scilly
scilly	Isles
inimicable	有害的
inimicable	有害
inimicable	不利的
inimicable	不利
lowing	牛鸣
bookkeeping	簿记
offstage	舞台内部
offstage	舞台后面
dentition	生齿
dentition	齿系
cashew	腰果树
cashew	腰果
inkholder	贮墨筒
syllabically	每音节地
syllabically	每音节
syllabically	分成音节地
syllabically	分成音节
cleocin	氯林可霉素
cleocin	氯洁霉素
postpartum	产后的
postpartum	产后
bechamel	调味酱
gainfully	有利益地
gainfully	有利益
gainfully	有收入地
gainfully	有收入
ujjain	乌贾因
teary	哭泣的
teary	哭泣
lorikeet	青绿色小鹦鹉
lorikeet	吸蜜鹦鹉
abortion	流产
abortion	堕胎
abortion	失败
abortion	夭折
abortion	中止
abortion	早产
putrefy	堕落
salicetum	柳树园
headstock	主轴箱
baudrate	波特率
coproduce	合拍
ruddock	知更鸟
tridentine	特伦托主教会议的
tridentine	特伦托主教会议
makuta	likuta
makuta	的复数
nandin	南天竹
creche	托儿所
creche	孤儿院
prepay	预付
omphalotomy	断脐术
sniveler	啜泣的人
sniveler	假哭的人
seismetic	=seismal
cathodal	阴极的
cathodal	阴极
maist	=most
wesleyanism	卫斯理宗教义
httpd	全球网服务器软件
underpopulated	人口稀少的
underpopulated	人口稀少
disenfranchise	剥夺……公民权
sociologese	社会学特有用语
sociologese	社会学家特有的写作风格
microcurie	微居里
patriarchy	家长统治
patriarchy	父权制
psycology	心理学
fossilify	使变成化石
fossilify	成为化石
superradiance	超发光
superradiance	超辐射
feodal	封建的
feodal	封建
feodal	领地的
feodal	领
renitent	抵抗压力的
renitent	抵抗压力
renitent	顽强的
renitent	顽强
renitent	僵硬的
renitent	僵硬
seedsman	播种者
seedsman	卖种子的店铺
doublet	紧身上衣
doublet	成对的东西
souvlaki	=shish
souvlaki	kebab
hoopskirt	有裙撑的裙子
brangus	布兰格斯菜牛
wallaby	小袋鼠
wallaby	澳洲土人
trisodium	三钠的
trisodium	三钠
abustle	忙碌的
abustle	忙碌
abustle	熙来攘往的
abustle	熙来攘往
phenocryst	斑晶
phenocryst	显斑晶
concentrative	集中的
concentrative	集中
concentrative	集中性的
concentrative	集中性
concentrative	专心的
concentrative	专心
exsanguine	无血的
exsanguine	无血
exsanguine	失血的
exsanguine	失血
exsanguine	贫血症的
exsanguine	贫血症
nita	尼特
calcific	石灰质的
calcific	石灰质
calcific	钙化的
calcific	钙化
jovial	快活的
jovial	快活
jovial	高兴的
jovial	高兴
jovial	愉快的
jovial	愉快
jovial	朱庇特的
jovial	朱庇特
contractibility	收缩
contractibility	收缩性
tradition	传统
tradition	惯例
cognate	同词源的
cognate	同词源
cognate	同类的
cognate	同类
midgarth	尘世
midgarth	人世
spleuchan	烟袋
spleuchan	钱袋
uredospore	夏孢子
sequestration	扣押
sequestration	没收
uncap	打开
citramontane	山这边的
citramontane	山这边
citramontane	阿尔卑斯山北侧的
citramontane	阿尔卑斯山北侧
ineffectively	无效地
ineffectively	无效
ineffectively	无用地
ineffectively	无用
pectinesterase	果胶酯酶
diadem	王冠
diadem	王权
diadem	带状头饰
crenelated	雉堞状的
crenelated	雉堞状
crenelated	在墙上打枪眼
algraphy	老式套色印刷术
gaulish	高卢的
gaulish	高卢
gaulish	高卢人的
gaulish	高卢人
gaulish	法国人的
gaulish	法国人
gaulish	高卢语
asseveration	断言
asseveration	誓言
discretional	任意的
discretional	任意
discretional	自由决定的
discretional	自由决定
infinitely	无限地
infinitely	无限
infinitely	无穷地
infinitely	无穷
durometer	硬度计
finical	过分注意的
finical	过分注意
finical	过分讲究的
finical	过分讲究
finical	过分周到的
