sclerotioid	似菌核
bibliopegistic	书籍装订醯
vitascope	老式放映机
countercry	反对的叫声
countercry	对抗的叫喊声
banefully	致害地
banefully	致害
banefully	有毒地
banefully	有毒
byob	bring
byob	your
byob	own
byob	booze请自带酒来
kep	篮子
kep	扣留
kep	阻止
accountant	会计
accountant	会计师
woman	女人
woman	妇女
woman	女仆
woman	女人的
woman	女人
woman	女性的
woman	女性
woman	妇女的
woman	妇女
woman	为……配备妇女
woman	使成女人腔
desecrate	亵渎
desecrate	污辱
desecrate	把供俗用
iatrochemistry	化学疗法
cetacea	鲸类
exponentiation	求幂
phenolic	酚的
phenolic	酚
phenolic	石碳酸的
phenolic	石碳酸
unexpressive	=inexpressive
founderous	易使人摔倒的
founderous	易使人摔倒
founderous	泥泞的
founderous	泥泞
prosperity	繁荣
primine	外珠被
sweetback	情夫
sweetback	男妓
perceval	=Percival
cankered	溃疡的
cankered	溃疡
cankered	腐烂的
cankered	腐烂
cankered	不怀好意的
cankered	不怀好意
beady	象珠一样的
beady	象珠一样
beady	饰有珠子的
beady	饰有珠子
beady	有泡的
beady	有泡
aciduria	酸尿
marquesa	侯爵夫人
marquesa	女侯爵
winch	绞盘
annullable	可废止的
annullable	可废止
annullable	取消的
annullable	取消
deference	顺从
deference	尊重
partook	partake的过去式
senior	年长的
senior	年长
senior	资格较老的
senior	资格较老
senior	地位较高的
senior	位较高
senior	高级的
senior	高级
antipodes	相对极
antipodes	澳大利亚和新西兰
cowlike	似母牛的
cowlike	似母牛
crummie	母牛
ludic	顽皮的
ludic	顽皮
ludic	开玩笑的
ludic	开玩笑
auburn	赤褐色
auburn	赤褐色的
auburn	赤褐色
katabasis	大败退
katabasis	撤退
cuspy	整洁的
cuspy	整洁
cuspy	设计得很有效率的
cuspy	设计得很有效率
absence	不在
absence	缺席
absence	缺乏
absence	没有
marquis	侯爵
cent	分
cent	分币
wood	木头
wood	木材
wood	树木
everydayness	平淡无奇
multipartite	分成多部份的
multipartite	分成多部份
multipartite	多国参加的
multipartite	多国参加
pitier	同情者
pitier	怜悯者
synaptosome	突触体
municipalise	=municipalize
centrism	中间路线
centrism	中间派的政策
centrism	温和主义
buffoon	小丑
disrelation	不相干
flo	弗洛
tisiphone	底西福涅
thetford	ware
thetford	塞特福特陶器
desmotropy	稳变异构
senhora	夫人
senhora	贵妇
remonstrative	抗议的
remonstrative	抗议
remonstrative	忠告的
remonstrative	忠告
pathetic	可怜的
pathetic	可怜
pathetic	悲惨的
pathetic	悲惨
sentence	句子
sentence	判决
sentence	宣判
sentence	文句
sentence	宜判
sentence	判决
sismogram	=seismogram
novelize	使小说化
novelize	编成小说
incabloc	防震装置
gauziness	似薄纱的状态
antares	心大星
unaccompanied	无伴侣的
unaccompanied	无伴侣
unaccompanied	无随从的
unaccompanied	无随从
unaccompanied	无伴奏的
unaccompanied	无伴奏
detrimental	有害的
detrimental	有害
trillion	万亿
forespent	=forspent
affinitive	密切相关的
affinitive	密切相关
affinitive	关系紧密的
affinitive	关系紧密
drambuie	苏格兰威士忌利口酒
sofia	索非亚
storehouse	仓库
seedbed	苗床
seedbed	温床
seedbed	发源地
seedbed	发源
matricentred	以母亲为中心的
matricentred	以母亲为中心
matricentred	母权的
matricentred	母权
sulfaquinoxaline	=sulphaquinoxaline
frounce	卷缩
thereinto	在那里面
thereinto	其中
sellout	背叛
sellout	出卖
sellout	脱销
sellout	客满的演出
isomerize	异构化
townee	镇民
townee	本市人
townee	本镇人
townee	同乡
townee	市民
fundamentalism	正统派基督教
fundamentalism	此派的运动
medicare	医疗保险制度
bruin	熊
bruin	熊先生
optotype	试视力字体
helices	helix的复数形式
factualistic	求实精神的
factualistic	求实精神
factualistic	尊重事实的
factualistic	尊重事实
abruption	分裂
abruption	分离
undiscipline	无纪律
undiscipline	无训练
undiscipline	无训导
posttreatment	治疗后的
posttreatment	治疗后
posttreatment	治疗后
posttreatment	后治疗
rudderless	无指导者的
rudderless	无指导者
rudderless	无舵的
rudderless	无舵
manstopping	用以杀伤冲锋士兵的
manstopping	用以杀伤冲锋士兵
manstopping	大威力的
manstopping	大威力
mithraic	密特拉神的
mithraic	密特拉神
mithraic	崇拜密特拉神的
mithraic	崇拜密特拉神
mithraic	密特拉教的
mithraic	密特拉教
oribi	侏羚
backwardly	往后地
backwardly	往后
backwardly	落后地
backwardly	落后
watchmaker	表的制造人
watchmaker	钟表匠
epigynous	上位的
epigynous	上位
twelvepenny	值12便士的
twelvepenny	值12便士
neotene	幼态持续品种
pharmaceutic	配药学的
pharmaceutic	配药学
pharmaceutic	调药的
pharmaceutic	调药
trough	槽
trough	水槽
trough	饲料槽
trough	木钵
overgorge	吃得过多
swirl	漩涡
swirl	涡状形
swirl	使成漩涡
swirl	打漩
swirl	盘绕
swirl	头晕
swirl	挥击
swirl	大口喝酒
aftercooler	后冷却机
aftercooler	二次冷却器
bespangled	以发光之金属片装饰的
bespangled	以发光之金属片装饰
mora	调形
mora	音节延长度
mora	短音节
carzey	厕所
adenomatous	腺瘤的
adenomatous	腺瘤
quorum	法定人数
quorum	选出的团体
polytechnic	工艺的
polytechnic	工艺
polytechnic	工艺学校
godfather	教父
godfather	当教父
hanaper	文件筐
habu	响尾蛇属毒蛇
aioli	蒜泥蛋黄酱
millage	厘计税率
ibizan	hound
ibizan	伊维萨猎犬
phanerite	显晶岩
gollywog	=golliwog
troffer	凹形反光槽
troffer	暗灯槽
seminomata	seminoma的复数
levelpeg	保持势均力敌
uhf	UltraHigh
uhf	Frequency
uhf	超高频
uhf	超高频
auralize	在心灵深处听到
auralize	想象……的声音
interlocutory	对话体的
interlocutory	对话体
interlocutory	对话的
interlocutory	对话
interlocutory	中间的
interlocutory	中间
decillionth	第一千之11乘方
replant	再植
replant	改种
replant	移
replant	使复位
dazibao	大字报
catechise	问答式教授
catechise	盘问
adlet	小广告
luetically	梅毒地
luetically	梅毒
luetically	疫病地
luetically	疫病
solitarily	独自一人地
solitarily	独自一人
solitarily	寂寞地
solitarily	寂寞
competence	能力
ophthalmic	眼的
ophthalmic	眼
ophthalmic	眼科的
ophthalmic	眼科
ophthalmic	眼药
newsstand	报摊
newsstand	杂志摊
overall	全部的
overall	全部
overall	全面的
overall	全面
scape	花茎
scape	柄节
scape	表示"景
scape	景色"之义
jokari	乔凯利球戏
maladjustive	不利于调节的
maladjustive	不利于调节
maladjustive	引起调节不良的
maladjustive	引起调节不良
maladjustive	引起失调的
maladjustive	引起失调
admirer	景慕者
admirer	赞赏者
admirer	敬慕者
normally	正常地
normally	正常
normally	通常地
normally	通常
beekeeping	养蜂
dally	玩弄
dally	戏弄
dally	延误
louver	天窗
louver	屋顶窗
staggeringly	摇晃地
staggeringly	摇晃
staggeringly	蹒跚地
staggeringly	蹒跚
ailurophile	极其喜爱猫的人
ailurophile	养猫的行家
normality	常态
cheskey	捷克人之后裔
cheskey	捷克语
mesaxon	轴系膜
bionic	仿生学的
bionic	仿生学
bionic	利用仿生学的
bionic	利用仿生学
cerebrospinal	脑脊髓的
cerebrospinal	脑脊髓
abortively	流产地
abortively	流产
abortively	失败地
abortively	失败
tannable	可鞣制的
tannable	可鞣制
geochronometry	地质年代测定
temperate	有节制的
temperate	有节制
temperate	适度的
temperate	适度
temperate	戒酒的
temperate	戒酒
temperate	温和的
temperate	温和
icu	intensive
icu	care
icu	unit
icu	重点护理组
divulsion	撕开
divulsion	扯开
divulsion	扯破
painful	疼痛的
painful	疼痛
painful	使痛苦的
painful	使痛苦
thecate	具膜的
thecate	具膜
thecate	具鞘的
thecate	具鞘
polymely	多肢畸形
dumortierite	蓝线石
invectively	非难地
invectively	非难
invectively	恶言恶语地
invectively	恶言恶语
midst	中间
midst	在……中间
constance	康士坦茨湖
tribolet	=triblet
anna	安娜
strigilation	刮身板的刮擦
attenuator	衰减器
presentive	直接表示概念的
presentive	直接表示概念
presentive	表意的
presentive	表意
presentive	直示的
presentive	直示
grapestone	葡萄子
gunmetal	炮铜
gunmetal	青铜
gunmetal	炮铜色
imperia	司法权
emiocytosis	细胞分泌
emiocytosis	细胞物质
emiocytosis	排出
assure	断然地说
assure	确告
assure	保证
assure	担保
asbestoidal	似石棉的
asbestoidal	似石棉
chimneynook	近壁炉的地方
chimneynook	壁炉边的暖和处所
calices	calix的复数
lumper	码头工人
lumper	居间人
strait	艰难的
strait	艰难
strait	苦恼的
strait	苦恼
strait	窘迫的
strait	窘迫
strait	地峡
strait	海峡
grandson	孙子
nccw	National
nccw	Council
nccw	of
nccw	Catholic
nccw	Women
nccw	全国女天主教徒理事会
c	世纪
c	字母C
c	C语言
c	/
c	往来账
c	资本账
c	kEJ/care
c	of
c	转交……
boondocks	森林地带
boondocks	偏僻地区
boondocks	荒野
hydrocellulose	水解纤维素
twopence	两便士
twopence	两便士银币
twopence	价值微乎其微的东西
photoionization	光致电离
photoionization	光化电离
comminution	粉碎
imperfectible	不可能完美的
imperfectible	不可能完美
imperfectible	无法致于完美的
imperfectible	无法致于完美
balmy	芳香的
balmy	芳香
balmy	温和的
balmy	温和
balmy	止痛的
balmy	止痛
balmy	温和的
balmy	温和
menat	护身符
microsporidian	小孢子虫
cypress	柏科树的
cypress	柏科树
cypress	柏木属植物
adsorbable	能吸附的
adsorbable	能吸附
cechy	=Bohemia
polyarthritis	多发性关节炎
esquimau	爱斯基摩人
unremitted	未赦免的
unremitted	未赦免
unremitted	继续不断的
unremitted	继续不断
longevity	长命
longevity	寿命
longevity	供职期限
longevity	资历
renig	=renegue
microskirt	超超短裙
ballooning	气球操纵
ballooning	乘气球
ballooning	随风飘荡
lacy	花边的
lacy	花边
ahead	在前
ahead	向前
ahead	提前
ahead	在前面
lor	上帝!
lor	天啊!
soed	Shorter
soed	Oxford
soed	English
soed	Dictionary
lagoon	泻湖
lagoon	礁湖
gliosis	神经胶质过多症
dishful	一碟
dishful	一碟量
habitual	习惯的
habitual	习惯
habitual	惯常的
habitual	惯常
lacedaemon	古代斯巴达的别称
noninterference	不干扰
leicestershire	英国爱尔兰东部的郡
sumpsimus	正确措辞
berate	严厉指责
berate	申斥
unexpectedly	出乎意料地
unexpectedly	出乎意料
unexpectedly	想不到地
unexpectedly	想不到
draggly	不整洁的
draggly	不整洁
anthobian	以花为食的甲虫
anthobian	食花的甲虫
scotophase	人工黑暗期
scotophase	人工夜间
hungarian	匈牙利的
hungarian	匈牙利
hungarian	匈牙利人
connotation	含蓄
connotation	储蓄的东西
connotation	内涵
christianly	如基督徒的
christianly	如基督徒
christianly	有基督徒性质的
christianly	有基督徒性质
christianly	如基督徒地
christianly	如基督徒
appealingly	上诉地
appealingly	上诉
appealingly	哀求地
appealingly	哀求
wield	挥
prostration	俯卧
inkpad	打印台
inkpad	印泥
cahier	会议记录
cahier	笔记本
bowed	弯如弓的
bowed	弯如弓
bowed	有弓的
bowed	有弓
wellerism	韦勒比较语
iliyria	伊利里亚
cleanser	清洁剂
cleanser	使清洁的东西
cleanser	擦亮粉
japanology	日本学
japanology	日本研究
sixth	第六
sixth	六分之一
contralto	n女低音
contralto	女低音歌手
elsewise	=otherwise
habiliment	服装
habiliment	装饰
habiliment	制服
airbag	安全气袋
calfbound	用小牛皮作封面的
calfbound	用小牛皮作封面
bacillus	杆状菌
bacillus	细菌
hypognathous	下口式的
hypognathous	下口式
roady	=roadie
omuda	大牟田
encephalomyelitis	脑脊髓炎
extraocular	眼睛外面的
extraocular	眼睛外面
extraocular	眼外的
extraocular	眼外
passivity	被动性
gaby	傻瓜
gaby	笨人
soogan	=sugan
cottier	居小屋者
cottier	农夫
cottier	佃农
xenotropic	向异的
xenotropic	向异
xenotropic	亲异的
xenotropic	亲异
propitiate	劝解
delivery	递送
delivery	交付
delivery	分娩
delivery	交货
delivery	引渡
delivery	财产等的正式移交
delivery	发送
delivery	传输
ferbam	福美铁
ferbam	二甲胺基荒酸铁
cleidoic	与环境隔离的
cleidoic	与环境隔离
phototube	光电器
spunge	=sponge
aphthongal	不读音字母的
aphthongal	不读音字母
infinite	无限的东西
infinite	无穷大
infinite	无穷的
infinite	无穷
infinite	无限的
infinite	无限
infinite	无数的
infinite	无数
infinite	极大的
infinite	极大
ramification	分枝
ramification	分叉
ramification	衍生物
ramification	支流
caressant	爱抚的
caressant	爱抚
caressant	宠爱的
caressant	宠爱
fabianist	费边主义者
follicle	小囊
follicle	滤泡
pyelograph	=pyelogram
awol	absent
awol	without
awol	leave
awol	擅离职守的
awol	擅离职守
ferment	酵素
ferment	发酵
ferment	动乱
ferment	动乱
heilungkiang	见Heilongjiang
pansophism	万事通
solebar	车架纵梁
solebar	底部过梁
appreciable	可感知的
appreciable	可感知
appreciable	可评估的
appreciable	可评估
pogonip	冰雾
pogonip	冻雾
portraitist	肖像画家
portraitist	人像摄影家
variomatic	皮带驱动自动传递的
variomatic	皮带驱动自动传递
spa	矿泉
spa	温泉区
spa	游乐胜地
spa	游乐胜
spa	矿泉疗养地
spa	矿泉疗养
auscultator	听诊者
auscultator	听诊器
rodman	持枪歹徒
rodman	垂钓者
rodman	标尺手
bilayer	双分子层
pendency	垂下
pendency	悬垂
pendency	悬而未决
tricarboxylic	羧基的
tricarboxylic	羧基
antarctica	南极洲
ikaria	伊卡里亚岛
safer	safe的比较级
fleshy	肉的
fleshy	肉
fleshy	肉体的
fleshy	肉体
fleshy	肉质的
fleshy	肉质
fleshy	丰满的
fleshy	丰满
unshod	赤脚的
unshod	赤脚
correlativity	相互关系
correlativity	相关关系
rhizotomy	神经根切断术
nosh	小吃
nosh	点心
nosh	吃点心
bratislava	布拉迪斯拉发
customs	进口税
customs	海关
paotou	包头
lysogenesis	溶源性
lysogenesis	溶菌作用的产生
spandy	极好的
spandy	极好
spandy	漂亮的
spandy	漂亮
spandy	时髦的
spandy	时髦
uninvited	未被邀请的
uninvited	未被邀请
uninvited	未经请求的
uninvited	未经请求
quadriplegia	四肢麻痹
quadriplegia	四肢瘫痪
season	季
season	季节
season	适用
season	调味
sopranist	女高音歌手
sopranist	童声高音歌手
swarthy	黑黝黝的
swarthy	黑黝黝
swarthy	浅黑的
swarthy	浅黑
russell	拉塞尔
russell	英国工程师
russell	此整流器发明人]
outperform	做得比……好
outperform	胜过
asocial	缺乏社交性的
asocial	缺乏社交性
asocial	自我中心的
asocial	自我中心
asocial	自私的
asocial	自私
executive	实行的
executive	实行
executive	执行的
executive	执行
executive	行政的
executive	行政
executive	执行者
executive	经理主管人员
remittor	汇款人
remittor	出票人
fustiness	霉臭
hirable	能租用的
hirable	能租用
hirable	能雇用的
hirable	能雇用
laryngitis	喉炎
mas	Military
mas	Agency
mas	for
mas	Standardization
mas	军事防护勤务
compellation	称呼他人姓名
compellation	姓名
embracery	笼络陪审员的行为
nuclear	核子的
nuclear	核子
nuclear	原子能的
nuclear	原子能
nuclear	核的
nuclear	核
nuclear	中心的
nuclear	中心
fortuity	偶然
fortuity	意外
dukawallah	零售商店店主
chaser	猎人
chaser	驱逐舰
clothespost	晒衣绳的支柱
muonic	μ子的
muonic	μ子
brooklynese	布鲁克林口音
eupepsia	消化良好
stringhalt	马的跛行症
pinnace	装载于舰上的中型艇
jap	日本人的
jap	日本人
motherfucking	不要脸的
motherfucking	不要脸
motherfucking	混帐的
motherfucking	混帐
motherfucking	讨厌的
motherfucking	讨厌
floeberg	冰山
samp	玉米粥
samp	玉米片
nightfall	黄昏
workgroup	工作组
fasten	扎牢
fasten	扣住
fasten	闩住
fasten	拴紧
fasten	使固定
fasten	系
fasten	集中于
fasten	强加于
fasten	扣紧
fasten	抓住
somatotropin	生长激素
aspire	热望
aspire	立志
enargite	硫砷钢矿
ade	果汁饮料
seasoning	调味品
seasoning	调料
slantindicular	有点斜的
slantindicular	有点斜
slantindicular	偏斜的
slantindicular	偏斜
hardcover	精装书
hardcover	精装书的
hardcover	精装书
hardcover	精装的
hardcover	精装
geocentric	以地球为中心的
geocentric	以地球为中心
