synclinal	倾斜
mortuary	停尸房
mortuary	太平间
mortuary	死亡的
mortuary	死亡
mortuary	埋葬死人的
mortuary	埋葬死人
sportswriter	体育新闻记者
genuine	真实的
genuine	真实
genuine	真正的
genuine	真正
genuine	诚恳的
genuine	诚恳
newel	中心柱
newel	楼梯上下端的栏杆支柱
centimo	分
bounteously	慷慨地
bounteously	慷慨
bounteously	丰富地
bounteously	丰富
subway	地道
subway	地铁
remontant	一季多次开花的
remontant	一季多次开花
remontant	一季多个花期的
remontant	一季多个花期
remontant	四季开花蔷薇
dropping	滴下
dropping	滴下物
dropping	空投
dropping	兽粪
endlong	纵
endlong	直立
endlong	全长地
endlong	全长
cathartic	泻药
cathartic	通便药
cathartic	通便的
cathartic	通便
cathartic	导泻的
cathartic	导泻
berwick	贝里克郡
midnoon	中午
midnoon	正午
thermalise	=thermalize
strassburg	=Strasbourg
beelzebub	魔王
beelzebub	魔鬼
beelzebub	别卜西
epizootic	流行于家畜的
epizootic	流行于家畜
epizootic	体外寄生的
epizootic	体外寄生
epizootic	家畜流行病
plastron	胸甲
plastron	胸饰
machiavellian	马基雅弗利的
machiavellian	马基雅弗利
machiavellian	权谋术的
machiavellian	权谋术
machiavellian	权谋政治家
awanting	缺乏的
awanting	缺乏
awanting	短少的
awanting	短少
defeminize	使失女性态
defeminize	使去女性化
anoint	涂以油或软膏
anoint	施以涂油礼
saprobe	腐生生物
saprobe	污水生物
eec	European
eec	Economic
eec	Community
eec	欧洲经济共同体
eec	Exhaust
eec	Emission
eec	Control
eec	汽车废气排放系统
redeemer	买回者
redeemer	赎身者
redeemer	救世主
redeemer	耶稣基督
redeemer	救世主
isotherm	等温线
hafnium	铪
suffrutescent	半灌木状的
suffrutescent	半灌木状
snowbush	山白刺美洲茶
reflow	流回
reflow	落潮
mercenary	唯利是图的
mercenary	唯利是图
bvds	内衣
bangup	把锁上
bangup	把……关押起来
forme	印版
disabuse	解惑
disabuse	释疑
disabuse	使省悟
tormentor	使苦痛之人
tormentor	使苦恼之物
tormentor	长肉叉
mysterioso	神秘的
mysterioso	神秘
monterey	Jack
monterey	蒙特里杰克干酪
empanada	肉馅卷饼
stadium	露天大型运动场
noisy	吵杂的
noisy	吵杂
noisy	聒噪的
noisy	聒噪
complicacy	复杂性
paynim	异教
paynim	非基督徒
paynim	异教国
cologarithm	余对数
jasmin	茉莉属
fairway	航路
fairway	水上飞机升降用的水面跑道
castellany	城主之阶级
excite	刺激
excite	使兴奋
excite	使激动
excite	兴奋
excite	激动
abo	当地的
abo	当
abo	土著的
abo	土著
abo	土著居民的
abo	土著居民
scheelite	白钨矿
economist	经济学者
economist	经济家
economist	节俭的人
economist	节约者
umt	Universal
umt	Military
umt	Training
umt	普遍军训
penthrite	季戊炸药
penthrite	奔斯乃特
downbow	下弓
religioso	虔诚地
religioso	虔诚
cementite	渗碳体
cementite	碳化铁
steadfast	坚定的
steadfast	坚定
irak	伊拉克共和国
irak	伊拉克人讲的阿拉伯语
irak	伊拉克的
irak	伊拉克
houselet	小房子
hurdling	跳栏赛跑
siglos	西格劳斯
tachygraphy	速记术
roadbook	路程指南
dyspeptic	消化不良的
dyspeptic	消化不良
dyspeptic	胃弱的
dyspeptic	胃弱
dyspeptic	患胃病的
dyspeptic	患胃病
dyspeptic	消化不良的人
filaceous	丝状的
filaceous	丝状
filaceous	丝质的
filaceous	丝质
restyle	改变……的风格
restyle	改变……的式样
alta	阿尔塔
squabbish	有点胖的
squabbish	有点胖
prospect	景色
prospect	前景
prospect	前途
prospect	期望
prospect	寻找
prospect	勘探
lapicide	石工
lapicide	石匠
lapicide	碑文雕刻工
colotomy	结肠切开术
colotomy	人工肛门成形术
macao	澳门
tankstand	贮水柜架子
reemphasize	重新强调
reemphasize	再度强调
desulfurize	去硫
desulfurize	除去硫磺
unyoke	卸除轭
unyoke	解除束缚
unyoke	解开
unyoke	停止工作
whist	嘘!
whist	肃静!
whist	无声的
whist	无声
whist	安静的
whist	安静
whist	无声地
whist	无声
whist	安静地
whist	安静
whist	扑克牌游戏的一种
felstone	霏细岩
crankpin	曲柄针
crankpin	曲柄梢
concessional	让步的
concessional	让步
concessional	容许的
concessional	容许
removed	离开的
removed	离开
removed	远离……的
removed	远离……
removed	与……无关的
removed	与……无关
depletion	损耗
scillism	海葱中毒
khond	孔德人
khond	冈德人
khond	冈德语
sliver	长条
brs	British
brs	Road
brs	Services
brs	英国道路服务处
liar	说谎者
usage	使用
usage	用法
evaluable	可估值的
evaluable	可估值
evaluable	可评价的
evaluable	可评价
jackson	杰克逊
circumscribe	在……周围画线
circumscribe	限制
diplomata	diploma的复数
realizing	明确无误的
realizing	明确无误
realizing	清晰生动地
realizing	清晰生动
goliardery	放纵派吟游书生的行为
ontic	本体的
ontic	本体
ontic	实体的
ontic	实体
pentomic	五群制原子师的
pentomic	五群制原子师
pentomic	五群制的
pentomic	五群制
bloodline	血统
bloodline	血族
cacoepy	发音不准
urethritis	尿道炎
nor	也不
charge	负荷
charge	电荷
charge	费用
charge	主管
charge	掌管
charge	充电
charge	充气
charge	装料
charge	装满
charge	控诉
charge	责令
charge	告诫
charge	指示
charge	加罪于
charge	冲锋
charge	收费
msy	maximum
msy	sustainable
msy	yield
msy	可以长期保持的最大年开发量
auramine	金胺
cryometer	低温计
spritz	喷
spritz	细的喷流
spritz	喷
snappish	急躁的
snappish	急躁
acceptant	容易接受的
acceptant	容易接受
klondike	克朗代克河
inunction	涂油
inunction	涂擦
autopista	track]
aerodonetics	滑翔术
aerodonetics	空中滑翔学
garibaldian	加里波第的
garibaldian	加里波第
garibaldian	拥护加里波第的
garibaldian	拥护加里波第
scolecite	钙沸石
sothiacal	=Sothic
uncorrectable	无法改正的
uncorrectable	无法改正
uncorrectable	不能补救的
uncorrectable	不能补救
uncorrectable	不能修复的
uncorrectable	不能修复
zollverein	关税同盟
zollverein	商业同盟
araucaria	南洋杉属树
heptastich	七行诗
epigamic	诱惑性的
epigamic	诱惑性
acyl	酰基
transversal	横向的
transversal	横向
transversal	横断的
transversal	横断
transversal	截线的
transversal	截线
transversal	截线
transversal	横肌
mystificatory	使人困惑不解的
mystificatory	使人困惑不解
mystificatory	使人大为惊奇的
mystificatory	使人大为惊奇
chirograph	任何正式签字的文件
chirograph	教皇的亲笔特许证书
rochet	白色法衣
hucklebone	坐骨
hucklebone	距骨
decarburization	脱碳
ruridecanal	乡村教区司铎的
ruridecanal	乡村教区司铎
ruridecanal	乡村主任牧师的
ruridecanal	乡村主任牧师
inchoative	开始的
inchoative	开始
inchoative	发端的
inchoative	发端
inchoative	开始状态
capsulary	蒴的
capsulary	蒴
capsulary	蒴状的
capsulary	蒴状
carneous	似肉的
carneous	似肉
carneous	肉色的
carneous	肉色
prosiness	散文体
prosiness	无聊
prosiness	平凡
defibrillator	去纤颤器
roofage	屋面材料
heterecious	=heteroecious
distortion	扭曲
distortion	变形
distortion	曲解
distortion	失真
origination	发源
mending	修补工作
superable	可以胜过的
superable	可以胜过
superable	可征服的
superable	可征服
omnitude	全体
omnitude	无所不包
omnitude	普遍性
monosemy	单义性
evulse	拔出
evulse	拉出
evulse	扯掉
micrurgy	显微操纵
canis	犬属
billycock	小礼帽
billycock	低圆顶的毡帽
slavish	奴隶的
slavish	奴隶
slavish	奴性的
slavish	奴性
slavish	卑屈的
slavish	卑屈
slavish	盲从的
slavish	盲从
slavish	专横的
slavish	专横
dune	沙丘
radiogenetics	放射遗传学
lipping	唇形变
turd	粪
turd	可鄙的人
dysphoric	烦躁不安的
dysphoric	烦躁不安
optically	眼睛地
optically	眼睛
optically	视力地
optically	视力
waldo	沃尔多
curculio	象鼻虫
disyllable	双音节词
disyllable	双音节式
olfactive	=olfactory
passivism	被动性
passivism	消极主义
bilection	=bolection
weeknights	在周日夜晚
weeknights	在每个周日夜晚
platonise	=Platonize
deadlatch	弹簧锁
landmine	地雷
landmine	投伞水雷
falculate	镰刀状的
falculate	镰刀状
diablo	暗黑破坏神
diablo	一个著名游戏的名称
diablo	又称恐惧
shammer	骗子
shammer	诈欺者
shammer	伪君子
photics	光学
submerge	浸没
submerge	淹没
submerge	掩没
submerge	潜水
eurocrat	欧洲共同市场的官员或职员
bloodiness	残酷
bloodiness	残忍
bloodiness	血污
bloodiness	血腥
aomori	青森
counterdeed	反对证书
salivarian	通过唾液传播的
salivarian	通过唾液传播
splinterless	不会裂成碎片的
splinterless	不会裂成碎片
teledu	獾类
gondolet	小型凤尾船
remex	飞羽
remex	鸟的拨风羽
dissentious	好争论的
dissentious	好争论
dissentious	争吵的
dissentious	争吵
outbrave	在勇气上超过
redbridge	雷德布里奇
rajaship	君主、王公或酋长的地位
core	果核
core	中心
core	核心
cannabis	大麻
cannabis	大麻雌花顶部
urge	催促
urge	力劝
urge	强烈欲望
urge	迫切要求
urge	促进
abrim	充满着
beagle	小猎犬
beagle	打听某事始末
ostentation	卖弄
ostentation	夸耀
ostentation	摆阔
ostentation	风头主义
sestet	六重唱曲
sestet	六行诗节
embranchment	分支
embranchment	支流
alibi	犯罪现场
alibi	辩解
alibi	托辞
plumulate	有漂亮羽毛的
plumulate	有漂亮羽毛
plumulate	羽毛华丽的
plumulate	羽毛华丽
hydrocrack	加氢裂化
hydrocrack	氢化裂解
disintegrate	碎裂
cheer	愉快
cheer	欢呼
cheer	欢呼
igneous	火的
igneous	火
igneous	似火的
igneous	似火
igneous	火成的
igneous	火成
millimicro	毫微
masseuse	女按摩师
dm	Dominica
dm	多米尼加联邦
dm	Data
dm	Management
dm	数据管理
dm	Doctor
dm	of
dm	Mathematics
dm	数学博士
dm	Doctor
dm	of
dm	Medicine
dm	医学博士
dm	Doctor
dm	of
dm	Music
dm	音乐博士
dm	Data
dm	Mining
dm	数据挖掘
headmaster	英国中小学校长
headmaster	男舍监
constipated	患便秘症的
constipated	患便秘症
scalding	滚烫的
scalding	滚烫
scalding	尖刻的
scalding	尖刻
scalding	烫伤
fungo	为练习守备所击的飞球
drysalter	干货商
drysalter	药品染料商
supernormal	非凡的
supernormal	非凡
supernormal	异于寻常的
supernormal	异于寻常
stringpiece	纵梁
miogeosyncline	冒地槽
molelike	似鼹鼠的
molelike	似鼹鼠
cosmetologist	美容品业者
cosmetologist	美容师
ganges	恒河
illicitly	违法地
illicitly	违法
illicitly	不正地
illicitly	不正
peridium	包被
brandy	白兰地酒
brandy	糖果
fallalery	无用的饰物
fallalery	装饰品
headband	头巾
headband	头饰带
dayglow	白天气辉
hoofpad	蹄垫
sawhorse	锯木架
iconize	把……当偶像崇拜
iconize	盲目崇拜
rezident	驻外特工
clachan	小村庄
transmethylation	转甲基作用
diverting	有趣的
diverting	有趣
diverting	令人快乐的
diverting	令人快乐
wintertide	冬
wintertide	冬季
trimetrical	有三音步的
trimetrical	有三音步
trimetrical	斜方晶系的
trimetrical	斜方晶系
diphtherial	白喉的
diphtherial	白喉
undelighting	令人不愉快的
undelighting	令人不愉快
sanctified	神圣化的
sanctified	神圣化
sanctified	认可的
sanctified	认可
sanctified	批准的
sanctified	批准
quickly	很快地
quickly	很快
nard	甘松
nard	甘松香
teemless	贫瘠的
teemless	贫瘠
noncandidate	非实际候选人
mandrax	镇静片
hereford	赫里福种的食用牛
jinrikisha	人力车
jinrikisha	黄包车
nondiscrimination	9nCndI`skrImI`neIFEn/
nondiscrimination	不歧视/InEtErI/
nondiscrimination	一视同仁的
nondiscrimination	一视同仁
nondiscrimination	不歧视的
nondiscrimination	不歧视
tribrach	三短节音步
tribrach	三臂动物
suq	=souk
religionist	宗教家
religionist	宗教狂热者
xxi	罗马数字
xxi	21
procoagulant	促凝血的
procoagulant	促凝血
seedily	不体面地
seedily	不体面
seedily	心情不佳地
seedily	心情不佳
dissolution	分解
dissolution	解散
lightship	灯塔船
usv	United
usv	States
usv	Volunteers
usv	美国志愿兵
keyed	键入
keyed	键入
gasogene	煤气发生装置
cannibalize	吃同类的肉
cannibalize	拆用……的配件
cannibalize	调拨……的人员
cannibalize	吃人肉
cannibalize	拆用配件
cannibalize	调拨人员
sabbathly	在每一安息日
tamarack	美洲落叶松
polygenesis	多源发生说
zithern	齐特拉琴
tole	金属薄片
ringside	马戏团
ringside	拳击场
injure	损害
injure	伤害
injure	伤害
anybody	pro
anybody	任何人
anybody	重要人物
aviate	飞行
epigastrium	第一腹片
southernly	=southerly
pestiferous	传播疾病的
pestiferous	传播疾病
pestiferous	邪恶的
pestiferous	邪恶
truant	逃避者
truant	逃避
evadingly	躲躲闪闪地
evadingly	躲躲闪闪
evadingly	逃避地
evadingly	逃避
evadingly	推托地
evadingly	推托
scurrility	谈吐卑劣粗俗
scurrility	刻薄
scurrility	下流
proudhonism	蒲鲁东的学说
proudhonism	蒲鲁东主义
contrived	人为的
contrived	人为
contrived	做作的
contrived	做作
idahoan	爱达荷州的
idahoan	爱达荷州
idahoan	爱达荷州人
borzoi	俄国狼狗
trublemaker	常惹麻烦的人
sanctuary	避难所
liker	喜欢的人
liker	爱好者
retold	retell的过去式及过去分词
concomitancy	伴随
concomitancy	共存
funipendulous	悬在绳上的
funipendulous	悬在绳上
cordwain	科尔多瓦皮
gentlemanly	绅士派头的
gentlemanly	绅士派头
normothermia	体温正常
stardom	演员的身份
stardom	演员们
vivarium	动物园
vivarium	植物园
hypoxaemia	血氧过少
hypoxaemia	低氧血
vitebsk	维帖布斯克
grueling	重罚
grueling	严惩
visually	在视觉上地
visually	在视觉上
visually	真实地
visually	真实
sternpost	艉柱
outfoot	超过
cavern	巨洞
cavern	洞窟
cavern	深处
cavern	放于山洞中
cavern	挖空
deodorizer	除臭剂
sernyl	苯环己哌啶
notoungulate	南美有蹄动物
mastopathy	乳脉病
mastopathy	乳房病
unselfishly	不自私地
unselfishly	不自私
unselfishly	无私地
unselfishly	无私
unicolour	单色的
unicolour	单色
shopworn	在商店中陈列旧了的
shopworn	在商店中陈列旧了
shopworn	陈旧的
shopworn	陈旧
shopworn	陈腐的
shopworn	陈腐
clink	丁当声
clink	发丁当声
mazurka	玛祖卡舞
mazurka	玛祖卡舞曲
reedit	重新编辑
reedit	修订
boycott	联合抵制
boycott	联合排斥某国货物或与某国绝交
ataxic	共济失调的
ataxic	共济失调
ataxic	混乱的
ataxic	混乱
migratory	迁移的
migratory	迁移
migratory	流浪的
migratory	流浪
tutty	未加工的氧化锌
protest	主张
protest	断言
protest	抗议
protest	主张
protest	断言抗议
protest	拒付
plashy	湿地的
plashy	湿
plashy	潮湿的
plashy	潮湿
tatty	破旧的
tatty	破旧
tatty	褴褛的
tatty	褴褛
tatty	不值钱的
tatty	不值钱
unexpectable	无法预料的
unexpectable	无法预料
unexpectable	不可预言的
unexpectable	不可预言
cinematographic	电影的
cinematographic	电影
cinematographic	电影摄影术的
cinematographic	电影摄影术
justiciable	可在法庭裁判的
justiciable	可在法庭裁判
justiciable	可在法庭裁决的
justiciable	可在法庭裁决
noonday	正午
noonday	正午的
noonday	正午
efflorescent	开花的
efflorescent	开花
efflorescent	风化的
efflorescent	风化
efflorescent	起霜
pitiable	可怜的
pitiable	可怜
pitiable	卑劣的
pitiable	卑劣
antiodontalgic	止牙痛剂
antiodontalgic	止牙痛的
antiodontalgic	止牙痛
salute	举手礼
salute	升降旗致敬
salute	呜礼炮等
salute	敬礼
salute	行礼致敬
salute	敬礼
kuwait	科威特
unchangeable	不变的
unchangeable	不变
unchangeable	不能改变的
unchangeable	不能改变
froggy	蛙
riant	笑盈盈
riant	快活的
riant	快活
womanlike	像女人的
womanlike	像女人
womanlike	女人似的
womanlike	女人似
womanlike	女人般地
womanlike	女人般
egomania	极端利己
egomania	自大狂
will	意志
will	决心
will	意向
will	遗嘱
will	将
will	愿意
will	必须
flimsy	易坏的
flimsy	易坏
flimsy	脆弱的
flimsy	脆弱
flimsy	浅薄的
flimsy	浅薄
flimsy	没有价值的
flimsy	没有价值
flimsy	不足信的
flimsy	不足信
flimsy	浮夸的
flimsy	浮夸
flimsy	薄纸
flimsy	描图用薄纸
flimsy	薄纸稿纸
broking	经纪业
